id_zapisi,data,vremya,filial,master,usluga,cena,id_klienta,kanal_zapisi,status
790,22.02.2026,17:00,Заречная,Марк Дёмин,Оформление бороды,900,5758,онлайн,выполнена
791,22.02.2026,11:15,Северный,Олег Рыбак,Стрижка мужская,1400,5953,онлайн,выполнена
792,22.02.2026,15:00,Центр,Артём Соколов,Стрижка детская,1000,6349,без записи,выполнена
793,22.02.2026,17:00,Заречная,Марк Дёмин,Оформление бороды,900,5409,без записи,выполнена
794,22.02.2026,12:45,Центр,Артём Соколов,Стрижка мужская,1540,6091,онлайн,выполнена
795,22.02.2026,15:00,Северный,Д. Ким,Стрижка мужская,1540,5120,онлайн,выполнена
796,22.02.2026,15:00,Заречная,Марк Дёмин,Стрижка + борода,2100,5829,без записи,выполнена
797,2026-02-22,15:30,Северный,Роман Швец,Стрижка мужская,1540,5612,онлайн,выполнена
798,22.02.2026,11:45,Заречная,Тимур А.,Стрижка детская,1000,5892,онлайн,выполнена
799,22.02.2026,18:00,Центр,Лев Гаврилов,Стрижка + борода,1680,5420,без записи,выполнена
800,22.02.2026,15:45,Заречная,Марк Дёмин,Камуфляж седины,1600,5129,онлайн,выполнена
801,2026-02-22,15:30,Северный,Д. Ким,Стрижка мужская,1400,6409,онлайн,выполнена
802,22.02.2026,13:15,Северный,Роман Швец,Камуфляж седины,1600,5768,онлайн,выполнена
803,22.02.2026,18:15,Центр, Иван Петров,Стрижка + борода,2100,5632,без записи,выполнена
804,23.02.2026,18:00,Центр,Лев Гаврилов,Камуфляж седины,"1600,00",6344,онлайн,выполнена
805,23.02.2026,20:45,Заречная,Марк Дёмин,Стрижка мужская,1400,5507,телефон,выполнена
806,23.02.2026,11:00,Заречная,Тимур Аскеров,Стрижка детская,1000,5842,телефон,выполнена
807,23.02.2026,17:15,Северный,Роман Швец,Стрижка мужская,1400,5261,онлайн,выполнена
808,23.02.2026,19:00,Заречная,Тимур А.,Стрижка мужская,1400,6307,онлайн,выполнена
809,23.02.2026,15:30,Заречная,Тимур А.,Оформление бороды,900,6063,без записи,выполнена
810,23.02.2026,18:45,Заречная,ТИМУР АСКЕРОВ,Стрижка + борода,2100,6319,онлайн,выполнена
811,23.02.2026,18:45,Северный,Д. Ким,Стрижка детская,900,5754,телефон,выполнена
812,23.02.2026,19:00,Северный,Данила Ким,Бритьё опасной бритвой,1300,6349,онлайн,выполнена
813,23.02.2026,20:30,Центр,Артём Соколов,Камуфляж седины,1600,5389,телефон,выполнена
814,24.02.2026,19:45,Центр,Артём Соколов,Стрижка мужская,1400,5132,онлайн,выполнена
815,24.02.2026,11:45,Северный,Олег Рыбак,Стрижка + борода,2100,5525,онлайн,выполнена
816,24.02.2026,19:30,Заречная,Тимур Аскеров,Стрижка + борода,2100,6061,онлайн,отменена
817,24.02.2026,14:30,Центр,Артём Соколов,Стрижка мужская,1400,5674,онлайн,выполнена
818,24.02.2026,12:30,Центр,Лев Гаврилов,Стрижка детская,1000,6139,телефон,выполнена
819,2026-02-24,18:15,Центр,Иван П.,Стрижка мужская,1120,6197,телефон,выполнена
820,2026-02-24,17:30,Центр,Лев Гаврилов,Стрижка + борода,2100,5926,онлайн,выполнена
821,24.02.2026,14:45,Центр,Лев Гаврилов,Стрижка мужская,1190,6233,телефон,выполнена
822,24.02.2026,20:45,Центр,Лев Гаврилов,Стрижка + борода,2100,6051,онлайн,выполнена
823,24.02.2026,16:45,Центр,Артём Соколов,Стрижка мужская,1400,5409,телефон,выполнена
824,24.02.2026,12:45,Северный,Д. Ким,Стрижка + борода,2100,6006,без записи,выполнена
825,2026-02-24,18:30,Северный,Данила Ким,Стрижка мужская,1260,6302,онлайн,выполнена
826,24.02.2026,17:00,Центр,Иван П.,Стрижка + борода,2100,5098,телефон,выполнена
827,24.02.2026,10:30,Центр,Лев Гаврилов,Стрижка мужская,1400,5563,онлайн,выполнена
828,25.02.2026,16:00,Заречная,Марк Дёмин,Стрижка мужская,1400 р.,6327,телефон,выполнена
829,25.02.2026,14:30,Северный,Д. Ким,Стрижка мужская,1400,5340,онлайн,выполнена
830,25.02.2026,17:45,Центр, Иван Петров,Стрижка мужская,1400,6251,онлайн,выполнена
831,25.02.2026,15:00,Центр,Лев Гаврилов,Оформление бороды,900,5190,телефон,выполнена
832,25.02.2026,18:30,Центр,Иван П.,Стрижка мужская,1400,5514,телефон,выполнена
833,25.02.2026,13:15,Северный,Олег Рыбак,Стрижка мужская,1400,5754,онлайн,выполнена
834,25.02.2026,15:45,Северный,Роман Швец,Камуфляж седины,"1600,00",5276,телефон,выполнена
835,25.02.2026,17:15,Центр,Лев Гаврилов,Тонирование,1800,6340,онлайн,выполнена
836,25.02.2026,20:00,Центр,Артём Соколов,Оформление бороды,720,6221,телефон,выполнена
837,2026-02-25,19:15,Заречная,Тимур Аскеров,Стрижка мужская,1400,5096,онлайн,выполнена
838,25.02.2026,18:30,Северный,Олег Рыбак,Оформление бороды,810,6187,онлайн,выполнена
839,2026-02-25,17:30,Центр,Иван П.,Оформление бороды,900,5604,без записи,выполнена
840,26.02.2026,17:00,Северный,Д. Ким,Оформление бороды,900,6414,онлайн,выполнена
841,26.02.2026,12:45,Заречная,Марк Дёмин,,900,5918,онлайн,выполнена
842,26.02.2026,11:00,Северный,Роман Швец,Стрижка + борода,2100,5211,без записи,выполнена
843,26.02.2026,20:45,Северный,Данила Ким,Стрижка + борода,1785,5742,телефон,выполнена
844,26.02.2026,16:00,Северный,Олег Рыбак,Стрижка мужская,1400 р.,5763,телефон,выполнена
845,26.02.2026,19:00,Центр,Иван П.,Стрижка мужская,1400,5929,онлайн,выполнена
846,26.02.2026,18:45,Северный,Д. Ким,Стрижка мужская,1400,5661,онлайн,выполнена
847,2026-02-26,17:00,Центр,Иван П.,Стрижка + борода,2100,5662,онлайн,выполнена
848,26.02.2026,18:00,Северный,Роман Швец,Стрижка мужская,1400,6043,без записи,выполнена
849,26.02.2026,12:30,Северный,Роман Швец,Стрижка + борода,2100,5123,онлайн,выполнена
850,2026-02-26,14:30,Центр, Иван Петров,Оформление бороды,900,5995,телефон,выполнена
851,26.02.2026,13:45,Центр,иван петров,Стрижка мужская,1400,6063,телефон,выполнена
852,2026-02-26,18:30,Центр,иван петров,Бритьё опасной бритвой,1170,5595,онлайн,выполнена
853,26.02.2026,16:15,Центр,Артём Соколов,Стрижка машинкой,700,6096,онлайн,выполнена
854,26.02.2026,16:15,Центр,Лев Гаврилов,Стрижка мужская,"1400,00",5607,телефон,отменена
855,26.02.2026,17:00,Центр,Лев Гаврилов,Стрижка мужская,1400,5358,онлайн,выполнена
856,27.02.2026,18:00,Северный,Д. Ким,Стрижка + борода,2100,5142,онлайн,выполнена
857,27.02.2026,12:00,Северный,Д. Ким,Стрижка мужская,1190,5814,онлайн,выполнена
858,2026-02-27,13:00,Северный,Олег Рыбак,Стрижка мужская,1400,5450,телефон,выполнена
859,2026-02-27,18:45,Центр,Артём Соколов,Стрижка мужская,1400,5319,телефон,выполнена
860,2026-02-27,10:30,Северный,Роман Швец,Стрижка + борода,2100,6035,онлайн,выполнена
861,27.02.2026,15:00,Центр,Лев Гаврилов,Стрижка + борода,2100 р.,5361,без записи,выполнена
862,27.02.2026,14:30,Центр,Артём Соколов,Стрижка детская,1000,6120,онлайн,выполнена
863,27.02.2026,17:00,Центр,Лев Гаврилов,Оформление бороды,900,5090,онлайн,выполнена
864,27.02.2026,12:15,Центр,Лев Гаврилов,Стрижка мужская,1400,5129,телефон,выполнена
865,27.02.2026,18:15,Центр,Артём Соколов,Стрижка мужская,1400,6289,онлайн,выполнена
866,27.02.2026,18:30,Центр,Иван П.,Стрижка мужская,1120,6378,онлайн,выполнена
867,27.02.2026,16:30,Центр, Иван Петров,Стрижка + борода,2100 р.,5444,телефон,выполнена
868,27.02.2026,15:15,Заречная,Тимур Аскеров,Стрижка мужская,1400,5800,онлайн,выполнена
869,27.02.2026,12:45,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5437,онлайн,выполнена
870,27.02.2026,18:00,Центр,Иван П.,Бритьё опасной бритвой,1300,5524,онлайн,выполнена
871,27.02.2026,13:00,Северный,Олег Рыбак,Стрижка мужская,1400 р.,5366,онлайн,выполнена
872,27.02.2026,13:15,Северный,Олег Рыбак,Тонирование,1440,5529,телефон,выполнена
873,28.02.2026,14:15,Центр,Артём Соколов,Стрижка машинкой,700,5073,онлайн,выполнена
874,28.02.2026,16:00,Центр,Иван П.,Стрижка + борода,2310,5122,онлайн,выполнена
875,28.02.2026,19:15,Заречная,Марк Дёмин,Тонирование,1620,5853,телефон,выполнена
876,2026-02-28,14:45,Центр,Артём Соколов,Бритьё опасной бритвой,1430,5397,без записи,выполнена
877,28.02.2026,18:15,Северный,Д. Ким,Стрижка мужская,1400,5950,телефон,отменена
878,28.02.2026,14:15,Северный,Олег Рыбак,Бритьё опасной бритвой,1300,5073,телефон,выполнена
879,28.02.2026,12:45,Центр, Иван Петров,Стрижка мужская,"1400,00",5414,онлайн,неявка
880,2026-02-28,17:30,Заречная,Марк Дёмин,Стрижка детская,1000 р.,5488,онлайн,выполнена
881,28.02.2026,19:15,Заречная,Тимур Аскеров,Стрижка мужская,1400,6106,онлайн,выполнена
882,2026-02-28,12:30,Заречная,ТИМУР АСКЕРОВ,Стрижка + борода,1890,5153,онлайн,выполнена
883,2026-02-28,18:15,Северный,Роман Швец,Стрижка мужская,1400,5637,онлайн,выполнена
884,28.02.2026,17:45,Центр,Иван П.,Камуфляж седины,1600,6277,без записи,выполнена
885,28.02.2026,13:00,Центр,Лев Гаврилов,Стрижка мужская,"1400,00",6244,онлайн,выполнена
886,28.02.2026,19:45,Северный,Олег Рыбак,Стрижка + борода,1785,5459,без записи,выполнена
887,2026-02-28,16:45,Центр,Лев Гаврилов,Оформление бороды,900,5501,телефон,выполнена
888,2026-02-28,18:00,Заречная,Марк Дёмин,Стрижка мужская,1540,6362,онлайн,выполнена
889,2026-02-28,11:45,Заречная,Тимур Аскеров,Стрижка детская,1000,5633,онлайн,выполнена
890,2026-02-28,10:15,Заречная,Марк Дёмин,Камуфляж седины,1600,5346,онлайн,выполнена
891,2026-02-28,16:00,Центр, Иван Петров,Стрижка мужская,1400,6223,телефон,выполнена
892,28.02.2026,19:45,Северный,Олег Рыбак,Стрижка мужская,1540,6319,онлайн,выполнена
893,28.02.2026,16:45,Заречная,Марк Дёмин,Стрижка мужская,1400,5527,онлайн,выполнена
894,28.02.2026,11:30,Центр,Лев Гаврилов,Стрижка детская,800 р.,5193,онлайн,отменена
895,2026-02-28,12:45,Центр,Лев Гаврилов,Бритьё опасной бритвой,1300,5953,телефон,выполнена
896,28.02.2026,17:15,Заречная,Марк Дёмин,Стрижка детская,1000,5988,онлайн,выполнена
897,28.02.2026,18:15,Центр,Иван Петров,Стрижка машинкой,"700,00",5037,телефон,выполнена
898,28.02.2026,18:15,Центр,Лев Гаврилов,Стрижка мужская,1400,5901,телефон,выполнена
899,28.02.2026,18:15,Центр,Артём Соколов,Оформление бороды,900,5104,телефон,выполнена
900,01.03.2026,13:00,Северный,Роман Швец,Тонирование,1800,5234,онлайн,выполнена
901,01.03.2026,15:00,Центр,Лев Гаврилов,Стрижка + борода,1785,5652,телефон,неявка
902,01.03.2026,16:45,Северный,Олег Рыбак,Стрижка + борода,2100,5037,телефон,выполнена
903,01.03.2026,20:00,Заречная,Марк Дёмин,Стрижка мужская,1400,6405,онлайн,выполнена
904,01.03.2026,13:15,Центр,иван петров,Бритьё опасной бритвой,1300,5496,телефон,выполнена
905,01.03.2026,14:15,Заречная,Тимур Аскеров,Оформление бороды,900,5649,без записи,выполнена
906,01.03.2026,18:30,Северный,Олег Рыбак,Стрижка мужская,1400,5708,телефон,выполнена
907,01.03.2026,20:00,Северный,Роман Швец,Стрижка мужская,1400,6035,телефон,выполнена
908,2026-03-01,18:15,Центр,Артём Соколов,Стрижка мужская,1400 р.,5637,телефон,выполнена
909,01.03.2026,20:45,Северный,Данила Ким,Бритьё опасной бритвой,1040,6078,онлайн,выполнена
910,01.03.2026,18:30,Заречная,Марк Дёмин,Камуфляж седины,1600,6396,онлайн,выполнена
911,01.03.2026,19:00,Северный,Д. Ким,Стрижка + борода,2100,5352,телефон,выполнена
912,01.03.2026,10:00,Центр,Лев Гаврилов,Оформление бороды,990,6149,онлайн,выполнена
913,01.03.2026,13:30,Центр,Иван Петров,Стрижка детская,1000,5617,онлайн,выполнена
914,2026-03-01,18:15,Заречная,Тимур Аскеров,Стрижка мужская,1400 р.,6300,онлайн,выполнена
915,01.03.2026,17:30,Северный,Олег Рыбак,Стрижка + борода,2100,5149,без записи,выполнена
916,02.03.2026,15:30,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5839,онлайн,выполнена
917,02.03.2026,13:45,Центр,Артём Соколов,Стрижка мужская,1400,5769,телефон,выполнена
918,02.03.2026,15:00,Центр, Иван Петров,Бритьё опасной бритвой,1040 р.,5364,без записи,выполнена
919,02.03.2026,10:45,Центр,Лев Гаврилов,Стрижка машинкой,700,5527,без записи,выполнена
920,02.03.2026,13:30,Заречная,Марк Дёмин,,"1400,00",5517,телефон,выполнена
921,02.03.2026,12:15,Центр,Артём Соколов,Стрижка мужская,1400,5511,телефон,выполнена
922,02.03.2026,16:00,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1190,6366,онлайн,выполнена
923,03.03.2026,17:45,Заречная,Марк Дёмин,Камуфляж седины,"1600,00",5085,телефон,выполнена
924,2026-03-03,17:00,Заречная,Тимур Аскеров,Стрижка + борода,2100,5603,онлайн,выполнена
925,03.03.2026,15:45,Центр, Иван Петров,Стрижка мужская,1400,5358,телефон,выполнена
926,03.03.2026,18:45,Центр,Лев Гаврилов,Оформление бороды,900,5900,онлайн,выполнена
927,2026-03-03,19:45,Заречная,Марк Дёмин,Стрижка мужская,1400,5829,онлайн,выполнена
928,03.03.2026,15:45,Центр, Иван Петров,Стрижка мужская,1120,6261,без записи,выполнена
929,03.03.2026,18:00,Северный,Д. Ким,Стрижка мужская,1400 р.,5849,телефон,выполнена
930,03.03.2026,18:15,Северный,Д. Ким,Стрижка машинкой,700,5574,телефон,выполнена
931,03.03.2026,20:00,Центр,Иван Петров,Бритьё опасной бритвой,1300,5708,телефон,выполнена
932,2026-03-03,14:00,Центр,Лев Гаврилов,Оформление бороды,900,6351,онлайн,выполнена
933,03.03.2026,15:15,Северный,Роман Швец,Тонирование,1800,6214,онлайн,выполнена
934,03.03.2026,16:15,Центр,Артём Соколов,Стрижка + борода,2100,5116,онлайн,выполнена
935,03.03.2026,17:15,Северный,Данила Ким,Стрижка мужская,1400,5623,телефон,отменена
936,03.03.2026,17:45,Центр,Лев Гаврилов,Стрижка детская,1000,6300,онлайн,выполнена
937,03.03.2026,16:15,Центр,Иван П.,Оформление бороды,900,6097,онлайн,выполнена
938,04.03.2026,16:45,Центр,Артём Соколов,,1400,5773,онлайн,выполнена
939,04.03.2026,18:15,Северный,Олег Рыбак,Стрижка мужская,1400,5428,телефон,выполнена
940,04.03.2026,12:15,Заречная,Марк Дёмин,Стрижка + борода,2100,6096,онлайн,выполнена
941,04.03.2026,18:15,Центр, Иван Петров,Стрижка + борода,2100,5065,онлайн,выполнена
942,04.03.2026,18:00,Северный,Олег Рыбак,Бритьё опасной бритвой,1300,6147,онлайн,выполнена
943,04.03.2026,13:30,Северный,Роман Швец,Стрижка мужская,1400,6291,онлайн,выполнена
944,04.03.2026,15:00,Центр,Лев Гаврилов,Стрижка мужская,1260,5250,онлайн,выполнена
945,04.03.2026,12:15,Северный,Данила Ким,Стрижка мужская,1400,5458,без записи,выполнена
946,04.03.2026,15:30,Заречная,Тимур Аскеров,Бритьё опасной бритвой,"1300,00",5702,онлайн,выполнена
947,04.03.2026,19:00,Северный,Данила Ким,Стрижка детская,1000,6319,онлайн,выполнена
948,04.03.2026,14:45,Центр,Лев Гаврилов,Бритьё опасной бритвой,1300,5520,телефон,выполнена
949,04.03.2026,15:45,Заречная,Тимур Аскеров,Стрижка + борода,2100,5294,онлайн,выполнена
950,04.03.2026,19:00,Центр,Артём Соколов,Оформление бороды,900 р.,5537,онлайн,выполнена
951,2026-03-04,12:15,Центр,Лев Гаврилов,Стрижка мужская,1400 р.,5038,без записи,выполнена
952,2026-03-04,13:00,Заречная,Марк Дёмин,Оформление бороды,900,6180,онлайн,выполнена
953,04.03.2026,19:15,Центр,Иван П.,Стрижка мужская,1400,5806,онлайн,выполнена
954,05.03.2026,15:45,Северный,Роман Швец,Оформление бороды,900,5323,онлайн,выполнена
955,05.03.2026,20:15,Центр,Артём Соколов,Стрижка детская,1000 р.,5595,телефон,выполнена
956,05.03.2026,20:00,Северный,Д. Ким,Стрижка мужская,1400,5177,телефон,выполнена
957,05.03.2026,19:45,Северный,Роман Швец,Стрижка детская,1000,5574,онлайн,выполнена
958,05.03.2026,14:45,Центр,иван петров,Стрижка мужская,1400,5235,онлайн,выполнена
959,05.03.2026,18:45,Центр,иван петров,Оформление бороды,900 р.,5974,телефон,выполнена
960,05.03.2026,11:00,Северный,Роман Швец,Стрижка мужская,1400,5031,телефон,выполнена
961,05.03.2026,14:45,Северный,Олег Рыбак,Стрижка мужская,1400,5196,онлайн,выполнена
962,05.03.2026,17:15,Северный,Данила Ким,Тонирование,1800,5360,телефон,выполнена
963,2026-03-05,16:15,Заречная,Марк Дёмин,Стрижка мужская,1400,5923,онлайн,выполнена
964,05.03.2026,12:15,Заречная,Марк Дёмин,Стрижка + борода,2100,5847,телефон,выполнена
965,05.03.2026,16:15,Заречная,Тимур Аскеров,Стрижка + борода,2100 р.,5415,без записи,выполнена
966,05.03.2026,10:30,Центр,Иван П.,Камуфляж седины,1360,5350,телефон,выполнена
967,06.03.2026,13:30,Заречная,Марк Дёмин,Стрижка + борода,2100,5137,онлайн,выполнена
968,06.03.2026,13:15,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5130,без записи,выполнена
969,2026-03-06,14:30,Заречная,Марк Дёмин,Оформление бороды,900,5094,телефон,выполнена
970,06.03.2026,16:15,Центр,Иван Петров,Стрижка + борода,1680,5105,телефон,выполнена
971,06.03.2026,17:45,Заречная,ТИМУР АСКЕРОВ,Оформление бороды,900,5130,онлайн,выполнена
972,06.03.2026,14:30,Заречная,ТИМУР АСКЕРОВ,Стрижка детская,1000,5059,онлайн,выполнена
973,06.03.2026,18:30,Центр,Артём Соколов,Стрижка мужская,1400,6339,телефон,выполнена
974,06.03.2026,15:45,Заречная,Тимур А.,Стрижка детская,1000,6443,онлайн,выполнена
975,06.03.2026,18:15,Северный,Роман Швец,Стрижка мужская,1190,5333,онлайн,выполнена
976,06.03.2026,18:00,Центр,Иван Петров,Стрижка детская,1000,5735,онлайн,выполнена
977,06.03.2026,17:30,Центр,Лев Гаврилов,Камуфляж седины,1600,6400,онлайн,выполнена
978,2026-03-06,15:45,Центр, Иван Петров,Стрижка + борода,2100,6063,онлайн,выполнена
979,06.03.2026,15:00,Центр,Артём Соколов,Стрижка + борода,2100,5646,без записи,выполнена
980,06.03.2026,16:30,Северный,Олег Рыбак,Оформление бороды,900,5564,онлайн,выполнена
981,2026-03-06,18:15,Центр, Иван Петров,Стрижка мужская,"1260,00",5885,онлайн,выполнена
982,06.03.2026,11:00,Центр,Лев Гаврилов,Бритьё опасной бритвой,1300,5154,онлайн,выполнена
983,06.03.2026,16:45,Центр,Артём Соколов,Стрижка мужская,1400,5294,телефон,выполнена
984,06.03.2026,20:00,Заречная,Марк Дёмин,Стрижка мужская,1400,5194,онлайн,выполнена
985,2026-03-06,15:00,Центр,Артём Соколов,Стрижка мужская,1400,6421,без записи,выполнена
986,2026-03-06,17:15,Центр,Лев Гаврилов,Бритьё опасной бритвой,1300,5463,онлайн,выполнена
987,06.03.2026,12:15,Северный,Данила Ким,Тонирование,1800,6214,телефон,выполнена
988,07.03.2026,18:00,Северный,Олег Рыбак,Стрижка детская,1100,5423,онлайн,выполнена
989,07.03.2026,14:30,Центр,Лев Гаврилов,Стрижка мужская,1540,5057,без записи,выполнена
990,2026-03-07,14:15,Центр,иван петров,Камуфляж седины,1360,5927,онлайн,выполнена
991,07.03.2026,14:00,Заречная,Тимур А.,Стрижка детская,1000 р.,6238,без записи,выполнена
992,07.03.2026,18:00,Центр,Артём Соколов,Стрижка мужская,1540,5348,телефон,выполнена
993,07.03.2026,20:30,Заречная,Тимур А.,Оформление бороды,810,5781,онлайн,выполнена
994,2026-03-07,12:30,Заречная,Марк Дёмин,Стрижка + борода,2100,6205,онлайн,выполнена
995,07.03.2026,14:30,Заречная,Тимур Аскеров,Стрижка + борода,2100,5464,онлайн,выполнена
996,07.03.2026,20:00,Заречная,Марк Дёмин,Стрижка мужская,1400,6412,без записи,выполнена
997,07.03.2026,16:30,Северный,Олег Рыбак,Оформление бороды,900,5944,телефон,выполнена
998,2026-03-07,16:30,Заречная,Марк Дёмин,Стрижка мужская,1400,5057,телефон,выполнена
999,07.03.2026,18:30,Центр,Артём Соколов,Стрижка мужская,1400,6233,онлайн,выполнена
1000,2026-03-07,10:15,Северный,Данила Ким,Стрижка + борода,2310,5074,онлайн,выполнена
1001,07.03.2026,19:15,Заречная,Марк Дёмин,Стрижка + борода,2100,6000,телефон,выполнена
1002,2026-03-07,14:15,Северный,Д. Ким,Стрижка мужская,1400,5846,онлайн,выполнена
1003,07.03.2026,16:00,Северный,Роман Швец,Стрижка мужская,1540,6414,онлайн,выполнена
1004,07.03.2026,12:45,Северный,Роман Швец,Стрижка мужская,1400 р.,6009,онлайн,выполнена
1005,07.03.2026,19:45,Заречная,ТИМУР АСКЕРОВ,Тонирование,1800,5361,онлайн,выполнена
1006,07.03.2026,15:15,Заречная,Тимур А.,Стрижка мужская,1400,6304,телефон,выполнена
1007,07.03.2026,11:45,Центр,Артём Соколов,Оформление бороды,990,6025,телефон,выполнена
1008,08.03.2026,17:00,Северный,Д. Ким,Стрижка мужская,1400,5509,телефон,выполнена
1009,08.03.2026,20:30,Центр,Артём Соколов,Тонирование,1980,5205,без записи,выполнена
1010,08.03.2026,19:15,Заречная,Марк Дёмин,Стрижка мужская,1400,5001,телефон,выполнена
1011,08.03.2026,14:30,Центр,Лев Гаврилов,Оформление бороды,900,5966,телефон,выполнена
1012,08.03.2026,16:45,Заречная,Тимур А.,Стрижка мужская,1120,5982,онлайн,выполнена
1013,08.03.2026,10:45,Заречная,Марк Дёмин,Стрижка машинкой,595,6195,онлайн,выполнена
1014,08.03.2026,16:00,Центр,Артём Соколов,Стрижка мужская,1400,6128,телефон,выполнена
1015,08.03.2026,16:00,Центр,Артём Соколов,Стрижка мужская,"1400,00",6207,без записи,выполнена
1016,08.03.2026,19:00,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5523,без записи,выполнена
1017,08.03.2026,19:15,Центр,Лев Гаврилов,Оформление бороды,900 р.,5194,телефон,выполнена
1018,08.03.2026,19:45,Центр,Лев Гаврилов,Стрижка машинкой,"700,00",6021,телефон,выполнена
1019,08.03.2026,18:30,Центр,Лев Гаврилов,Стрижка мужская,1400,5439,онлайн,выполнена
1020,08.03.2026,13:30,Заречная,Тимур А.,Стрижка мужская,1400,5586,онлайн,выполнена
1021,08.03.2026,19:00,Центр,иван петров,Стрижка детская,"1100,00",5185,онлайн,выполнена
1022,08.03.2026,12:45,Заречная,Марк Дёмин,Оформление бороды,900,6360,телефон,выполнена
1023,08.03.2026,15:15,Северный,Роман Швец,Стрижка мужская,1540,5646,онлайн,выполнена
1024,08.03.2026,17:15,Заречная,Марк Дёмин,Стрижка + борода,2100,6444,онлайн,выполнена
1025,08.03.2026,18:45,Заречная,Марк Дёмин,Стрижка мужская,1540,5720,онлайн,выполнена
1026,08.03.2026,14:30,Центр,Лев Гаврилов,Оформление бороды,900,5523,без записи,выполнена
1027,08.03.2026,17:00,Центр,Лев Гаврилов,Стрижка мужская,1540,5265,без записи,выполнена
1028,2026-03-09,17:45,Северный,Д. Ким,Стрижка мужская,1400 р.,5537,без записи,выполнена
1029,09.03.2026,11:00,Северный,Д. Ким,Стрижка детская,1000,5803,онлайн,выполнена
1030,09.03.2026,11:15,Заречная,Тимур А.,Камуфляж седины,1600,6104,телефон,выполнена
1031,09.03.2026,20:00,Центр,Лев Гаврилов,Стрижка мужская,"1120,00",5806,телефон,отменена
1032,09.03.2026,13:45,Центр,Лев Гаврилов,Стрижка + борода,2100,5028,без записи,выполнена
1033,09.03.2026,19:45,Центр,иван петров,Стрижка мужская,"1400,00",6282,телефон,отменена
1034,09.03.2026,14:15,Центр, Иван Петров,Камуфляж седины,1600,5762,телефон,выполнена
1035,10.03.2026,18:30,Северный,Роман Швец,Стрижка + борода,2100,6013,без записи,выполнена
1036,10.03.2026,18:45,Центр,Артём Соколов,Бритьё опасной бритвой,1300,5596,без записи,выполнена
1037,10.03.2026,15:00,Центр,Артём Соколов,Тонирование,1800,5334,телефон,выполнена
1038,10.03.2026,18:15,Центр, Иван Петров,Оформление бороды,900,5937,без записи,выполнена
1039,10.03.2026,14:30,Центр,иван петров,Стрижка + борода,2100,6370,онлайн,выполнена
1040,10.03.2026,12:15,Центр,Иван Петров,Стрижка + борода,1785,6410,онлайн,выполнена
1041,10.03.2026,19:15,Заречная,Марк Дёмин,Стрижка мужская,1400,5420,телефон,выполнена
1042,10.03.2026,18:15,Заречная,Тимур Аскеров,Оформление бороды,900,6169,телефон,выполнена
1043,10.03.2026,19:00,Северный,Роман Швец,Стрижка + борода,2100,5948,телефон,выполнена
1044,10.03.2026,15:45,Центр,Артём Соколов,Стрижка мужская,1400,5149,онлайн,выполнена
1045,10.03.2026,11:45,Центр,Артём Соколов,Стрижка мужская,1400,5192,онлайн,выполнена
1046,2026-03-11,12:15,Центр,Иван Петров,Стрижка мужская,1400,5581,телефон,выполнена
1047,2026-03-11,13:45,Заречная,Марк Дёмин,Стрижка мужская,1400,5963,телефон,отменена
1048,2026-03-11,16:45,Заречная,Марк Дёмин,Оформление бороды,900,5626,онлайн,выполнена
1049,11.03.2026,13:00,Заречная,Тимур Аскеров,Стрижка + борода,2100,5963,онлайн,выполнена
1050,11.03.2026,19:30,Северный,Роман Швец,Стрижка мужская,1120,6343,телефон,выполнена
1051,11.03.2026,15:30,Центр,Иван П.,Стрижка + борода,2100,5487,онлайн,выполнена
1052,11.03.2026,19:00,Центр,Иван П.,Стрижка детская,1000,5969,телефон,выполнена
1053,11.03.2026,18:00,Центр,Лев Гаврилов,Бритьё опасной бритвой,"1300,00",6020,онлайн,выполнена
1054,11.03.2026,17:15,Заречная,Марк Дёмин,Стрижка мужская,1260,6013,телефон,выполнена
1055,11.03.2026,15:30,Северный,Роман Швец,Стрижка + борода,2100,5400,телефон,выполнена
1056,11.03.2026,13:30,Заречная,ТИМУР АСКЕРОВ,Стрижка + борода,2100 р.,5635,телефон,выполнена
1057,11.03.2026,14:00,Центр,Артём Соколов,Стрижка мужская,1400,5237,онлайн,выполнена
1058,2026-03-12,11:00,Центр, Иван Петров,Оформление бороды,900,5674,телефон,выполнена
1059,12.03.2026,14:00,Центр,Лев Гаврилов,Стрижка детская,1000,5573,телефон,выполнена
1060,12.03.2026,18:00,Центр,Лев Гаврилов,Оформление бороды,810,6177,без записи,выполнена
1061,12.03.2026,13:00,Центр,Иван Петров,Стрижка детская,1000 р.,6375,онлайн,выполнена
1062,12.03.2026,12:30,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,6290,онлайн,выполнена
1063,12.03.2026,20:15,Заречная,Марк Дёмин,Стрижка + борода,2100,5387,онлайн,выполнена
1064,12.03.2026,19:45,Центр,Артём Соколов,Стрижка детская,1000,5687,телефон,выполнена
1065,12.03.2026,11:15,Центр,Иван П.,Камуфляж седины,1600,6194,без записи,выполнена
