ride_id,user_id,distance_m,duration_min,ride_date
10032,762,5054.7,36.51,2025-09-07
10221,772,3782.5,21.74,2025-09-07
10713,802,6288.0,42.61,2025-09-07
10718,802,2297.8,10.99,2025-09-07
11342,852,2388.4,17.11,2025-09-07
11436,858,4304.6,29.03,2025-09-07
11889,892,6060.9,38.58,2025-09-07
12084,906,3861.9,20.55,2025-09-07
12446,932,1620.1,10.21,2025-09-07
12753,954,2346.7,13.18,2025-09-07
12812,959,2461.1,15.95,2025-09-07
13688,1024,2007.2,10.18,2025-09-07
13971,1047,1843.7,13.99,2025-09-07
14103,1058,10223.7,57.37,2025-09-07
14512,1085,1849.9,15.19,2025-09-07
14520,1086,2276.5,15.75,2025-09-07
14673,1096,2146.2,15.13,2025-09-07
15771,1166,2857.7,17.51,2025-09-07
16222,1200,2899.3,15.87,2025-09-07
17062,1261,3148.0,16.54,2025-09-07
17294,1272,2309.8,16.28,2025-09-07
17634,1299,1857.8,9.34,2025-09-07
18409,1351,1644.2,15.89,2025-09-07
18492,1356,1251.2,10.14,2025-09-07
18647,1369,1219.5,10.56,2025-09-07
18657,1370,3572.4,26.75,2025-09-07
18707,1375,2420.8,16.4,2025-09-07
19593,1443,3359.4,23.81,2025-09-07
19681,1453,1107.0,8.72,2025-09-07
19810,1460,2765.4,16.87,2025-09-07
19828,1462,2940.7,33.26,2025-09-07
19863,1465,1942.3,13.71,2025-09-07
20191,1489,5557.4,26.76,2025-09-07
2025,161,1732.7,13.38,2025-09-08
2223,178,2365.4,14.31,2025-09-08
2568,199,1860.4,14.47,2025-09-08
2666,206,3559.3,16.67,2025-09-08
3044,231,1512.5,12.2,2025-09-08
3329,245,2669.4,15.79,2025-09-08
4362,331,2598.7,18.15,2025-09-08
4977,384,3686.3,16.87,2025-09-08
5319,412,2756.8,14.0,2025-09-08
5955,459,2243.1,10.93,2025-09-08
6219,481,3435.1,27.41,2025-09-08
6282,487,2766.7,19.97,2025-09-08
7179,551,4279.6,34.07,2025-09-08
9236,703,3947.1,26.46,2025-09-08
9493,718,1470.2,9.34,2025-09-08
9542,722,6192.6,30.64,2025-09-08
9674,734,1497.3,9.86,2025-09-08
10298,777,1630.4,12.3,2025-09-08
10558,793,1593.3,10.25,2025-09-08
10723,802,1933.3,16.45,2025-09-08
10781,807,2248.6,23.22,2025-09-08
11926,896,3968.0,23.26,2025-09-08
13253,993,1934.4,12.29,2025-09-08
13329,997,3096.3,23.44,2025-09-08
13490,1009,7274.3,32.99,2025-09-08
13618,1020,939.2,9.05,2025-09-08
13860,1037,1582.0,9.86,2025-09-08
14160,1063,1458.6,10.27,2025-09-08
14919,1113,3964.5,22.09,2025-09-08
14942,1114,1862.0,9.66,2025-09-08
15526,1154,3183.6,17.6,2025-09-08
15593,1157,1145.0,13.23,2025-09-08
15925,1172,1153.3,11.95,2025-09-08
16670,1233,2731.3,14.47,2025-09-08
17148,1264,6079.0,34.89,2025-09-08
17610,1297,1846.8,11.55,2025-09-08
18095,1328,3598.1,21.9,2025-09-08
18222,1337,1526.6,10.69,2025-09-08
18282,1343,4873.0,24.34,2025-09-08
19263,1419,6421.0,36.75,2025-09-08
19481,1436,1828.9,10.32,2025-09-08
19548,1440,2698.9,18.93,2025-09-08
19937,1468,1424.4,13.54,2025-09-08
4,1,2748.8,16.16,2025-09-09
306,23,1418.3,8.94,2025-09-09
1456,115,799.3,8.57,2025-09-09
2004,160,3143.2,22.25,2025-09-09
2215,178,7282.3,37.96,2025-09-09
2370,186,5438.6,26.82,2025-09-09
2665,206,6426.9,29.91,2025-09-09
3205,238,4301.2,27.07,2025-09-09
3451,255,1873.8,16.19,2025-09-09
3649,275,2340.1,13.81,2025-09-09
3848,290,4031.3,22.4,2025-09-09
3912,294,2618.9,21.53,2025-09-09
4680,358,1453.7,9.01,2025-09-09
5977,461,929.5,6.56,2025-09-09
6261,486,2453.0,13.88,2025-09-09
6285,487,2301.8,16.15,2025-09-09
6758,519,1274.7,7.61,2025-09-09
7095,546,2543.1,18.19,2025-09-09
7621,582,1607.1,26.56,2025-09-09
8550,656,4765.0,38.54,2025-09-09
9057,692,2212.0,12.89,2025-09-09
9719,736,2161.4,16.84,2025-09-09
10640,797,1059.7,9.94,2025-09-09
10654,799,2276.9,16.0,2025-09-09
10747,805,2544.3,14.0,2025-09-09
11743,881,464.0,4.18,2025-09-09
11773,884,3846.6,20.54,2025-09-09
12188,913,5128.0,23.4,2025-09-09
12384,925,2331.8,14.9,2025-09-09
12659,946,1989.9,14.15,2025-09-09
12742,952,2885.7,21.94,2025-09-09
12868,964,3290.2,21.1,2025-09-09
13706,1025,3788.9,29.92,2025-09-09
16471,1217,2497.4,16.29,2025-09-09
17063,1261,5319.1,27.59,2025-09-09
17462,1284,3358.0,20.77,2025-09-09
18295,1344,5039.4,37.86,2025-09-09
18747,1378,4315.1,24.19,2025-09-09
18931,1397,3699.7,23.32,2025-09-09
19024,1403,4806.7,28.21,2025-09-09
19077,1406,2178.8,15.12,2025-09-09
20261,1494,2478.0,15.96,2025-09-09
20281,1495,4273.6,24.65,2025-09-09
20421,952,2885.7,21.94,2025-09-09
828,70,1857.6,14.19,2025-09-10
1318,106,3714.8,22.72,2025-09-10
1416,111,655.3,4.4,2025-09-10
1542,120,4280.9,22.03,2025-09-10
2006,160,3231.0,15.49,2025-09-10
2487,195,3347.8,19.86,2025-09-10
2887,221,2522.3,14.55,2025-09-10
3038,231,3078.5,15.72,2025-09-10
3588,268,2398.1,13.29,2025-09-10
3940,297,3669.5,16.01,2025-09-10
4053,304,5532.4,27.99,2025-09-10
4231,319,1118.3,6.6,2025-09-10
4805,371,2312.8,12.31,2025-09-10
6075,469,1533.0,9.36,2025-09-10
6369,494,2624.3,12.97,2025-09-10
6489,504,1278.1,7.55,2025-09-10
7051,541,3093.6,20.27,2025-09-10
7068,543,1728.6,14.54,2025-09-10
7247,557,1947.8,12.44,2025-09-10
7492,572,4653.4,23.52,2025-09-10
8237,631,2978.6,23.18,2025-09-10
8480,652,1976.4,15.31,2025-09-10
8865,682,2955.0,21.22,2025-09-10
9361,709,2267.5,16.04,2025-09-10
9638,730,2493.3,20.46,2025-09-10
9746,738,6466.6,25.3,2025-09-10
9758,738,2582.9,19.41,2025-09-10
10071,764,3769.1,22.39,2025-09-10
10383,782,3917.6,26.59,2025-09-10
10545,791,2154.1,14.6,2025-09-10
10584,794,3109.8,21.29,2025-09-10
11742,881,1712.0,8.83,2025-09-10
11864,889,4006.4,20.29,2025-09-10
13021,974,2989.0,21.22,2025-09-10
13028,974,3136.8,19.96,2025-09-10
14148,1061,2397.4,10.98,2025-09-10
14534,1087,2673.1,15.63,2025-09-10
14684,1096,2244.5,18.94,2025-09-10
15118,1125,2699.3,14.04,2025-09-10
15323,1139,3310.9,22.05,2025-09-10
15808,1167,3487.8,24.39,2025-09-10
16058,1187,2344.1,17.96,2025-09-10
16433,1214,2093.7,13.95,2025-09-10
16597,1227,2419.9,17.43,2025-09-10
16781,1244,2110.2,13.03,2025-09-10
16939,1252,1146.1,7.99,2025-09-10
17552,1294,2960.7,15.68,2025-09-10
17725,1305,3241.3,26.89,2025-09-10
18019,1326,2324.3,15.63,2025-09-10
18092,1328,1756.4,10.35,2025-09-10
18305,1345,1840.6,14.2,2025-09-10
18334,1347,1958.7,13.43,2025-09-10
18432,1353,3293.6,25.06,2025-09-10
19456,1434,3174.3,25.94,2025-09-10
19482,1436,3855.0,23.36,2025-09-10
19549,1440,1980.3,13.11,2025-09-10
19580,1443,1070.5,8.84,2025-09-10
13,2,4818.7,23.49,2025-09-11
834,70,3435.4,19.43,2025-09-11
1199,97,2555.3,12.43,2025-09-11
2021,160,2339.0,18.84,2025-09-11
3103,235,1860.2,13.25,2025-09-11
3270,242,4194.5,35.69,2025-09-11
3677,277,1302.1,10.18,2025-09-11
4049,303,5285.9,28.63,2025-09-11
4057,304,2400.5,13.68,2025-09-11
4271,325,3264.2,18.77,2025-09-11
4408,336,2987.6,21.83,2025-09-11
4436,339,1711.9,15.23,2025-09-11
4692,359,456.2,3.55,2025-09-11
5046,390,1491.5,7.92,2025-09-11
5874,451,1652.8,10.27,2025-09-11
6189,477,3377.2,21.31,2025-09-11
6969,535,1827.5,11.45,2025-09-11
7436,569,7000.8,37.26,2025-09-11
7473,572,1776.1,10.25,2025-09-11
7498,574,2957.9,21.81,2025-09-11
8081,616,2640.8,14.61,2025-09-11
8495,652,2049.5,12.87,2025-09-11
8637,665,1768.2,9.87,2025-09-11
8923,685,2255.4,11.89,2025-09-11
9023,691,2484.2,18.85,2025-09-11
9256,704,5318.0,23.86,2025-09-11
9685,735,1739.0,9.37,2025-09-11
9884,748,4069.7,33.63,2025-09-11
10178,771,3865.4,20.36,2025-09-11
11510,866,1604.2,12.76,2025-09-11
12198,915,2044.0,11.12,2025-09-11
12392,926,1380.7,10.41,2025-09-11
12505,938,5118.1,28.45,2025-09-11
12767,954,1391.4,20.23,2025-09-11
12776,955,3269.8,17.65,2025-09-11
13361,999,5244.5,30.37,2025-09-11
13543,1014,2629.1,14.31,2025-09-11
14319,1073,1583.5,16.52,2025-09-11
14728,1099,2660.9,14.81,2025-09-11
15179,1129,5428.3,33.58,2025-09-11
15312,1138,1662.7,19.51,2025-09-11
15461,1151,2194.3,11.05,2025-09-11
15834,1168,3178.3,25.16,2025-09-11
16295,1204,1073.8,9.19,2025-09-11
17261,1271,1906.0,9.2,2025-09-11
17613,1297,4617.3,29.69,2025-09-11
17687,1304,3150.2,23.68,2025-09-11
18089,1328,1357.4,7.07,2025-09-11
18111,1329,2343.8,18.43,2025-09-11
18849,1388,3214.1,13.89,2025-09-11
19018,1402,2086.5,11.98,2025-09-11
20314,1498,2432.8,21.96,2025-09-11
795,68,6054.6,37.05,2025-09-12
2067,165,5411.4,34.52,2025-09-12
2194,177,1533.0,15.61,2025-09-12
2832,218,1728.9,10.32,2025-09-12
3081,233,2390.8,16.68,2025-09-12
3884,291,2122.9,19.95,2025-09-12
4890,375,2395.2,13.77,2025-09-12
5215,404,676.8,9.31,2025-09-12
5290,411,4781.4,33.42,2025-09-12
5824,448,2139.8,11.45,2025-09-12
6017,464,2697.1,18.04,2025-09-12
6135,473,2049.2,25.11,2025-09-12
6244,484,4271.5,19.92,2025-09-12
6309,490,1496.7,14.47,2025-09-12
6479,503,4439.0,24.96,2025-09-12
6937,532,3149.2,16.59,2025-09-12
7246,557,2233.7,32.09,2025-09-12
7689,588,2646.2,15.37,2025-09-12
8308,639,4010.7,18.4,2025-09-12
8523,654,3539.7,19.47,2025-09-12
8799,679,1111.8,9.78,2025-09-12
9274,705,3905.7,18.98,2025-09-12
9791,742,3423.2,29.71,2025-09-12
10382,782,2291.7,12.55,2025-09-12
10562,793,2745.3,16.65,2025-09-12
10609,796,1842.7,10.39,2025-09-12
11050,827,780.5,5.13,2025-09-12
11570,870,2004.6,10.95,2025-09-12
11716,879,4012.2,32.47,2025-09-12
11771,884,981.0,6.28,2025-09-12
11795,887,3924.8,21.54,2025-09-12
12502,938,4712.7,24.62,2025-09-12
12533,939,2991.8,17.47,2025-09-12
13297,995,2337.6,13.25,2025-09-12
13548,1015,835.0,7.47,2025-09-12
13668,1023,6064.2,33.04,2025-09-12
14143,1061,851.5,10.33,2025-09-12
14272,1071,2189.5,12.49,2025-09-12
14377,1076,1545.1,15.4,2025-09-12
14445,1081,2460.7,21.59,2025-09-12
15207,1130,2455.3,15.68,2025-09-12
15663,1161,3055.7,19.12,2025-09-12
16145,1194,7457.1,39.68,2025-09-12
16197,1198,3468.5,31.29,2025-09-12
16364,1210,3638.9,25.79,2025-09-12
16908,1251,1580.9,9.87,2025-09-12
17021,1258,6759.1,30.32,2025-09-12
17277,1272,1686.9,11.56,2025-09-12
18094,1328,2283.7,15.79,2025-09-12
18943,1397,1371.5,9.15,2025-09-12
19226,1418,7351.1,33.24,2025-09-12
19978,1471,833.4,13.89,2025-09-12
20042,1476,1632.8,11.3,2025-09-12
629,53,1419.0,7.69,2025-09-13
1004,82,3435.1,16.28,2025-09-13
1385,109,2909.2,13.02,2025-09-13
1439,113,3570.9,26.86,2025-09-13
1499,118,4046.8,19.89,2025-09-13
1875,147,1715.7,12.22,2025-09-13
2099,167,1913.6,10.8,2025-09-13
2344,185,1931.0,10.38,2025-09-13
2597,201,1374.8,17.56,2025-09-13
2689,208,1272.7,7.83,2025-09-13
2900,223,3800.6,22.03,2025-09-13
3473,256,1415.0,6.98,2025-09-13
3981,299,4392.0,25.12,2025-09-13
4365,331,2165.7,13.46,2025-09-13
5017,389,1830.2,14.16,2025-09-13
5557,429,1372.4,16.47,2025-09-13
5807,448,3476.8,25.71,2025-09-13
6536,506,2853.2,18.18,2025-09-13
7364,562,2085.8,11.73,2025-09-13
7535,577,2172.8,15.28,2025-09-13
8447,647,3983.4,22.7,2025-09-13
9611,727,9219.2,42.47,2025-09-13
9962,756,2979.7,25.19,2025-09-13
10256,774,3579.1,25.33,2025-09-13
10905,817,2556.3,18.14,2025-09-13
11014,824,2536.0,12.11,2025-09-13
11083,832,1412.4,11.19,2025-09-13
12101,907,4282.8,22.69,2025-09-13
12783,956,2096.8,10.01,2025-09-13
12932,970,7401.2,51.43,2025-09-13
13355,999,1362.4,10.33,2025-09-13
13684,1024,2731.9,16.3,2025-09-13
14017,1050,3508.5,20.5,2025-09-13
14107,1059,1475.2,10.9,2025-09-13
14658,1096,4924.7,24.31,2025-09-13
14920,1113,1512.3,9.87,2025-09-13
15231,1131,1282.5,9.03,2025-09-13
15438,1150,3916.7,21.3,2025-09-13
15749,1165,4077.8,26.98,2025-09-13
16184,1197,1776.6,10.55,2025-09-13
16310,1206,3080.5,15.0,2025-09-13
16415,1212,4865.8,25.32,2025-09-13
16612,1228,2246.9,14.19,2025-09-13
17165,1266,3244.2,17.58,2025-09-13
17200,1268,1746.0,10.06,2025-09-13
17377,1278,907.1,6.95,2025-09-13
17517,1291,2078.0,10.42,2025-09-13
18213,1335,1542.4,8.79,2025-09-13
18628,1366,1188.7,9.04,2025-09-13
19082,1406,2497.6,24.13,2025-09-13
19169,1414,4659.5,31.1,2025-09-13
19436,1432,1428.2,11.68,2025-09-13
19719,1454,6400.8,29.64,2025-09-13
20239,1494,1369.4,22.82,2025-09-13
20381,1206,3080.5,15.0,2025-09-13
791,68,1019.2,8.72,2025-09-14
1039,84,3939.3,28.38,2025-09-14
1575,121,6524.9,32.57,2025-09-14
1765,139,1304.2,11.53,2025-09-14
2121,170,2160.0,10.93,2025-09-14
4054,304,3649.8,15.85,2025-09-14
4363,331,1146.8,8.72,2025-09-14
5000,385,3931.4,20.49,2025-09-14
5318,412,2131.5,13.99,2025-09-14
5472,424,2379.9,18.4,2025-09-14
5572,430,1185.1,10.37,2025-09-14
5644,434,1372.8,7.91,2025-09-14
5660,435,1358.9,8.81,2025-09-14
6711,516,861.5,6.63,2025-09-14
6797,522,4645.4,24.87,2025-09-14
7015,539,915.2,8.25,2025-09-14
8595,660,1280.4,9.09,2025-09-14
8674,669,619.4,5.39,2025-09-14
8837,680,2580.0,11.59,2025-09-14
8846,681,397.4,4.6,2025-09-14
9818,743,1329.2,11.32,2025-09-14
9976,758,4581.9,25.91,2025-09-14
10774,807,1732.7,11.79,2025-09-14
10952,820,1979.0,10.51,2025-09-14
10965,820,2321.3,13.5,2025-09-14
11384,855,3258.2,17.0,2025-09-14
11505,865,2155.9,12.16,2025-09-14
11794,887,3869.2,17.3,2025-09-14
12499,938,7037.6,41.52,2025-09-14
13367,999,4087.8,26.22,2025-09-14
13644,1022,3499.5,18.81,2025-09-14
14010,1050,2115.6,12.17,2025-09-14
14681,1096,2791.3,20.47,2025-09-14
15556,1156,2671.6,18.47,2025-09-14
15710,1163,2118.4,22.59,2025-09-14
16168,1195,2000.0,15.83,2025-09-14
16577,1227,2727.6,13.36,2025-09-14
17091,1262,6762.7,32.09,2025-09-14
17681,1304,3935.5,20.7,2025-09-14
17910,1320,4826.5,23.9,2025-09-14
19507,1438,5536.3,40.14,2025-09-14
20073,1478,2869.6,12.8,2025-09-14
20149,1486,10009.1,71.1,2025-09-14
575,48,2868.9,17.36,2025-09-15
675,58,2407.7,12.49,2025-09-15
951,78,995.0,7.93,2025-09-15
1078,89,1521.4,9.6,2025-09-15
1283,103,2506.3,11.93,2025-09-15
1287,103,777.2,6.67,2025-09-15
1780,141,2220.7,15.37,2025-09-15
2256,179,5675.1,30.19,2025-09-15
2921,226,2187.7,12.65,2025-09-15
3484,258,1823.5,7.94,2025-09-15
3486,258,2674.1,28.52,2025-09-15
3743,282,2542.8,13.16,2025-09-15
3827,289,2984.1,15.27,2025-09-15
5260,408,0.0,0.0,2025-09-15
5646,434,3609.7,23.22,2025-09-15
5697,437,2129.7,21.29,2025-09-15
5702,439,3942.1,22.0,2025-09-15
6634,512,1701.8,14.67,2025-09-15
6884,527,3174.5,15.68,2025-09-15
6992,536,4293.6,23.77,2025-09-15
7346,561,2033.1,16.69,2025-09-15
7947,607,2326.7,19.8,2025-09-15
8134,621,3404.5,28.4,2025-09-15
8340,641,1758.5,11.61,2025-09-15
8343,642,1117.3,9.78,2025-09-15
8405,646,1590.8,9.28,2025-09-15
8544,656,4709.6,23.94,2025-09-15
8606,662,2945.3,22.26,2025-09-15
9646,731,1600.5,10.8,2025-09-15
11284,848,2323.9,19.55,2025-09-15
11562,870,5767.0,30.69,2025-09-15
11868,890,2700.1,18.37,2025-09-15
12509,938,5567.9,30.74,2025-09-15
12523,939,2614.7,18.85,2025-09-15
12726,952,2703.4,17.53,2025-09-15
13087,979,1031.3,4.94,2025-09-15
13322,996,790.4,5.47,2025-09-15
13653,1022,2342.6,14.7,2025-09-15
14692,1096,1261.8,10.35,2025-09-15
15213,1130,2527.9,17.74,2025-09-15
15340,1140,1010.3,5.48,2025-09-15
15785,1167,3963.6,23.2,2025-09-15
17173,1266,4222.9,27.33,2025-09-15
17240,1270,3419.7,23.15,2025-09-15
19743,1456,10027.3,55.36,2025-09-15
19812,1460,4019.9,21.98,2025-09-15
19882,1467,1161.9,6.76,2025-09-15
407,30,4772.2,35.93,2025-09-16
1262,102,4608.3,24.48,2025-09-16
2046,163,2792.8,15.0,2025-09-16
2308,184,2519.8,19.28,2025-09-16
2741,211,2602.3,15.41,2025-09-16
2883,221,2821.2,14.44,2025-09-16
2924,226,3435.5,22.45,2025-09-16
3240,240,1709.1,10.43,2025-09-16
4171,312,2066.9,8.91,2025-09-16
4488,344,1907.3,10.2,2025-09-16
5209,403,2205.8,11.93,2025-09-16
5599,431,1587.9,12.1,2025-09-16
5865,450,3144.5,28.15,2025-09-16
5870,451,1380.9,11.8,2025-09-16
5908,455,6141.0,44.97,2025-09-16
6605,510,2784.3,17.91,2025-09-16
6838,523,2919.4,19.93,2025-09-16
7310,559,1343.4,11.43,2025-09-16
7500,574,2997.3,15.5,2025-09-16
7583,580,1277.5,11.34,2025-09-16
8119,619,4275.8,24.44,2025-09-16
8945,687,2011.8,13.21,2025-09-16
9086,693,2508.7,14.54,2025-09-16
9869,747,1982.3,14.8,2025-09-16
10450,787,2933.5,14.36,2025-09-16
10586,794,3758.7,21.08,2025-09-16
10812,810,5718.0,38.79,2025-09-16
10931,817,950.5,6.88,2025-09-16
11013,824,2457.3,10.7,2025-09-16
11295,848,1634.8,9.93,2025-09-16
11333,851,1267.6,9.94,2025-09-16
11744,881,2937.8,21.04,2025-09-16
12176,913,2504.0,14.52,2025-09-16
12336,921,1510.1,12.36,2025-09-16
12549,940,2377.0,21.12,2025-09-16
13534,1014,2026.0,13.21,2025-09-16
13832,1035,5376.6,32.58,2025-09-16
15353,1141,2572.5,16.64,2025-09-16
16055,1187,4778.5,37.95,2025-09-16
17568,1295,1281.3,11.08,2025-09-16
18556,1361,2267.5,16.56,2025-09-16
19439,1432,1250.5,9.31,2025-09-16
19960,1470,456.0,7.6,2025-09-16
20018,1474,1531.1,10.77,2025-09-16
300,23,3639.5,18.11,2025-09-17
481,38,10736.6,61.29,2025-09-17
508,42,1501.2,8.9,2025-09-17
796,68,1715.7,18.73,2025-09-17
1179,96,2321.6,13.82,2025-09-17
2461,194,3419.0,20.43,2025-09-17
3097,234,2263.9,11.38,2025-09-17
3782,285,2008.1,16.85,2025-09-17
3822,288,3427.6,22.52,2025-09-17
3837,290,1960.5,18.79,2025-09-17
3906,293,1563.4,8.13,2025-09-17
5203,402,1717.1,10.73,2025-09-17
6226,481,6477.5,32.37,2025-09-17
6339,492,2136.0,12.72,2025-09-17
6473,503,2365.0,13.06,2025-09-17
6539,506,4203.4,22.51,2025-09-17
6745,519,2643.3,18.77,2025-09-17
6810,522,3492.4,27.93,2025-09-17
7767,594,2952.8,20.76,2025-09-17
7789,595,1326.0,8.07,2025-09-17
8111,617,682.9,7.66,2025-09-17
8182,626,2402.9,13.65,2025-09-17
8302,639,2297.3,14.15,2025-09-17
8310,639,2051.7,18.37,2025-09-17
8566,660,4712.2,28.28,2025-09-17
9865,747,2460.5,19.11,2025-09-17
10089,766,4716.1,21.97,2025-09-17
10483,788,3930.5,24.34,2025-09-17
10643,797,2655.1,16.94,2025-09-17
11130,838,2362.7,12.69,2025-09-17
11336,851,2018.3,16.23,2025-09-17
11478,864,1510.6,12.34,2025-09-17
11652,875,1993.5,12.83,2025-09-17
11840,888,589.7,6.69,2025-09-17
12201,915,4531.5,23.76,2025-09-17
12342,922,4397.6,29.08,2025-09-17
12427,929,3164.2,21.47,2025-09-17
12518,939,3193.2,23.72,2025-09-17
12664,946,2304.0,13.05,2025-09-17
12781,956,2642.0,12.86,2025-09-17
13034,975,831.9,10.14,2025-09-17
13176,985,1896.9,9.41,2025-09-17
13844,1035,3115.9,19.86,2025-09-17
14114,1060,1692.1,17.98,2025-09-17
14313,1072,3825.7,23.53,2025-09-17
14386,1077,3400.1,22.05,2025-09-17
14613,1092,959.6,7.18,2025-09-17
14863,1109,2218.5,15.27,2025-09-17
15957,1177,1996.1,13.06,2025-09-17
18343,1347,619.3,4.57,2025-09-17
18356,1348,1949.4,15.63,2025-09-17
19048,1403,8473.8,38.92,2025-09-17
19192,1416,2714.1,20.36,2025-09-17
19232,1418,605.9,6.51,2025-09-17
19513,1438,1506.6,16.28,2025-09-17
19981,1471,1373.8,12.1,2025-09-17
20368,1348,1949.4,15.63,2025-09-17
72,9,3204.6,25.16,2025-09-18
356,25,3131.0,28.73,2025-09-18
1352,107,1312.9,9.0,2025-09-18
1401,110,2103.5,9.12,2025-09-18
1928,152,1029.6,7.1,2025-09-18
2148,172,2846.5,18.97,2025-09-18
2280,182,7085.8,35.58,2025-09-18
2971,228,7787.7,36.95,2025-09-18
2996,229,3158.8,17.31,2025-09-18
3358,248,1061.9,8.15,2025-09-18
3554,264,3403.6,18.86,2025-09-18
3983,299,674.9,6.17,2025-09-18
4012,301,1512.7,14.32,2025-09-18
4159,312,1592.6,11.35,2025-09-18
4879,374,1324.4,11.05,2025-09-18
5570,430,3389.0,22.4,2025-09-18
5585,430,2835.6,22.23,2025-09-18
6070,469,2657.4,23.01,2025-09-18
6801,522,3423.2,23.83,2025-09-18
6887,527,2297.8,22.41,2025-09-18
6948,533,646.8,10.78,2025-09-18
8361,643,1405.1,10.23,2025-09-18
8631,664,1934.5,17.28,2025-09-18
8823,680,926.4,15.13,2025-09-18
8894,683,2921.8,20.46,2025-09-18
9253,704,4778.2,35.2,2025-09-18
9318,708,3140.5,23.02,2025-09-18
9862,746,923.7,4.94,2025-09-18
10469,787,4299.2,25.06,2025-09-18
10734,803,2144.8,17.09,2025-09-18
11038,826,1780.6,13.24,2025-09-18
12225,916,4923.5,28.55,2025-09-18
13646,1022,2299.0,15.54,2025-09-18
13666,1023,3815.1,23.16,2025-09-18
14180,1063,4454.8,25.23,2025-09-18
14248,1068,2208.7,10.67,2025-09-18
14670,1096,4032.5,23.28,2025-09-18
14914,1113,3193.4,19.9,2025-09-18
15136,1126,2768.9,17.13,2025-09-18
15295,1137,2799.2,16.65,2025-09-18
15298,1137,1143.2,7.7,2025-09-18
15466,1151,2497.4,24.45,2025-09-18
15935,1173,5159.8,24.2,2025-09-18
17324,1275,5380.9,27.07,2025-09-18
17361,1277,1357.6,8.78,2025-09-18
17393,1280,1377.3,12.71,2025-09-18
17438,1283,3365.3,18.87,2025-09-18
18417,1353,3393.4,13.66,2025-09-18
18637,1368,1571.4,12.64,2025-09-18
19397,1430,1499.1,9.26,2025-09-18
19490,1436,2446.2,17.07,2025-09-18
19537,1439,2144.4,13.53,2025-09-18
19632,1449,5881.0,25.63,2025-09-18
19848,1463,842.1,4.77,2025-09-18
20176,1489,2269.8,13.07,2025-09-18
20343,708,3140.5,23.02,2025-09-18
20384,312,1592.6,11.35,2025-09-18
384,27,3068.5,17.32,2025-09-19
394,28,1177.2,8.89,2025-09-19
740,63,1399.0,12.08,2025-09-19
748,64,1543.4,18.24,2025-09-19
1300,104,2556.0,15.16,2025-09-19
1863,146,3696.2,19.58,2025-09-19
2135,172,2214.2,13.02,2025-09-19
2404,188,1123.6,9.94,2025-09-19
2745,212,4092.0,22.81,2025-09-19
3613,272,2205.0,16.03,2025-09-19
4209,317,3227.8,25.74,2025-09-19
4336,329,7728.8,49.26,2025-09-19
4599,353,2551.3,17.21,2025-09-19
4929,379,2455.2,14.88,2025-09-19
5293,411,2087.1,13.38,2025-09-19
5428,422,3120.1,24.35,2025-09-19
6014,464,1877.7,16.24,2025-09-19
6361,494,3049.7,17.48,2025-09-19
6755,519,7901.7,42.62,2025-09-19
7335,560,2645.9,17.41,2025-09-19
7461,572,5299.7,24.29,2025-09-19
8609,662,2807.9,14.38,2025-09-19
9178,700,2123.9,14.16,2025-09-19
9210,702,1492.9,16.29,2025-09-19
9439,714,4273.2,27.61,2025-09-19
9453,715,3040.4,25.8,2025-09-19
9461,716,2094.3,13.34,2025-09-19
9636,730,2110.7,10.33,2025-09-19
10161,770,1784.7,11.26,2025-09-19
10320,778,3684.7,21.67,2025-09-19
10907,817,3710.3,19.34,2025-09-19
11949,898,1960.0,9.9,2025-09-19
12099,907,2072.0,14.12,2025-09-19
12394,927,4243.9,24.26,2025-09-19
13219,990,1447.5,10.62,2025-09-19
13246,992,2534.1,18.68,2025-09-19
13881,1040,3345.7,15.04,2025-09-19
13991,1049,1056.6,6.6,2025-09-19
14236,1068,2712.7,25.33,2025-09-19
14263,1070,1176.5,8.0,2025-09-19
15376,1142,3012.1,20.56,2025-09-19
16273,1204,2817.1,14.31,2025-09-19
16447,1215,2071.6,12.86,2025-09-19
16569,1226,2763.6,17.21,2025-09-19
16895,1250,1988.5,16.13,2025-09-19
17553,1294,4136.0,20.98,2025-09-19
17855,1315,2531.4,16.71,2025-09-19
18442,1354,2123.6,13.3,2025-09-19
19692,1453,979.2,6.05,2025-09-19
19786,1458,1577.0,6.93,2025-09-19
19824,1461,1658.9,9.53,2025-09-19
19985,1471,1599.8,14.88,2025-09-19
20113,1482,6055.0,32.36,2025-09-19
20329,1500,3639.1,20.58,2025-09-19
20353,1070,1176.5,8.0,2025-09-19
20363,1471,1599.8,14.88,2025-09-19
20393,1354,2123.6,13.3,2025-09-19
264,21,3212.5,20.96,2025-09-20
778,67,2196.3,11.42,2025-09-20
1135,93,4167.8,29.21,2025-09-20
1280,102,5697.8,27.99,2025-09-20
1376,109,4699.3,30.04,2025-09-20
1471,115,2211.4,15.84,2025-09-20
2064,165,1958.3,13.05,2025-09-20
3065,233,4882.9,33.09,2025-09-20
3405,252,2081.5,14.09,2025-09-20
3881,291,1929.9,12.8,2025-09-20
5096,394,13287.8,90.0,2025-09-20
5245,407,1366.1,8.58,2025-09-20
5268,409,3636.0,20.44,2025-09-20
6137,473,700.4,8.57,2025-09-20
6205,479,2279.3,17.13,2025-09-20
