user_id,age,city,subscription_type
1102,26,Кутаиси,ultra
1103,36,Рустави,free
1104,31,Гюмри,free
1105,16,Батуми,free
1106,33,Тбилиси,free
1107,16,Гюмри,ultra
1108,25,Поти,ultra
1109,23,Батуми,free
1110,16,Батуми,free
1111,33,Поти,ultra
1112,30,Ереван,free
1113,19,Кутаиси,ultra
1114,27,Батуми,free
1115,22,Ереван,free
1116,19,Ереван,free
1117,38,Тбилиси,ultra
1118,21,Ереван,ultra
1119,21,Тбилиси,free
1120,38,Ереван,free
1121,12,Тбилиси,ultra
1122,18,Тбилиси,ultra
1123,23,Батуми,ultra
1124,42,Ереван,ultra
1125,,Поти,ultra
1126,36,Ереван,ultra
1127,35,Тбилиси,ultra
1128,27,Рустави,free
1129,,Ереван,ultra
1130,,Рустави,ultra
1131,26,Тбилиси,ultra
1132,28,Ванадзор,free
1133,44,Ванадзор,free
1134,18,Ванадзор,free
1135,42,Ереван,free
1136,25,Кутаиси,ultra
1137,17,Батуми,ultra
1138,,Тбилиси,free
1139,30,Батуми,free
1140,12,Поти,ultra
1141,25,Кутаиси,ultra
1142,30,Тбилиси,free
1143,,Ереван,ultra
1144,29,Ереван,free
1145,41,Тбилиси,free
1146,27,Ереван,free
1147,34,Ереван,free
1148,31,Ванадзор,free
1149,31,Батуми,free
1150,29,Ереван,free
1151,23,Тбилиси,ultra
1152,29,Гюмри,ultra
1153,29,Ереван,free
1154,22,Поти,free
1155,,Батуми,ultra
1156,34,Ванадзор,free
1157,12,Кутаиси,ultra
1158,20,Тбилиси,ultra
1159,41,Ванадзор,free
1160,13,Ереван,free
1161,,Тбилиси,free
1162,21,Кутаиси,ultra
1163,40,Ереван,ultra
1164,33,Ванадзор,ultra
1165,21,Рустави,ultra
1166,18,Кутаиси,free
1167,27,Тбилиси,ultra
1168,29,Батуми,ultra
1169,,Тбилиси,ultra
1170,33,Гюмри,ultra
1171,20,Поти,free
1172,35,Тбилиси,ultra
1173,31,Тбилиси,free
1174,21,Ереван,free
1175,23,Батуми,free
1176,45,Ванадзор,free
1177,30,Ереван,ultra
1178,16,Батуми,free
1179,25,Тбилиси,free
1180,15,Кутаиси,free
1181,40,Тбилиси,ultra
1182,25,Ереван,free
1183,,Батуми,free
1184,12,Кутаиси,free
1185,20,Гюмри,free
1186,29,Батуми,free
1187,30,Рустави,ultra
1188,,Кутаиси,ultra
1189,17,Ванадзор,ultra
1190,33,Батуми,free
1191,31,Ванадзор,ultra
1192,22,Тбилиси,free
1193,32,Поти,ultra
1194,12,Поти,free
1195,31,Батуми,free
1196,26,Поти,free
1197,32,Батуми,ultra
1198,45,Батуми,free
1199,25,Ванадзор,ultra
1200,28,Тбилиси,ultra
1201,25,Тбилиси,free
1202,12,Тбилиси,free
1203,30,Батуми,free
1204,30,Батуми,ultra
1205,24,Батуми,free
1206,29,Ереван,free
1207,19,Ванадзор,free
1208,33,Тбилиси,free
1209,21,Поти,ultra
1210,26,Кутаиси,ultra
1211,36,Ереван,free
1212,18,Ереван,ultra
1213,22,Ванадзор,free
1214,29,Ереван,free
1215,26,Тбилиси,free
1216,14,Ереван,free
1217,18,Тбилиси,ultra
1218,38,Тбилиси,ultra
1219,22,Тбилиси,free
1220,24,Рустави,free
1221,26,Тбилиси,free
1222,37,Ванадзор,ultra
1223,32,Тбилиси,ultra
1224,44,Тбилиси,ultra
1225,24,Рустави,free
1226,42,Тбилиси,free
1227,25,Батуми,ultra
1228,16,Кутаиси,free
1229,33,Ереван,free
1230,30,Тбилиси,free
1231,36,Тбилиси,free
1232,33,Поти,free
1233,40,Гюмри,free
1234,21,Рустави,free
1235,30,Поти,ultra
1236,34,Поти,ultra
1237,27,Тбилиси,ultra
1238,19,Гюмри,free
1239,32,Ереван,ultra
1240,27,Ереван,free
1241,19,Рустави,free
1242,14,Поти,free
1243,31,Кутаиси,free
1244,14,Батуми,free
1245,38,Тбилиси,ultra
1246,26,Тбилиси,ultra
1247,30,Батуми,ultra
1248,21,Тбилиси,free
1249,22,Кутаиси,ultra
1250,20,Батуми,free
1251,35,Рустави,free
1252,23,Кутаиси,ultra
1253,33,Рустави,free
1254,28,Ереван,free
1255,30,Тбилиси,ultra
1256,33,Батуми,free
1257,26,Батуми,ultra
1258,23,Тбилиси,ultra
1259,32,Ереван,free
1260,22,Тбилиси,ultra
1261,27,Кутаиси,free
1262,12,Поти,ultra
1263,20,Ванадзор,ultra
1264,30,Кутаиси,free
1265,17,Рустави,free
1266,20,Батуми,ultra
1267,31,Тбилиси,ultra
1268,29,Ереван,free
1269,24,Батуми,free
1270,31,Ереван,ultra
1271,14,Тбилиси,ultra
1272,22,Тбилиси,ultra
1273,39,Тбилиси,ultra
1274,33,Батуми,free
1275,25,Тбилиси,ultra
1276,,Ванадзор,ultra
1277,18,Ереван,free
1278,18,Батуми,free
1279,32,Тбилиси,free
1280,14,Кутаиси,free
1281,38,Батуми,free
1282,18,Ереван,ultra
1283,35,Тбилиси,ultra
1284,26,Поти,ultra
1285,35,Поти,free
1286,32,Тбилиси,free
1287,14,Ереван,free
1288,28,Тбилиси,free
1289,23,Гюмри,ultra
1290,20,Поти,ultra
1291,49,Поти,free
1292,30,Поти,ultra
1293,24,Тбилиси,ultra
1294,18,Ереван,ultra
1295,31,Тбилиси,ultra
1296,38,Кутаиси,free
1297,35,Батуми,free
1298,23,Батуми,free
1299,21,Тбилиси,ultra
1300,26,Тбилиси,free
1301,35,Гюмри,free
1302,22,Ванадзор,free
1303,31,Гюмри,free
1304,25,Батуми,ultra
1305,23,Ванадзор,ultra
1306,18,Поти,free
1307,44,Поти,free
1308,20,Ванадзор,ultra
1309,18,Ванадзор,free
1310,,Кутаиси,free
1311,25,Поти,ultra
1312,34,Ереван,free
1313,25,Кутаиси,ultra
1314,22,Батуми,ultra
1315,27,Батуми,ultra
1316,21,Ереван,ultra
1317,38,Поти,free
1318,,Тбилиси,free
1319,35,Тбилиси,free
1320,26,Батуми,ultra
1321,34,Поти,ultra
1322,43,Гюмри,free
1323,20,Ереван,free
1324,26,Тбилиси,free
1325,28,Кутаиси,free
1326,28,Поти,free
1327,38,Ереван,ultra
1328,32,Тбилиси,ultra
1329,23,Ереван,ultra
1330,29,Кутаиси,ultra
1331,19,Батуми,ultra
1332,42,Ереван,ultra
1333,13,Гюмри,ultra
1334,36,Ванадзор,ultra
1335,18,Кутаиси,ultra
1336,33,Ванадзор,free
1337,23,Кутаиси,free
1338,21,Батуми,free
1339,34,Тбилиси,free
1340,32,Рустави,free
1341,36,Гюмри,ultra
1342,31,Кутаиси,ultra
1343,36,Рустави,ultra
1344,22,Поти,free
1345,19,Кутаиси,free
1346,19,Ереван,free
1347,24,Кутаиси,ultra
1348,46,Ереван,free
1349,14,Кутаиси,ultra
1350,32,Кутаиси,free
1351,29,Ереван,free
1352,12,Ереван,free
1353,17,Тбилиси,ultra
1354,25,Ереван,ultra
1355,16,Батуми,ultra
1356,20,Кутаиси,free
1357,32,Кутаиси,free
1358,27,Тбилиси,ultra
1359,12,Ереван,free
1360,15,Ереван,ultra
1361,26,Батуми,free
1362,43,Тбилиси,free
1363,31,Тбилиси,free
1364,33,Гюмри,free
1365,30,Кутаиси,ultra
1366,31,Ереван,ultra
1367,29,Тбилиси,ultra
1368,35,Ереван,free
1369,25,Ванадзор,ultra
1370,,Ванадзор,free
1371,26,Батуми,free
1372,19,Тбилиси,free
1373,23,Ванадзор,free
1374,25,Батуми,free
1375,31,Гюмри,ultra
1376,21,Ереван,free
1377,31,Ванадзор,ultra
1378,38,Поти,ultra
1379,24,Тбилиси,free
1380,38,Батуми,free
1381,39,Ереван,free
1382,32,Тбилиси,free
1383,24,Рустави,free
1384,28,Ереван,ultra
1385,33,Ванадзор,free
1386,40,Ереван,free
1387,21,Поти,free
1388,28,Тбилиси,free
1389,29,Тбилиси,free
1390,25,Поти,free
1391,,Кутаиси,free
1392,17,Батуми,free
1393,,Ванадзор,ultra
1394,12,Рустави,free
1395,30,Батуми,free
1396,29,Тбилиси,free
1397,22,Поти,ultra
1398,12,Тбилиси,ultra
1399,12,Тбилиси,free
1400,29,Батуми,free
1401,16,Рустави,free
1402,22,Тбилиси,ultra
1403,18,Тбилиси,ultra
1404,26,Ереван,ultra
1405,19,Тбилиси,free
1406,29,Кутаиси,free
1407,26,Тбилиси,free
1408,19,Тбилиси,free
1409,15,Ереван,free
1410,27,Поти,free
1411,24,Кутаиси,free
1412,31,Ванадзор,free
1413,31,Тбилиси,ultra
1414,29,Поти,ultra
1415,33,Гюмри,free
1416,26,Батуми,free
1417,32,Рустави,ultra
1418,40,Тбилиси,ultra
1419,38,Батуми,free
1420,21,Ереван,ultra
1421,19,Ереван,free
1422,,Гюмри,free
1423,32,Поти,ultra
1424,25,Ереван,free
1425,29,Кутаиси,free
1426,25,Кутаиси,free
1427,26,Батуми,free
1428,43,Батуми,free
1429,38,Батуми,ultra
1430,12,Ванадзор,ultra
1431,12,Ереван,free
1432,25,Ванадзор,free
1433,34,Ванадзор,free
1434,24,Батуми,ultra
1435,,Тбилиси,free
1436,29,Рустави,ultra
1437,12,Ванадзор,free
1438,22,Рустави,ultra
1439,31,Тбилиси,ultra
1440,35,Ереван,free
1441,15,Кутаиси,free
1442,12,Тбилиси,ultra
1443,27,Тбилиси,ultra
1444,29,Тбилиси,free
1445,25,Тбилиси,free
1446,27,Ванадзор,free
1447,30,Кутаиси,ultra
1448,21,Тбилиси,free
1449,33,Ванадзор,free
1450,30,Ереван,free
1451,30,Тбилиси,ultra
1452,34,Рустави,free
1453,30,Кутаиси,ultra
1454,27,Тбилиси,ultra
1455,26,Тбилиси,free
1456,39,Рустави,free
1457,19,Тбилиси,free
1458,33,Тбилиси,ultra
1459,17,Гюмри,ultra
1460,27,Поти,ultra
1461,24,Поти,ultra
1462,20,Гюмри,free
1463,,Поти,free
1464,15,Рустави,free
1465,22,Батуми,free
1466,29,Ванадзор,free
1467,23,Батуми,ultra
1468,18,Кутаиси,ultra
1469,24,Ереван,free
1470,23,Тбилиси,free
1471,31,Тбилиси,ultra
1472,22,Рустави,free
1473,35,Тбилиси,free
1474,40,Тбилиси,free
1475,21,Рустави,free
1476,48,Ереван,ultra
1477,12,Тбилиси,ultra
1478,31,Ереван,ultra
1479,,Рустави,free
1480,29,Ванадзор,free
1481,36,Поти,free
1482,32,Тбилиси,free
1483,36,Поти,free
1484,34,Батуми,free
1485,38,Тбилиси,free
1486,12,Тбилиси,free
1487,41,Поти,free
1488,25,Тбилиси,ultra
1489,29,Рустави,ultra
1490,18,Ереван,ultra
1491,18,Рустави,free
1492,29,Поти,free
1493,41,Поти,free
1494,21,Поти,ultra
1495,31,Кутаиси,ultra
1496,20,Ванадзор,free
1497,28,Батуми,free
1498,25,Поти,free
1499,25,Тбилиси,ultra
1500,27,Ереван,free
