player_id,reg_date,country,platform,channel,sessions,total_minutes,max_level
2256,2025-11-12,ru,android,ua_tiktok,6,72.7,4
2257,2025-12-10,MX,Android,organic,3,78.2,3
2258,2025-09-01,IN,pc,ua_facebook,10,145.9,8
2259,2026-04-12,Brazil,ios,organic,4,55.1,2
2260,2026-05-24,de,ios,ua_google,3,65.5,2
2261,19.05.2026,BR,IOS,ua_google,1,27.5,1
2262,2026-02-05,н/д,Android,ua_google,16,303.2,9
2263,25.02.2026,н/д,ios,organic,6,58.5,3
2264,2026-06-01,US,ios,organic,8,76.3,11
2265,2026-02-17,PL,IOS,ua_facebook,51,1107.8,20
2266,2026-05-19,RU,pc,ua_facebook,28,513.8,12
2267,2025-11-10,US,android,ua_facebook,4,77.4,4
2268,01.05.2026,US,pc,influencer,46,1301.1,20
2269,2025-10-29,PL,pc,ua_google,2,"13,4",1
2270,13.09.2025,RU,ios,ua_facebook,1,1.0,1
2271,11.10.2025,MX,pc,ua_google,1,8.2,2
2272,2025-11-07,BR,PC,cross_promo,1,9.2,3
2273,2026-02-13,PL,pc,ua_tiktok,1,22.2,1
2274,2025-11-15,PL,ios,ua_facebook,11,162.4,4
2275,14.09.2025,Brazil,Android,ua_facebook,28,732.7,19
2276,22.02.2026,BR,android,ua_facebook,1,-,2
2277,23.11.2025,,android,ua_facebook,2,80.8,2
2278,2026-01-29,DE,android,organic,2,52.1,3
2279,2026-04-02,RU,IOS,organic,5,85.4,2
2280,2026-05-27,PL,ios,ua_facebook,17,446.2,11
2281,2025-12-08,IN,android,organic,15,319.2,8
2282,2026-02-03,PL,pc,organic,15,260.6,9
2283,23.04.2026,BR,pc,cross_promo,21,427.0,16
2284,2026-03-22,FR,android,ua_facebook,17,,11
2285,2025-10-15,us,android,influencer,3,69.1,3
2286,26.10.2025,FR,ios,ua_google,202,3581.3,102
2287,2025-10-11,BR,ios,cross_promo,1,10.6,1
2288,25.09.2025,RU,android,ua_google,6,145.8,4
2289,09.01.2026,DE,android,ua_facebook,2,34.3,1
2290,2026-03-12,PL,ANDROID,ua_google,2,18.5,3
2291,2025-09-09,US,pc,ua_google,56,1105.5,24
2292,01.03.2026,US,iOS,ua_facebook,9,164.0,4
2293,2025-11-20,FR,android,influencer,2,14.5,1
2294,2025-11-07,Germany,pc,ua_google,23,484.1,18
2295,2025-12-31,US,ios,organic,26,569.1,18
2296,09.10.2025,FR,android,ua_google,1,24.5,2
2297,2025-10-06,TR,pc,ua_google,3,,3
2298,2025-09-15,FR,pc,influencer,1,13.8,1
2299,27.01.2026,MX,ios,ua_google,3,47.0,1
2300,2025-12-28,MX,ios,ua_facebook,1,6.7,1
2301,15.10.2025,ES,android,organic,1,7.8,2
2302,2025-12-31,BR,PC,ua_tiktok,3,104.8,3
2303,2026-04-02,RU,android,ua_tiktok,3,37.7,1
2304,2025-12-06,PL,pc,ua_facebook,2,41.6,2
2305,2026-03-30,MX,pc,ua_facebook,65,1211.3,31
2306,2026-06-16,ES,pc,ua_facebook,11,197.1,7
2307,2025-09-30,PL,android,ua_tiktok,3,35.3,3
2308,2025-10-12,DE,pc,ua_facebook,1,35.3,2
2309,08.02.2026,BR,Windows,ua_facebook,1,8.5,2
2310,2026-06-06,RU,ios,organic,23,423.1,12
2311,2026-03-02,MX,pc,ua_tiktok,3,58.9,1
2312,2025-11-23,DE,android,ua_tiktok,2,,1
2313,2025-10-22,BR,android,ua_facebook,1,61.9,3
2314,2025-12-20,GER,android,ua_tiktok,35,711.5,19
2315,2026-03-30,tr,pc,influencer,4,76.1,2
2316,2026-04-26,FR,pc,ua_google,3,22.8,3
2317,2026-05-02,de,android,ua_tiktok,58,1347.6,26
2318,2026-03-28,ru,PC,ua_tiktok,2,22.2,1
2319,08.09.2025,BR,ios,influencer,10,286.0,9
2320,2026-01-28,PL,android,influencer,2,25.6,2
2321,2026-05-28,br,pc,ua_google,3,82.0,2
2322,2026-03-16,MX,ios,ua_facebook,43,890.7,19
2323,17.05.2026,ES,android,ua_tiktok,14,,9
2324,21.03.2026,US,android,ua_facebook,47,713.9,22
2325,2025-11-15,IN,android,ua_facebook,3,73.4,2
2326,2025-09-13,DE,android,ua_google,3,NaN,2
2327,03.05.2026,BR,android,organic,1,4.6,2
2328,18.02.2026,ES,pc,influencer,55,1071.9,27
2329,2025-12-07,DE,pc,organic,1,11.4,1
2330,2025-12-11,Germany,iOS,ua_google,11,217.0,9
2331,2026-03-14,DE,iOS,ua_facebook,3,67.0,3
2332,2026-02-05,US,android,ua_google,2,30.2,3
2333,2025-12-23,RU,android,organic,1,27.2,1
2334,2025-09-02,RU,pc,ua_tiktok,6,137.9,4
2335,04.01.2026,us,ios,ua_facebook,1,8.1,1
2336,2026-01-06,BR,pc,ua_tiktok,2,28.9,3
2337,2025-10-21,de,android,ua_google,2,38.6,1
2338,2026-05-15,de,pc,ua_google,1,12.0,2
2339,2026-02-15,Brazil,android,cross_promo,17,493.0,10
2340,2025-12-28,IN,android,ua_tiktok,7,80.1,3
2341,2026-04-18,US,Android,influencer,3,49.0,2
2342,2025-12-06,PL,pc,ua_facebook,2,55.3,5
2343,08.09.2025,FR,android,organic,2,9.7,2
2344,25.01.2026,DE,ios,cross_promo,4,75.3,5
2345,2025-10-02,BR,ios,influencer,15,380.4,8
2346,2026-04-25,BR,Android,organic,3,57.3,1
2347,2026-01-03,ES,android,influencer,19,323.7,13
2348,2025-09-01,MX,pc,ua_tiktok,8,86.2,5
2349,2025-09-29,DE,Android,ua_facebook,21,353.1,6
2350,2025-10-16,PL,pc,organic,8,166.4,4
2351,2025-11-16,ES,Android,ua_facebook,2,6.5,2
2352,25.01.2026,PL,Android,ua_facebook,5,98.2,1
2353,11.06.2026,US,Android,ua_google,20,650.5,9
2354,2026-04-11,TR,android,ua_facebook,4,52.3,1
2355,2025-11-10,PL,pc,ua_facebook,56,1111.7,27
2356,2026-04-21,MX,ANDROID,ua_google,50,1175.3,28
2357,2025-10-04,US,PC,organic,4,129.0,2
2358,2026-06-10,BR,android,organic,5,82.0,5
2359,2025-10-17,IN,pc,ua_facebook,2,28.8,1
2360,2025-09-11,Brazil,android,ua_google,17,395.9,9
2361,2025-10-03,-,pc,influencer,1,н/д,1
2362,2026-01-19,TR,ios,ua_tiktok,1,10.1,1
2363,2026-05-30,DE,pc,ua_facebook,2,11.8,1
2364,06.03.2026,PL,android,organic,3,NaN,1
2365,20.02.2026,ES,pc,cross_promo,3,63.3,3
2366,2026-05-12,DE,ios,organic,2,23.4,2
2367,2026-06-13,RU,pc,ua_google,17,299.1,9
2368,2026-06-14,RU,android,organic,20,н/д,11
2369,2026-06-24,FR,android,influencer,2,31.7,2
2370,2026-06-24,IN,ios,ua_facebook,3,23.9,2
2371,2025-09-14,FR,Android,ua_tiktok,11,"138,9",9
2372,2025-09-13,NaN,ios,ua_facebook,9,222.1,4
2373,2025-09-29,,ios,cross_promo,2,-32.5,1
2374,2026-01-24,ES,ANDROID,ua_facebook,1,8.8,1
2375,2025-10-24,US,android,ua_facebook,5,101.4,3
2376,2026-04-22,IN,ios,ua_tiktok,20,314.6,4
2377,2025-10-06,PL,android,ua_google,5,86.1,1
2378,2025-09-26,BR,iOS,ua_tiktok,48,1230.6,32
2379,10.03.2026,BR,ios,organic,91,1960.0,45
2380,2026-01-08,MX,ios,ua_google,1,15.7,2
2381,05.11.2025,FR,pc,organic,3,25.8,2
2382,2026-06-02,DE,android,ua_google,21,394.7,13
2383,15.12.2025,US,ios,organic,22,592.3,12
2384,2025-10-05,,pc,organic,2,35.5,2
2385,2025-12-21,IN,android,ua_facebook,3,96.6,5
2386,2026-01-25,Brazil,android,cross_promo,1,13.1,1
2387,2025-10-06,DE,android,ua_facebook,4,105.0,4
2388,20.05.2026,IN,android,organic,2,21.7,3
2389,15.01.2026,DE,ios,ua_google,95,1782.1,53
2390,2025-11-25,,ios,ua_google,3,46.1,1
2391,2026-01-21,ES,ios,ua_google,22,443.9,15
2392,2026-02-05,ES,android,organic,71,1415.3,39
2393,2025-09-19,RU,Android,ua_facebook,63,1514.1,32
2394,2025-10-08,FR,Windows,organic,5,112.8,1
2395,2025-12-20,,ios,organic,2,143.0,2
2396,2026-01-27,RU,Windows,ua_tiktok,1,8.1,1
2397,2026-05-29,PL,ios,organic,21,-,11
2398,2026-06-01,BR,ANDROID,ua_facebook,15,249.4,7
2399,14.09.2025,ru,android,ua_google,9,211.5,6
2400,13.09.2025,IN,ios,organic,1,19.7,1
2401,2025-12-09,US,ANDROID,organic,2,38.5,2
2402,2026-06-19,null,pc,ua_tiktok,8,182.9,7
2403,2026-01-03,RU,android,ua_facebook,17,353.4,14
2404,01.05.2026,IN,android,ua_facebook,2,34.6,1
2405,01.06.2026,PL,ios,ua_tiktok,5,70.4,4
2406,2025-09-04,PL,ios,ua_facebook,81,1782.7,39
2407,2026-01-08,DE,android,ua_tiktok,3,"57,3",3
2408,2025-11-14,RU,ios,organic,6,112.3,5
2409,17.11.2025,Turkey,ios,ua_facebook,10,164.7,7
2410,2025-09-18,BR,android,ua_google,2,47.0,2
2411,2026-02-28,RU,android,ua_facebook,1,9.7,1
2412,09.10.2025,US,android,cross_promo,1,3.4,1
2413,2025-10-31,TR,pc,organic,11,192.6,10
2414,2026-01-21,BR,ios,ua_facebook,64,1070.7,34
2415,2025-11-10,TR,ios,cross_promo,55,1269.3,28
2416,2026-04-21,TR,Android,ua_facebook,2,10.8,1
2417,2026-05-06,DE,pc,ua_google,9,199.2,2
2418,2026-04-06,FR,ios,ua_google,9,155.6,5
2419,18.05.2026,US,android,ua_facebook,39,787.3,19
2420,2025-11-02,TR,iOS,ua_facebook,1,9.1,1
2421,13.04.2026,BR,pc,ua_facebook,80,1757.1,39
2422,11.02.2026,PL,pc,ua_google,8,154.8,2
2423,2025-12-07,BR,IOS,ua_facebook,1,23.1,1
2424,2025-10-05,ES,android,organic,2,36.6,1
2425,2025-12-27,FR,android,organic,192,4277.7,91
2426,2026-04-05,DE,pc,ua_facebook,1,"4,7",1
2427,2026-01-29,FR,android,influencer,4,42.9,1
2428,2025-09-03,FR,iOS,cross_promo,2,22.4,2
2429,2025-11-19,MX,ios,ua_google,1,-,2
2430,09.03.2026,BR,pc,ua_google,1,16.1,1
2431,2025-09-16,BR,android,ua_facebook,2,31.6,2
2432,01.10.2025,US,android,ua_facebook,1,24.9,1
2433,2025-12-25,DE,Android,cross_promo,2,19.9,3
2434,2026-04-27,BR,pc,ua_tiktok,1,"34,5",3
2435,2025-09-06,BR,ios,ua_google,1,12.5,1
2436,2025-12-25,DE,android,ua_tiktok,17,378.3,7
2437,2025-11-25,US,ios,ua_facebook,4,38.4,2
2438,2025-09-17,DE,android,organic,43,1047.4,23
2439,2026-03-30,US,pc,ua_google,43,834.9,20
2440,2025-09-04,US,android,ua_google,3,,1
2441,2026-03-29,US,android,ua_google,14,259.6,11
2442,2026-01-16,us,ios,ua_tiktok,6,226.1,5
2443,2026-02-28,ES,android,cross_promo,2,71.2,1
2444,2026-02-18,de,pc,organic,16,281.8,8
2445,10.04.2026,US,android,organic,4,"131,3",2
2446,2025-11-03,TR,ANDROID,ua_google,21,343.1,10
2447,23.01.2026,TR,ios,ua_tiktok,98,1763.9,55
2448,20.10.2025,TR,pc,ua_facebook,3,119.6,2
2449,2025-11-14,NaN,ios,ua_google,32,420.0,19
2450,08.05.2026,DE,pc,ua_facebook,15,248.3,8
2451,12.12.2025,DE,android,ua_facebook,1,59.8,1
2452,2026-05-12,br,iOS,ua_facebook,2,16.1,5
2453,2025-10-06,DE,android,ua_facebook,89,1620.5,41
2454,2025-10-18,PL,pc,ua_facebook,25,396.6,11
2455,2026-04-15,DE,pc,ua_google,89,н/д,39
2456,2025-09-17,PL,ios,influencer,2,,3
2457,2026-04-11,DE,pc,ua_google,24,630.8,11
2458,01.09.2025,US,android,cross_promo,1,48.2,1
2459,2026-02-18,BR,ios,cross_promo,6,133.1,1
2460,2025-10-01,IN,pc,ua_google,2,8.9,2
2461,2026-05-10,us,ios,cross_promo,5,99.9,2
2462,2025-10-09,PL,ios,influencer,1,19.9,1
2463,2026-06-17,US,ios,cross_promo,20,373.3,12
2464,2026-02-19,BR,ANDROID,ua_facebook,2,41.4,2
2465,2025-09-30,PL,ios,cross_promo,20,402.1,11
2466,07.09.2025,RU,android,ua_google,89,1672.2,38
2467,2026-01-08,TR,pc,ua_tiktok,16,174.4,8
2468,2025-10-30,RU,android,ua_facebook,129,2603.5,64
2469,2026-05-22,ru,pc,ua_tiktok,3,37.1,1
2470,2025-09-29,IN,PC,ua_google,2,29.0,2
2471,2026-05-16,TR,ios,ua_google,1,16.5,1
2472,2026-05-10,MX,android,cross_promo,1,49.5,2
2473,12.02.2026,US,IOS,ua_google,10,153.5,6
2474,2026-01-21,US,android,cross_promo,15,447.8,8
2475,2025-10-05,US,android,ua_facebook,4,62.8,3
2476,28.01.2026,ES,PC,ua_facebook,2,29.9,1
2477,2026-02-18,ES,Android,ua_tiktok,24,472.2,9
2478,2026-04-11,TR,pc,ua_google,1,46.2,2
2479,2025-09-30,ES,IOS,ua_facebook,3,30.8,3
2480,2025-11-11,tr,android,ua_google,16,227.1,11
2481,2025-11-09,MX,android,organic,56,1037.0,27
2482,2025-11-07,PL,ios,organic,17,373.2,10
2483,2026-06-22,BR,pc,influencer,11,253.9,8
2484,2025-11-04,FR,ios,organic,202,4045.0,89
2485,2025-09-18,BR,pc,cross_promo,72,1304.2,35
2486,10.09.2025,FR,android,ua_facebook,1,2.7,2
2487,07.11.2025,FR,ANDROID,ua_google,22,"366,2",16
2488,2025-10-18,FR,pc,ua_google,49,938.2,19
2489,2025-09-02,DE,pc,ua_tiktok,1,41.7,1
2490,2025-10-16,BR,ios,ua_facebook,3,100.2,4
2491,2026-01-07,RU,android,ua_google,17,221.0,7
2492,2026-02-02,BR,android,organic,1,11.5,1
2493,2025-09-18,RU,Windows,organic,1,6.8,1
2494,2025-09-24,DE,ios,ua_tiktok,13,225.0,8
2495,2026-01-08,US,Windows,ua_tiktok,3,56.4,1
2496,01.11.2025,BR,ANDROID,influencer,148,"3616,0",77
2497,2026-01-02,de,android,organic,1,15.7,2
2498,2026-02-15,PL,android,influencer,1,69.5,1
2499,01.04.2026,ES,ios,ua_google,2,41.7,3
2500,2026-01-09,FR,ios,ua_facebook,16,306.2,8
2501,2025-12-10,PL,android,influencer,14,229.0,9
2502,13.03.2026,TR,android,ua_tiktok,122,2715.0,61
2503,13.03.2026,ru,android,organic,37,734.5,20
2504,2026-02-11,MX,android,ua_facebook,23,471.0,10
2505,2025-10-20,PL,android,organic,28,644.6,13
2506,2025-10-19,RU,Windows,ua_facebook,2,82.4,1
2507,2025-09-14,PL,android,influencer,2,"75,2",1
2508,2026-02-13,PL,android,organic,2,77.0,1
2509,09.12.2025,MX,pc,ua_google,12,135.3,6
2510,02.05.2026,DE,android,organic,2,22.7,5
2511,2025-12-03,FR,android,ua_facebook,12,437.9,7
2512,24.03.2026,FR,android,ua_facebook,57,1172.2,23
2513,2026-02-24,US,Android,ua_google,4,,5
2514,01.04.2026,MX,android,ua_facebook,94,2029.5,49
2515,2026-02-05,RU,pc,ua_facebook,7,87.7,4
2516,2026-06-02,IN,Android,ua_facebook,3,42.9,2
2517,03.10.2025,PL,ios,cross_promo,2,20.8,2
2518,01.09.2025,TR,iOS,influencer,32,744.5,22
2519,2025-10-11,RU,android,ua_facebook,2,22.2,2
2520,2025-09-07,ES,pc,ua_google,2,35.9,3
2521,01.09.2025,н/д,Android,cross_promo,1,112.8,1
2522,2026-05-03,PL,android,organic,39,826.1,19
2523,2025-12-09,US,ios,ua_google,1,20.3,3
2524,2025-11-14,US,pc,ua_tiktok,61,1237.4,35
2525,01.09.2025,DE,ios,organic,4,75.0,2
2526,2026-05-31,BR,android,ua_facebook,7,241.5,4
2527,2026-03-10,IN,iOS,organic,4,46.5,2
2528,2025-10-20,IN,PC,ua_facebook,154,3067.3,67
2529,2025-10-08,DE,ios,organic,26,505.7,15
2530,01.11.2025,ES,ANDROID,ua_facebook,55,1022.4,21
2531,2025-12-15,US,Windows,ua_facebook,12,207.2,6
2532,06.04.2026,us,pc,ua_tiktok,1,6.0,1
2533,2025-10-25,TR,ios,influencer,5,102.7,6
2534,2026-06-24,ES,android,ua_facebook,3,57.6,5
2535,2025-12-15,US,pc,ua_google,25,341.2,11
2536,2026-05-10,ES,pc,influencer,72,1677.4,49
2537,14.09.2025,RU,android,organic,57,1258.0,37
2538,2025-12-25,MX,Windows,ua_tiktok,29,550.6,13
2539,2025-09-02,BR,pc,organic,83,1759.7,42
2540,2026-01-02,null,PC,ua_facebook,15,296.5,7
2541,2026-04-25,ES,android,ua_tiktok,11,223.6,4
2542,2026-03-13,PL,ios,ua_tiktok,13,359.8,10
2543,2025-11-13,DE,Android,ua_facebook,4,79.3,3
2544,2026-04-08,BR,android,ua_google,1,4.7,3
2545,2026-01-09,NaN,ANDROID,ua_google,3,21.6,2
2546,2026-01-29,IN,android,organic,23,347.1,6
2547,2026-04-22,PL,PC,influencer,13,309.6,6
2548,2026-06-23,null,ios,ua_facebook,12,176.7,6
2549,2025-11-06,US,android,ua_tiktok,2,83.8,2
2550,2025-10-29,TR,pc,ua_facebook,11,null,5
2551,24.02.2026,US,ios,ua_facebook,1,"24,9",3
2552,2026-03-05,PL,ANDROID,ua_google,1,19.4,2
2553,2026-01-11,DE,Windows,influencer,4,55.1,2
2554,2025-11-17,DE,android,organic,2,65.6,2
2555,13.11.2025,PL,ios,ua_tiktok,79,1519.2,40
2556,2025-09-08,DE,Android,cross_promo,5,"95,3",3
2557,2025-12-28,DE,ios,organic,21,541.6,7
2558,08.06.2026,,android,organic,9,125.1,6
2559,21.01.2026,US,pc,ua_google,6,157.0,4
2560,19.10.2025,US,ios,ua_google,2,28.6,1
2561,01.11.2025,IN,pc,ua_facebook,13,386.4,4
2562,2026-01-27,RU,android,influencer,3,32.7,4
2563,2025-10-04,,Android,influencer,2,28.9,1
2564,2025-11-11,FR,android,organic,1,15.8,1
2565,2026-01-26,GER,pc,ua_google,93,1715.0,54
2566,21.04.2026,DE,android,ua_facebook,81,1623.2,34
2567,2025-12-04,US,android,organic,1,10.0,1
2568,2025-12-01,IN,android,cross_promo,8,139.2,5
2569,2026-05-04,DE,ios,ua_tiktok,2,,2
2570,2025-10-11,null,pc,ua_facebook,16,245.1,6
2571,2026-05-07,NaN,PC,ua_tiktok,3,51.0,2
2572,2026-05-23,ES,pc,ua_tiktok,1,14.7,2
2573,2026-04-17,US,android,ua_google,7,150.5,8
2574,2025-10-08,MX,android,cross_promo,2,32.3,2
2575,2025-09-07,PL,pc,organic,108,2317.2,44
2576,09.09.2025,Turkey,android,ua_facebook,1,10.1,1
2577,2026-01-18,RU,ANDROID,ua_facebook,1,13.1,1
2578,2026-04-25,IN,ios,cross_promo,1,5.7,3
2579,07.02.2026,BR,ANDROID,ua_google,41,989.6,23
2580,2025-12-03,GER,iOS,cross_promo,2,20.8,1
2581,2025-11-29,MX,Windows,ua_google,4,125.8,5
2582,2025-09-23,FR,android,ua_google,291,6037.9,148
2583,13.11.2025,ES,ios,ua_google,5,96.2,2
2584,2025-12-08,IN,Android,ua_tiktok,2,"38,4",2
2585,2025-11-21,TR,ios,cross_promo,118,2337.0,63
2586,2026-02-16,MX,ios,ua_google,89,1903.5,29
2587,2025-12-11,PL,Android,cross_promo,1,21.0,1
2588,15.09.2025,FR,Android,influencer,1,17.0,1
2589,2026-06-06,DE,android,ua_facebook,9,281.2,7
2590,2026-04-12,DE,pc,organic,1,22.0,1
2591,2025-10-02,RU,android,ua_facebook,3,51.3,3
2592,2026-02-10,DE,android,ua_google,1,11.7,3
2593,29.03.2026,Brazil,Android,ua_google,1,38.1,1
2594,2025-10-31,PL,PC,ua_google,137,2864.8,64
2595,02.02.2026,PL,pc,ua_tiktok,18,314.0,9
2596,2026-03-22,US,ios,ua_tiktok,6,69.8,2
2597,2026-02-05,BR,pc,ua_google,27,677.2,13
2598,09.02.2026,de,iOS,ua_facebook,3,38.9,2
2599,2026-06-22,BR,android,ua_facebook,12,271.9,6
2600,2026-03-18,TR,pc,influencer,132,2587.7,56
2601,2025-09-05,,pc,ua_facebook,3,106.2,1
2602,2026-03-20,RU,android,ua_google,69,1289.7,34
2603,2026-06-29,DE,pc,organic,1,13.4,1
2604,2026-05-16,ES,pc,cross_promo,12,205.4,4
2605,2026-01-27,US,ios,ua_google,1,8.6,1
2606,24.09.2025,US,ios,ua_facebook,49,1066.6,29
2607,09.01.2026,BR,android,ua_google,16,309.1,7
2608,15.09.2025,TR,android,ua_facebook,7,180.0,3
2609,2026-03-27,US,pc,ua_facebook,3,21.0,2
2610,2026-03-25,TR,android,cross_promo,5,226.8,4
2611,28.06.2026,US,pc,ua_google,1,77.0,2
2612,2025-09-04,IN,PC,ua_facebook,14,262.3,5
2613,2026-01-25,DE,IOS,influencer,20,578.8,11
2614,2026-04-25,TR,android,organic,2,14.1,1
2615,2026-03-19,IN,pc,ua_facebook,80,1448.4,42
2616,2025-11-03,PL,android,organic,25,,8
2617,2026-05-04,RU,ios,ua_tiktok,13,169.1,7
2618,07.01.2026,Germany,android,cross_promo,33,645.8,21
2619,2026-03-25,TR,android,ua_facebook,1,8.7,2
2620,2025-10-06,FR,ios,ua_facebook,1,4.8,1
2621,10.01.2026,ES,Android,influencer,2,70.6,2
2622,2026-01-13,ES,Android,influencer,6,91.2,4
2623,2025-12-07,MX,Android,ua_facebook,1,"19,0",2
2624,2025-11-10,PL,android,ua_facebook,3,,1
2625,2026-03-28,RU,ios,ua_google,4,null,2
2626,2025-12-06,,android,ua_google,80,1743.4,43
2627,2025-12-17,,ios,ua_facebook,1,79.5,1
2628,2025-09-14,н/д,pc,ua_tiktok,8,251.5,3
2629,12.04.2026,ES,pc,ua_google,4,66.2,2
2630,2026-06-05,Brazil,pc,ua_facebook,1,48.9,2
2631,2025-09-28,MX,PC,ua_facebook,4,52.3,3
2632,2026-05-27,TR,android,organic,1,42.9,1
2633,2025-09-01,RU,android,ua_facebook,4,61.1,2
2634,30.12.2025,US,pc,organic,1,8.7,2
2635,2025-12-03,ES,ios,ua_google,5,104.5,1
2636,29.09.2025,TR,android,cross_promo,3,31.5,4
2637,08.05.2026,TR,Android,influencer,3,-,3
2638,2025-10-24,TR,android,ua_google,1,83.1,1
2639,2025-12-07,IN,android,ua_google,1,19.3,1
2640,2026-02-28,BR,iOS,ua_google,129,2725.9,68
2641,2026-01-07,tr,ios,organic,18,350.5,11
2642,2026-02-19,PL,android,ua_google,60,1348.9,31
2643,06.10.2025,PL,pc,cross_promo,6,85.3,4
2644,19.09.2025,ES,pc,ua_google,2,8.1,4
2645,2026-03-21,BR,android,ua_tiktok,62,-1064.7,20
2646,2026-05-31,FR,ios,ua_facebook,1,9.4,3
2647,2025-10-04,BR,ios,ua_facebook,1,3.7,2
2648,2026-03-25,US,ios,ua_facebook,8,113.9,6
2649,2025-09-18,ES,pc,influencer,1,16.9,1
2650,2026-01-06,GER,ios,influencer,2,37.3,2
2651,2025-10-27,GER,android,ua_tiktok,2,-,1
2652,2025-09-06,FR,android,ua_tiktok,2,18.3,2
2653,2026-03-12,GER,android,organic,1,10.5,2
2654,2026-05-31,PL,pc,cross_promo,1,9.4,2
2655,2025-09-20,DE,Windows,ua_tiktok,28,343.4,7
2656,2026-04-03,FR,ios,ua_facebook,3,33.2,1
2657,2025-09-10,USA,android,influencer,10,116.6,6
2658,2025-10-06,RU,pc,influencer,2,13.2,2
2659,03.12.2025,de,android,ua_tiktok,2,15.6,1
2660,08.10.2025,IN,android,organic,4,88.8,3
2661,2025-09-17,DE,pc,ua_google,19,253.8,7
2662,2025-09-02,TR,pc,ua_tiktok,37,1007.3,14
2663,2025-09-30,FR,android,ua_tiktok,80,1734.2,33
2664,25.10.2025,IN,ios,organic,41,822.1,21
2665,04.10.2025,TR,android,cross_promo,4,195.0,2
2666,24.03.2026,US,android,ua_google,3,35.2,5
2667,12.02.2026,BR,PC,ua_tiktok,83,1368.3,33
2668,20.12.2025,DE,android,ua_google,2,53.6,2
2669,30.12.2025,PL,android,cross_promo,150,3059.9,59
2670,08.02.2026,FR,ios,ua_facebook,1,10.0,2
2671,2026-01-07,IN,ios,ua_facebook,157,н/д,81
2672,2025-10-22,Russia,PC,ua_google,13,139.8,6
2673,2025-09-13,BR,IOS,ua_tiktok,111,1937.8,55
2674,2026-06-05,US,PC,ua_tiktok,3,24.1,2
2675,16.02.2026,Brazil,IOS,ua_facebook,1,,2
2676,2026-04-29,TR,pc,organic,52,1296.6,33
2677,2026-01-09,DE,IOS,ua_facebook,7,83.1,3
2678,2025-12-12,US,ios,ua_tiktok,3,48.5,1
2679,2026-01-11,de,ios,ua_tiktok,2,19.6,1
2680,2025-12-03,FR,pc,ua_facebook,12,271.5,8
2681,15.06.2026,DE,iOS,ua_tiktok,1,21.6,1
2682,2025-10-10,US,pc,cross_promo,221,4258.2,97
2683,16.12.2025,PL,android,ua_facebook,1,11.1,1
2684,19.06.2026,FR,pc,ua_google,7,65.1,5
2685,18.11.2025,MX,android,ua_facebook,4,,1
2686,2026-03-11,GER,android,ua_facebook,22,573.0,10
2687,13.11.2025,FR,android,organic,1,11.9,1
2688,22.10.2025,Turkey,pc,influencer,24,,17
2689,2025-12-28,DE,pc,organic,2,25.1,1
2690,2025-11-30,TR,pc,ua_facebook,28,626.5,12
2691,2025-12-21,PL,ios,ua_tiktok,19,276.6,12
2692,2026-06-21,н/д,Android,influencer,2,17.9,1
2693,2026-04-01,MX,android,influencer,2,38.7,2
2694,2026-01-05,PL,android,cross_promo,21,410.9,3
2695,09.10.2025,US,IOS,ua_facebook,1,15.4,1
2696,11.10.2025,PL,Android,ua_facebook,3,30.8,1
2697,2026-02-10,ES,android,ua_facebook,8,88.7,6
2698,2026-03-27,FR,pc,organic,23,394.7,11
2699,24.04.2026,,android,influencer,4,110.9,3
2700,2026-05-22,US,pc,influencer,9,336.4,7
2701,2025-12-11,IN,android,influencer,1,16.9,2
2702,28.05.2026,RU,IOS,ua_tiktok,1,9.6,2
2703,2026-02-27,PL,android,influencer,4,82.3,3
2704,2026-04-17,IN,android,ua_google,1,26.4,1
2705,2026-03-23,PL,android,ua_facebook,3,38.4,3
2706,03.12.2025,IN,ios,ua_facebook,55,1019.1,26
2707,2025-11-05,FR,android,organic,2,63.5,2
2708,2025-11-12,FR,pc,ua_google,1,18.1,1
2709,2025-10-04,USA,pc,organic,8,172.6,7
2710,29.10.2025,FR,android,ua_facebook,13,170.0,12
2711,17.11.2025,RU,android,organic,3,59.1,2
2712,2025-10-01,TR,android,influencer,28,632.8,18
2713,2026-01-06,MX,ios,organic,2,39.0,2
2714,04.09.2025,BR,Android,ua_facebook,22,505.3,10
2715,21.11.2025,US,android,ua_google,4,"208,6",4
2716,2025-09-25,US,IOS,organic,1,-2.9,1
2717,2026-06-01,US,Android,organic,23,594.8,16
2718,2025-10-18,BR,pc,organic,33,668.3,14
2719,03.12.2025,US,ios,ua_tiktok,60,1206.9,31
2720,13.11.2025,ES,pc,ua_tiktok,2,24.8,2
2721,2026-05-30,US,pc,ua_facebook,3,64.6,3
2722,2026-04-25,DE,android,ua_facebook,47,938.8,18
2723,2026-03-03,FR,ios,ua_google,4,84.8,4
2724,2026-03-13,ES,Android,ua_tiktok,3,"44,8",2
2725,2026-01-06,-,iOS,ua_facebook,2,58.7,1
2726,2025-11-29,,iOS,ua_tiktok,171,4098.2,100
2727,2026-03-06,PL,pc,ua_google,1,18.7,1
2728,2025-09-01,DE,ANDROID,organic,13,325.6,6
2729,23.02.2026,FR,pc,cross_promo,10,152.0,2
2730,2025-12-29,DE,ios,ua_google,3,null,3
