talk_id,rating,votes
656,Jaw-dropping,28
656,Longwinded,5
656,OK,11
656,Obnoxious,5
656,Persuasive,38
656,Unconvincing,3
657,Beautiful,3
657,Confusing,1
657,Courageous,4
657,Fascinating,2
657,Funny,3
657,Informative,3
657,Ingenious,3
657,Inspiring,3
657,Jaw-dropping,3
657,Longwinded,1
657,OK,3
657,Obnoxious,1
657,Persuasive,3
657,Unconvincing,3
658,Beautiful,254
658,Confusing,127
658,Courageous,211
658,Fascinating,280
658,Funny,260
658,Informative,176
658,Ingenious,407
658,Inspiring,429
658,Jaw-dropping,228
658,Longwinded,9
658,OK,46
658,Obnoxious,169
658,Persuasive,241
658,Unconvincing,180
659,Beautiful,146
659,Confusing,167
659,Courageous,54
659,Fascinating,181
659,Funny,270
659,Informative,162
659,Ingenious,244
659,Inspiring,269
659,Jaw-dropping,178
659,Longwinded,214
659,OK,8
659,Obnoxious,2
659,Persuasive,236
659,Unconvincing,194
660,Beautiful,30
660,Confusing,13
660,Courageous,36
660,Fascinating,21
660,Funny,13
660,Informative,33
660,Ingenious,14
660,Inspiring,29
660,Jaw-dropping,26
660,Longwinded,27
660,OK,1
660,Obnoxious,19
660,Persuasive,12
660,Unconvincing,1
661,Beautiful,52
661,Confusing,114
661,Courageous,29
661,Fascinating,99
661,Funny,121
661,Informative,60
661,Ingenious,83
661,Inspiring,57
661,Jaw-dropping,96
661,Longwinded,9
661,OK,44
661,Obnoxious,3
661,Persuasive,124
661,Unconvincing,4
662,Beautiful,138
662,Confusing,43
662,Courageous,318
662,Fascinating,191
662,Funny,340
662,Informative,183
662,Ingenious,318
662,Inspiring,336
662,Jaw-dropping,279
662,Longwinded,296
662,OK,160
662,Obnoxious,2
662,Persuasive,9
662,Unconvincing,159
663,Beautiful,38
663,Confusing,73
663,Courageous,76
663,Fascinating,56
663,Funny,57
663,Informative,54
663,Ingenious,54
663,Inspiring,48
663,Jaw-dropping,46
663,Longwinded,4
663,OK,74
663,Obnoxious,8
663,Persuasive,70
663,Unconvincing,37
664,Beautiful,31
664,Confusing,34
664,Courageous,39
664,Fascinating,39
664,Funny,17
664,Informative,14
664,Ingenious,41
664,Inspiring,42
664,Jaw-dropping,30
664,Longwinded,4
664,OK,12
664,Persuasive,21
664,Unconvincing,9
665,Beautiful,16
665,Confusing,1
665,Courageous,12
665,Fascinating,19
665,Funny,20
665,Informative,21
665,Ingenious,12
665,Inspiring,10
665,Jaw-dropping,2
665,Longwinded,1
665,OK,9
665,Obnoxious,13
665,Persuasive,10
665,Unconvincing,1
666,Beautiful,304
666,Confusing,273
666,Courageous,214
666,Fascinating,108
666,Funny,337
666,Informative,269
666,Ingenious,200
666,Inspiring,300
666,Jaw-dropping,215
666,Longwinded,32
666,OK,12
666,Obnoxious,27
666,Persuasive,210
666,Unconvincing,92
667,Beautiful,4
667,Confusing,31
667,Courageous,34
667,Fascinating,15
667,Funny,32
667,Informative,40
667,Ingenious,22
667,Inspiring,21
667,Jaw-dropping,14
667,Longwinded,1
667,OK,39
667,Obnoxious,29
667,Persuasive,11
667,Unconvincing,10
668,Beautiful,68
668,Confusing,2
668,Courageous,430
668,Fascinating,244
668,Funny,176
668,Informative,247
668,Ingenious,362
668,Inspiring,280
668,Jaw-dropping,259
668,Longwinded,58
668,OK,403
668,Obnoxious,5
668,Persuasive,212
668,Unconvincing,18
669,Beautiful,132
669,Confusing,9
669,Courageous,119
669,Fascinating,72
669,Funny,94
669,Informative,111
669,Ingenious,120
669,Inspiring,71
669,Jaw-dropping,126
669,Longwinded,44
669,OK,16
669,Obnoxious,9
669,Persuasive,122
669,Unconvincing,19
670,Beautiful,67
670,Confusing,13
670,Courageous,43
670,Fascinating,51
670,Funny,11
670,Informative,62
670,Ingenious,73
670,Inspiring,53
670,Jaw-dropping,83
670,Longwinded,13
670,OK,1
670,Obnoxious,5
670,Persuasive,7
670,Unconvincing,5
671,Beautiful,29
671,Confusing,17
671,Courageous,52
671,Fascinating,53
671,Funny,32
671,Informative,29
671,Ingenious,44
671,Inspiring,35
671,Jaw-dropping,27
671,Longwinded,12
671,OK,2
671,Obnoxious,8
671,Persuasive,55
671,Unconvincing,7
672,Beautiful,49
672,Confusing,149
672,Courageous,6
672,Fascinating,66
672,Funny,98
672,Informative,59
672,Ingenious,144
672,Inspiring,93
672,Jaw-dropping,99
672,Longwinded,16
672,OK,114
672,Obnoxious,84
672,Persuasive,98
672,Unconvincing,22
673,Beautiful,32
673,Confusing,20
673,Courageous,33
673,Fascinating,26
673,Funny,30
673,Informative,14
673,Ingenious,30
673,Inspiring,2
673,Jaw-dropping,35
673,Longwinded,20
673,OK,19
673,Obnoxious,29
673,Persuasive,14
674,Beautiful,21
674,Confusing,22
674,Courageous,33
674,Fascinating,51
674,Funny,44
674,Informative,44
674,Ingenious,50
674,Inspiring,43
674,Jaw-dropping,18
674,Longwinded,16
674,Obnoxious,50
674,Persuasive,53
674,Unconvincing,10
675,Beautiful,11
675,Courageous,67
675,Fascinating,66
675,Funny,56
675,Informative,63
675,Ingenious,64
675,Inspiring,56
675,Jaw-dropping,64
675,Longwinded,14
675,Persuasive,59
675,Unconvincing,39
676,Beautiful,45
676,Confusing,8
676,Courageous,27
676,Fascinating,36
676,Funny,47
676,Informative,17
676,Ingenious,40
676,Inspiring,49
676,Jaw-dropping,21
676,Longwinded,6
676,OK,31
676,Obnoxious,1
676,Persuasive,49
676,Unconvincing,2
677,Beautiful,185
677,Confusing,4
677,Courageous,143
677,Fascinating,33
677,Funny,81
677,Informative,57
677,Ingenious,217
677,Inspiring,41
677,Jaw-dropping,181
677,Longwinded,126
677,OK,18
677,Obnoxious,5
677,Persuasive,190
677,Unconvincing,22
678,Beautiful,9
678,Confusing,7
678,Courageous,24
678,Fascinating,21
678,Funny,23
678,Informative,20
678,Ingenious,20
678,Inspiring,25
678,Jaw-dropping,19
678,Longwinded,25
678,OK,20
678,Obnoxious,3
678,Persuasive,14
678,Unconvincing,17
679,Beautiful,59
679,Confusing,2
679,Courageous,67
679,Fascinating,30
679,Funny,35
679,Informative,96
679,Ingenious,37
679,Inspiring,45
679,Jaw-dropping,14
679,Longwinded,16
679,OK,55
679,Obnoxious,96
679,Persuasive,43
679,Unconvincing,23
680,Beautiful,76
680,Confusing,37
680,Courageous,73
680,Fascinating,106
680,Funny,124
680,Informative,71
680,Ingenious,86
680,Inspiring,85
680,Jaw-dropping,69
680,Longwinded,125
680,OK,76
680,Obnoxious,44
680,Persuasive,77
680,Unconvincing,19
681,Beautiful,38
681,Confusing,18
681,Courageous,37
681,Fascinating,56
681,Funny,47
681,Informative,31
681,Ingenious,55
681,Inspiring,51
681,Jaw-dropping,44
681,OK,17
681,Persuasive,54
681,Unconvincing,41
682,Beautiful,40
682,Confusing,29
682,Courageous,4
682,Fascinating,57
682,Funny,55
682,Informative,50
682,Ingenious,22
682,Inspiring,32
682,Jaw-dropping,34
682,Longwinded,22
682,OK,4
682,Obnoxious,17
682,Persuasive,39
682,Unconvincing,6
683,Beautiful,128
683,Confusing,148
683,Courageous,161
683,Fascinating,211
683,Funny,234
683,Informative,210
683,Ingenious,89
683,Inspiring,203
683,Jaw-dropping,214
683,Longwinded,185
683,OK,31
683,Obnoxious,5
683,Persuasive,199
683,Unconvincing,71
684,Beautiful,170
684,Confusing,9
684,Courageous,112
684,Fascinating,149
684,Funny,21
684,Informative,118
684,Ingenious,126
684,Inspiring,82
684,Jaw-dropping,98
684,Longwinded,98
684,OK,39
684,Persuasive,131
684,Unconvincing,3
685,Beautiful,738
685,Confusing,437
685,Courageous,661
685,Fascinating,440
685,Funny,316
685,Informative,674
685,Ingenious,415
685,Inspiring,703
685,Jaw-dropping,682
685,Longwinded,379
685,OK,273
685,Obnoxious,296
685,Persuasive,647
685,Unconvincing,108
686,Beautiful,3
686,Confusing,9
686,Courageous,8
686,Fascinating,2
686,Funny,10
686,Informative,8
686,Ingenious,11
686,Inspiring,6
686,Jaw-dropping,9
686,OK,3
686,Obnoxious,11
686,Persuasive,7
686,Unconvincing,10
687,Beautiful,63
687,Confusing,43
687,Courageous,57
687,Fascinating,107
687,Funny,66
687,Informative,44
687,Ingenious,97
687,Inspiring,80
687,Jaw-dropping,59
687,Longwinded,1
687,OK,68
687,Obnoxious,2
687,Persuasive,89
687,Unconvincing,5
688,Beautiful,44
688,Confusing,2
688,Courageous,42
688,Fascinating,14
688,Funny,26
688,Informative,25
688,Ingenious,1
688,Inspiring,45
688,Jaw-dropping,10
688,Longwinded,22
688,Obnoxious,9
688,Persuasive,26
688,Unconvincing,27
689,Beautiful,41
689,Confusing,12
689,Courageous,66
689,Fascinating,83
689,Funny,67
689,Informative,24
689,Ingenious,53
689,Inspiring,73
689,Jaw-dropping,82
689,Longwinded,10
689,OK,3
689,Obnoxious,16
689,Persuasive,84
690,Beautiful,31
690,Confusing,11
690,Courageous,22
690,Fascinating,28
690,Funny,34
690,Informative,32
690,Ingenious,27
690,Inspiring,13
690,Jaw-dropping,33
690,Longwinded,28
690,OK,26
690,Obnoxious,1
690,Persuasive,12
690,Unconvincing,6
691,Beautiful,145
691,Confusing,61
691,Courageous,247
691,Fascinating,134
691,Funny,38
691,Informative,235
691,Ingenious,242
691,Inspiring,254
691,Jaw-dropping,221
691,Longwinded,20
691,OK,129
691,Obnoxious,230
691,Persuasive,184
691,Unconvincing,128
692,Beautiful,85
692,Confusing,87
692,Courageous,87
692,Fascinating,75
692,Funny,65
692,Informative,129
692,Ingenious,39
692,Inspiring,129
692,Jaw-dropping,48
692,Longwinded,80
692,OK,126
692,Obnoxious,37
692,Persuasive,96
692,Unconvincing,1
693,Beautiful,85
693,Confusing,33
693,Courageous,121
693,Fascinating,101
693,Funny,107
693,Informative,112
693,Ingenious,87
693,Inspiring,91
693,Jaw-dropping,75
693,Longwinded,99
693,OK,119
693,Obnoxious,24
693,Persuasive,95
693,Unconvincing,22
694,Beautiful,46
694,Confusing,2
694,Courageous,73
694,Fascinating,38
694,Funny,30
694,Informative,69
694,Ingenious,44
694,Inspiring,39
694,Jaw-dropping,46
694,Longwinded,14
694,OK,60
694,Obnoxious,36
694,Persuasive,39
694,Unconvincing,48
695,Beautiful,25
695,Confusing,26
695,Courageous,25
695,Fascinating,24
695,Funny,29
695,Informative,26
695,Ingenious,29
695,Inspiring,22
695,Jaw-dropping,24
695,Longwinded,11
695,Obnoxious,28
695,Persuasive,30
696,Beautiful,99
696,Confusing,144
696,Courageous,145
696,Fascinating,160
696,Funny,158
696,Informative,143
696,Ingenious,159
696,Inspiring,167
696,Jaw-dropping,87
696,Longwinded,5
696,OK,25
696,Persuasive,121
696,Unconvincing,6
697,Beautiful,26
697,Confusing,9
697,Courageous,18
697,Fascinating,30
697,Funny,24
697,Informative,28
697,Ingenious,25
697,Inspiring,12
697,Jaw-dropping,25
697,OK,7
697,Obnoxious,5
697,Persuasive,22
697,Unconvincing,8
698,Beautiful,63
698,Confusing,14
698,Courageous,52
698,Fascinating,88
698,Funny,44
698,Informative,74
698,Ingenious,95
698,Inspiring,80
698,Jaw-dropping,93
698,Longwinded,41
698,OK,3
698,Obnoxious,22
698,Persuasive,96
698,Unconvincing,1
699,Beautiful,71
699,Confusing,149
699,Courageous,123
699,Fascinating,174
699,Funny,72
699,Informative,164
699,Ingenious,156
699,Inspiring,230
699,Jaw-dropping,193
699,Longwinded,108
699,OK,236
699,Obnoxious,43
699,Persuasive,231
699,Unconvincing,47
700,Beautiful,171
700,Confusing,15
700,Courageous,180
700,Fascinating,135
700,Funny,214
700,Informative,65
700,Ingenious,187
700,Inspiring,226
700,Jaw-dropping,152
700,Longwinded,51
700,OK,214
700,Obnoxious,14
700,Persuasive,194
700,Unconvincing,20
701,Beautiful,833
701,Confusing,73
701,Courageous,902
701,Fascinating,303
701,Funny,399
701,Informative,291
701,Ingenious,644
701,Inspiring,923
701,Jaw-dropping,867
701,Longwinded,577
701,OK,484
701,Obnoxious,508
701,Persuasive,170
701,Unconvincing,82
702,Beautiful,216
702,Confusing,82
702,Courageous,116
702,Fascinating,361
702,Funny,478
702,Informative,521
702,Ingenious,460
702,Inspiring,642
702,Jaw-dropping,357
702,Longwinded,647
702,OK,206
702,Obnoxious,57
702,Persuasive,584
702,Unconvincing,273
703,Beautiful,296
703,Confusing,159
703,Courageous,175
703,Fascinating,181
703,Funny,414
703,Informative,104
703,Ingenious,383
703,Inspiring,322
703,Jaw-dropping,350
703,Longwinded,122
703,OK,34
703,Obnoxious,149
703,Persuasive,164
703,Unconvincing,206
704,Beautiful,44
704,Confusing,52
704,Courageous,97
704,Fascinating,51
704,Funny,27
704,Informative,90
704,Ingenious,72
704,Inspiring,98
704,Jaw-dropping,81
704,Longwinded,3
704,OK,80
704,Obnoxious,1
704,Persuasive,95
704,Unconvincing,27
705,Beautiful,119
705,Courageous,37
705,Fascinating,101
705,Funny,65
705,Informative,121
705,Ingenious,78
705,Inspiring,86
705,Jaw-dropping,80
705,Longwinded,80
705,OK,65
705,Obnoxious,2
705,Persuasive,34
705,Unconvincing,46
706,Beautiful,130
706,Confusing,13
706,Courageous,29
706,Fascinating,63
706,Funny,113
706,Informative,80
706,Ingenious,103
706,Inspiring,65
706,Jaw-dropping,83
706,Longwinded,3
706,Obnoxious,13
706,Persuasive,130
706,Unconvincing,5
707,Beautiful,112
707,Confusing,288
707,Courageous,474
707,Fascinating,372
707,Funny,399
707,Informative,480
707,Ingenious,105
707,Inspiring,97
707,Jaw-dropping,172
707,Longwinded,2
707,OK,359
707,Obnoxious,378
707,Persuasive,454
707,Unconvincing,53
708,Beautiful,4
708,Courageous,9
708,Fascinating,5
708,Funny,12
708,Informative,12
708,Ingenious,11
708,Inspiring,8
708,Jaw-dropping,9
708,Longwinded,9
708,OK,6
708,Persuasive,7
708,Unconvincing,11
709,Beautiful,475
709,Confusing,3
709,Courageous,141
709,Fascinating,588
709,Funny,405
709,Informative,466
709,Ingenious,258
709,Inspiring,600
709,Jaw-dropping,263
709,Longwinded,74
709,OK,448
709,Obnoxious,546
709,Persuasive,454
709,Unconvincing,564
710,Beautiful,44
710,Confusing,7
710,Courageous,31
710,Fascinating,70
710,Funny,59
710,Informative,72
710,Ingenious,39
710,Inspiring,75
710,Jaw-dropping,35
710,Longwinded,12
710,OK,20
710,Obnoxious,18
710,Persuasive,60
711,Beautiful,31
711,Confusing,22
711,Courageous,167
711,Fascinating,116
711,Funny,62
711,Informative,100
711,Ingenious,138
711,Inspiring,130
711,Jaw-dropping,177
711,Longwinded,167
711,OK,174
711,Persuasive,158
712,Beautiful,170
712,Confusing,1
712,Courageous,160
712,Fascinating,26
712,Funny,56
712,Informative,109
712,Ingenious,79
712,Inspiring,169
712,Jaw-dropping,132
712,Longwinded,155
712,OK,1
712,Obnoxious,36
712,Persuasive,169
712,Unconvincing,134
713,Beautiful,127
713,Confusing,163
713,Courageous,152
713,Fascinating,138
713,Funny,103
713,Informative,142
713,Ingenious,64
713,Inspiring,149
713,Jaw-dropping,151
713,Longwinded,39
713,OK,7
713,Obnoxious,24
713,Persuasive,90
714,Beautiful,35
714,Confusing,53
714,Courageous,17
714,Fascinating,42
714,Funny,50
714,Informative,36
714,Ingenious,31
714,Inspiring,54
714,Jaw-dropping,5
714,Longwinded,19
714,OK,2
714,Persuasive,44
714,Unconvincing,7
715,Beautiful,112
715,Confusing,155
715,Courageous,33
715,Fascinating,142
715,Funny,192
715,Informative,71
715,Ingenious,122
715,Inspiring,138
715,Jaw-dropping,100
715,Longwinded,79
715,Obnoxious,28
715,Persuasive,177
715,Unconvincing,7
716,Beautiful,44
716,Confusing,32
716,Courageous,100
716,Fascinating,30
716,Funny,61
716,Informative,72
716,Ingenious,111
716,Inspiring,74
716,Jaw-dropping,96
716,Longwinded,23
716,OK,52
716,Obnoxious,103
716,Persuasive,46
716,Unconvincing,20
717,Beautiful,106
717,Courageous,130
717,Fascinating,140
717,Funny,75
717,Informative,99
717,Ingenious,113
717,Inspiring,164
717,Jaw-dropping,136
717,Longwinded,33
717,OK,48
717,Obnoxious,2
717,Persuasive,150
717,Unconvincing,7
718,Beautiful,10
718,Courageous,175
718,Fascinating,215
718,Funny,131
718,Informative,157
718,Ingenious,173
718,Inspiring,32
718,Jaw-dropping,165
718,OK,104
718,Obnoxious,19
718,Persuasive,141
718,Unconvincing,96
719,Beautiful,19
719,Confusing,15
719,Courageous,67
719,Fascinating,89
719,Funny,99
719,Informative,96
719,Ingenious,73
719,Inspiring,117
719,Jaw-dropping,84
719,Longwinded,77
719,OK,16
719,Obnoxious,21
719,Persuasive,113
719,Unconvincing,25
720,Beautiful,12
720,Confusing,2
720,Courageous,20
720,Fascinating,20
720,Funny,5
720,Informative,21
720,Ingenious,19
720,Inspiring,14
720,Jaw-dropping,11
720,OK,1
720,Obnoxious,15
720,Persuasive,21
721,Beautiful,2338
721,Courageous,2363
721,Fascinating,1064
721,Funny,2603
721,Informative,1861
721,Ingenious,1094
721,Inspiring,544
721,Jaw-dropping,2078
721,Longwinded,226
721,OK,709
721,Obnoxious,207
721,Persuasive,553
721,Unconvincing,2469
722,Beautiful,98
722,Confusing,31
722,Courageous,46
722,Fascinating,185
722,Funny,138
722,Informative,119
722,Ingenious,167
722,Inspiring,100
722,Jaw-dropping,190
722,Longwinded,182
722,OK,171
722,Obnoxious,1
722,Persuasive,203
722,Unconvincing,20
723,Beautiful,49
723,Confusing,7
723,Courageous,88
723,Fascinating,35
723,Funny,50
723,Informative,31
723,Ingenious,61
723,Inspiring,64
723,Jaw-dropping,71
723,Longwinded,75
723,OK,24
723,Obnoxious,82
723,Persuasive,98
723,Unconvincing,41
724,Beautiful,623
724,Confusing,493
724,Courageous,538
724,Fascinating,611
724,Funny,324
724,Informative,846
724,Ingenious,258
724,Inspiring,289
724,Jaw-dropping,856
724,Longwinded,50
724,OK,633
724,Obnoxious,193
724,Persuasive,726
724,Unconvincing,824
725,Beautiful,157
725,Confusing,21
725,Courageous,91
725,Fascinating,148
725,Funny,80
725,Informative,116
725,Ingenious,108
725,Inspiring,117
725,Jaw-dropping,103
725,Longwinded,86
725,OK,14
725,Obnoxious,131
725,Persuasive,134
725,Unconvincing,1
726,Beautiful,43
726,Confusing,9
726,Courageous,36
726,Fascinating,39
726,Funny,24
726,Informative,36
726,Ingenious,37
726,Inspiring,43
726,Jaw-dropping,39
726,Longwinded,2
726,OK,1
726,Persuasive,22
726,Unconvincing,1
727,Beautiful,50
727,Confusing,10
727,Courageous,56
727,Fascinating,62
727,Funny,34
727,Informative,74
727,Ingenious,54
727,Inspiring,50
727,Jaw-dropping,67
727,Longwinded,57
727,OK,58
727,Obnoxious,3
727,Persuasive,47
727,Unconvincing,16
728,Beautiful,752
728,Confusing,5
728,Courageous,789
728,Fascinating,816
728,Funny,842
728,Informative,627
728,Ingenious,374
728,Inspiring,893
728,Jaw-dropping,402
728,Longwinded,134
728,OK,28
728,Obnoxious,210
728,Persuasive,588
728,Unconvincing,412
729,Beautiful,42
729,Confusing,1
729,Courageous,34
729,Fascinating,14
729,Funny,30
729,Informative,19
729,Ingenious,15
729,Inspiring,30
729,Jaw-dropping,43
729,Longwinded,3
729,OK,28
729,Persuasive,34
729,Unconvincing,3
730,Beautiful,47
730,Courageous,39
730,Fascinating,49
730,Funny,52
730,Informative,18
730,Ingenious,22
730,Inspiring,34
730,Jaw-dropping,45
730,Longwinded,8
730,OK,1
730,Obnoxious,43
730,Persuasive,52
730,Unconvincing,1
731,Beautiful,69
731,Confusing,38
731,Courageous,49
731,Fascinating,38
731,Funny,18
731,Informative,73
731,Ingenious,80
731,Inspiring,88
731,Jaw-dropping,119
731,OK,24
731,Persuasive,47
731,Unconvincing,79
732,Beautiful,205
732,Confusing,201
732,Courageous,132
732,Fascinating,230
732,Funny,243
732,Informative,252
732,Ingenious,224
732,Inspiring,146
732,Jaw-dropping,100
732,Longwinded,20
732,OK,239
732,Obnoxious,161
732,Persuasive,229
732,Unconvincing,53
733,Beautiful,13
733,Courageous,31
733,Fascinating,13
733,Funny,36
733,Informative,11
733,Ingenious,47
733,Inspiring,37
733,Jaw-dropping,28
733,OK,35
733,Persuasive,36
733,Unconvincing,27
734,Beautiful,22
734,Confusing,6
734,Courageous,26
734,Fascinating,23
734,Funny,30
734,Informative,13
734,Ingenious,26
734,Inspiring,19
734,Jaw-dropping,22
734,Persuasive,22
734,Unconvincing,14
735,Beautiful,155
735,Confusing,36
735,Courageous,51
735,Fascinating,35
735,Funny,140
735,Informative,35
735,Ingenious,143
735,Inspiring,93
735,Jaw-dropping,154
735,Longwinded,15
735,OK,136
735,Obnoxious,40
735,Persuasive,148
735,Unconvincing,8
736,Beautiful,179
736,Courageous,248
736,Fascinating,125
736,Funny,167
736,Informative,180
736,Ingenious,192
736,Inspiring,226
736,Jaw-dropping,170
736,Longwinded,41
736,OK,253
736,Obnoxious,96
736,Persuasive,186
736,Unconvincing,13
737,Beautiful,351
737,Confusing,49
737,Courageous,420
737,Fascinating,371
737,Funny,529
737,Informative,305
737,Ingenious,485
737,Inspiring,549
737,Jaw-dropping,150
737,Longwinded,157
737,OK,374
737,Obnoxious,281
737,Persuasive,217
737,Unconvincing,11
738,Beautiful,193
738,Confusing,83
738,Courageous,67
738,Fascinating,169
738,Funny,145
738,Informative,70
738,Ingenious,252
738,Inspiring,152
738,Jaw-dropping,238
738,Longwinded,82
738,OK,67
738,Obnoxious,226
738,Persuasive,153
738,Unconvincing,185
739,Beautiful,67
739,Confusing,84
739,Courageous,72
739,Fascinating,85
739,Funny,38
739,Informative,20
739,Ingenious,66
739,Inspiring,69
739,Jaw-dropping,54
739,Longwinded,23
739,OK,17
739,Persuasive,73
739,Unconvincing,48
740,Beautiful,150
740,Confusing,1
740,Courageous,142
740,Fascinating,132
740,Funny,165
740,Informative,109
740,Ingenious,163
740,Inspiring,77
740,Jaw-dropping,83
740,Longwinded,1
740,OK,2
740,Obnoxious,9
740,Persuasive,163
740,Unconvincing,90
741,Beautiful,159
741,Confusing,1
741,Courageous,129
741,Fascinating,58
741,Funny,171
741,Informative,93
741,Ingenious,181
741,Inspiring,78
741,Jaw-dropping,184
741,Longwinded,107
741,OK,35
741,Obnoxious,113
741,Persuasive,178
741,Unconvincing,189
742,Beautiful,289
742,Confusing,195
742,Courageous,259
742,Fascinating,237
742,Funny,109
742,Informative,281
742,Ingenious,176
742,Inspiring,139
742,Jaw-dropping,254
742,Longwinded,87
742,OK,160
742,Obnoxious,2
742,Persuasive,158
742,Unconvincing,56
743,Beautiful,183
743,Courageous,131
743,Fascinating,101
743,Funny,157
743,Informative,155
743,Ingenious,93
743,Inspiring,153
743,Jaw-dropping,60
743,Longwinded,57
743,OK,4
743,Obnoxious,25
743,Persuasive,180
743,Unconvincing,92
744,Beautiful,17
744,Confusing,24
744,Courageous,27
744,Fascinating,22
744,Funny,20
744,Informative,21
744,Ingenious,24
744,Inspiring,28
744,Jaw-dropping,27
744,Longwinded,12
744,Obnoxious,9
744,Persuasive,28
744,Unconvincing,7
745,Beautiful,327
745,Confusing,224
745,Courageous,412
745,Fascinating,382
745,Funny,357
745,Informative,218
745,Ingenious,463
745,Inspiring,126
745,Jaw-dropping,54
745,Longwinded,42
745,OK,49
745,Obnoxious,281
745,Persuasive,470
745,Unconvincing,123
746,Beautiful,30
746,Confusing,20
746,Courageous,38
746,Fascinating,25
746,Funny,37
746,Informative,34
746,Ingenious,39
746,Inspiring,30
746,Jaw-dropping,42
746,Longwinded,28
746,OK,26
746,Obnoxious,26
746,Persuasive,26
747,Beautiful,102
747,Confusing,7
747,Courageous,122
747,Fascinating,35
747,Funny,76
747,Informative,144
747,Ingenious,138
747,Inspiring,58
747,Jaw-dropping,43
747,Longwinded,13
747,OK,88
747,Obnoxious,5
747,Persuasive,135
747,Unconvincing,45
748,Beautiful,35
748,Confusing,3
748,Courageous,40
748,Fascinating,40
748,Funny,34
748,Informative,30
748,Ingenious,35
748,Inspiring,11
748,Jaw-dropping,29
748,Longwinded,16
748,OK,3
748,Obnoxious,28
748,Persuasive,30
748,Unconvincing,6
749,Beautiful,76
749,Confusing,31
749,Courageous,140
749,Fascinating,43
749,Funny,66
749,Informative,107
749,Ingenious,142
749,Inspiring,130
749,Jaw-dropping,54
749,Longwinded,5
749,OK,6
749,Obnoxious,79
749,Persuasive,61
749,Unconvincing,32
750,Beautiful,293
750,Confusing,445
750,Courageous,412
750,Fascinating,191
750,Funny,346
750,Informative,134
750,Ingenious,186
750,Inspiring,291
750,Jaw-dropping,459
750,Longwinded,126
750,OK,102
750,Obnoxious,164
750,Persuasive,433
750,Unconvincing,86
751,Beautiful,31
751,Confusing,9
751,Courageous,37
751,Fascinating,35
751,Funny,52
751,Informative,78
751,Ingenious,65
751,Inspiring,70
751,Jaw-dropping,73
751,Longwinded,55
751,OK,45
751,Obnoxious,24
751,Persuasive,87
751,Unconvincing,16
752,Beautiful,2101
752,Confusing,111
752,Courageous,1549
752,Fascinating,2292
752,Funny,2587
752,Informative,1087
752,Ingenious,2194
752,Inspiring,2719
752,Jaw-dropping,1864
752,Longwinded,52
752,OK,650
752,Obnoxious,808
752,Persuasive,2582
752,Unconvincing,374
753,Beautiful,76
753,Confusing,29
753,Courageous,66
753,Fascinating,80
753,Funny,79
753,Informative,49
753,Ingenious,55
753,Inspiring,62
753,Jaw-dropping,82
753,Longwinded,23
753,OK,2
753,Obnoxious,69
753,Persuasive,73
753,Unconvincing,10
754,Beautiful,117
754,Confusing,232
754,Courageous,52
754,Fascinating,65
754,Funny,201
754,Informative,175
754,Ingenious,216
754,Inspiring,100
754,Jaw-dropping,241
754,Longwinded,218
754,OK,103
754,Obnoxious,182
754,Persuasive,119
754,Unconvincing,97
755,Beautiful,1184
755,Confusing,1199
755,Courageous,1154
755,Fascinating,634
755,Funny,1581
755,Informative,1789
755,Ingenious,1384
755,Inspiring,2099
755,Jaw-dropping,2107
755,Longwinded,1721
755,OK,213
755,Obnoxious,164
755,Persuasive,1851
755,Unconvincing,1320
756,Beautiful,273
756,Confusing,112
756,Courageous,253
756,Fascinating,141
756,Funny,256
756,Informative,249
756,Ingenious,216
756,Inspiring,135
756,Jaw-dropping,272
756,OK,268
756,Obnoxious,6
756,Persuasive,22
756,Unconvincing,88
757,Beautiful,52
757,Confusing,35
757,Courageous,28
757,Fascinating,57
757,Funny,41
757,Informative,68
757,Ingenious,16
757,Inspiring,13
757,Jaw-dropping,68
757,Longwinded,1
757,OK,66
757,Obnoxious,35
757,Persuasive,64
757,Unconvincing,42
758,Beautiful,125
758,Confusing,72
758,Courageous,97
758,Fascinating,281
758,Funny,156
758,Informative,90
758,Ingenious,295
758,Inspiring,272
758,Jaw-dropping,302
758,OK,79
758,Obnoxious,47
758,Persuasive,170
758,Unconvincing,9
759,Beautiful,17
759,Confusing,17
759,Courageous,64
759,Fascinating,65
759,Funny,72
759,Informative,71
759,Ingenious,64
759,Inspiring,42
759,Jaw-dropping,75
759,Obnoxious,44
759,Persuasive,46
759,Unconvincing,36
760,Beautiful,23
760,Courageous,39
760,Fascinating,47
760,Funny,47
760,Informative,56
760,Ingenious,54
760,Inspiring,49
760,Jaw-dropping,57
760,Longwinded,14
760,OK,5
760,Obnoxious,21
760,Persuasive,39
760,Unconvincing,35
761,Beautiful,15
761,Confusing,2
761,Courageous,5
761,Fascinating,7
761,Funny,23
761,Informative,28
761,Ingenious,24
761,Inspiring,17
761,Jaw-dropping,24
761,Longwinded,12
761,OK,24
761,Obnoxious,2
761,Persuasive,27
761,Unconvincing,11
762,Beautiful,1
762,Confusing,3
762,Courageous,4
762,Fascinating,5
762,Funny,6
762,Informative,4
762,Ingenious,5
762,Inspiring,4
762,Jaw-dropping,5
762,Longwinded,3
762,OK,2
762,Obnoxious,3
762,Persuasive,5
