talk_id,title,speaker,speaker_occupation,num_speakers,event,event_year,event_city,is_main_conference,recorded_date,published_date,duration_sec,views,comments,languages
2590,Почему мы не работают,Mira Haugen,режиссёр,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-06-04,2013-10-01,1131,1655288,140,30
358,Каким образом мозг молчат,Hugo Lindqvist,антрополог,1,TEDWomen 2013,2013,San Francisco,1,2013-04-05,2013-10-02,221,4141612,410,26
2193,Почему суды держат нас вместе,Peter Castillo,программист,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-09-03,2013-10-02,660,642601,226,26
2156,"Зачем энергия опаснее, чем принято думать",Ana Castillo,философ,1,TED Global 2013,2013,Rio de Janeiro,1,2013-09-05,2013-10-03,429,1229058,182,6
2272,Зачем океан исчезают,Zoe Kowalski,программист,1,TED Global 2013,2013,Rio de Janeiro,1,2013-07-21,2013-10-04,1158,7218353,953,11
1374,Каким образом океан обманывают нас,David Dubois,эколог,1,TED2013,2013,Long Beach,1,2013-08-16,2013-10-05,381,2483583,323,28
529,Каким образом школы недооценены,David Castillo,,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-08-24,2013-10-06,837,710693,94,42
2510,"Отчего доверие сложнее, чем выглядят",Mira Iversen,программист,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-08-19,2013-10-08,1056,1871037,228,33
1313,Каким образом язык решают за нас,Felix Haugen,предприниматель,1,TEDWomen 2013,2013,San Francisco,1,2013-06-27,2013-10-09,413,2174330,201,21
851,Отчего данные обманывают нас,Ravi Petrov,биолог,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-09-13,2013-10-17,1366,3484657,387,47
1613,Каким образом реки стоят дороже,Yuki Dubois,астроном,1,TED2013,2013,Long Beach,1,2013-04-18,2013-10-23,332,1110956,99,31
2410,Что гены нуждаются в защите,Alex Kaplan,историк,1,TED Global 2013,2013,Rio de Janeiro,1,2013-08-27,2013-10-23,1179,4230071,389,27
847,Зачем работа стоят дороже,Felix Moreau,инженер,1,TEDWomen 2013,2013,San Francisco,1,2013-08-05,2013-10-29,1193,4589836,455,50
2012,Зачем привычки устроены не так,Iris Silva,,1,TEDWomen 2013,2013,San Francisco,1,2013-09-27,2013-11-03,254,267049,25,19
2165,Что деньги нуждаются в защите,Mira Nilsen,программист,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-08-02,2013-11-03,223,2785979,476,31
150,Каким образом язык молчат,Maria Reyes,педагог,1,TEDWomen 2013,2013,San Francisco,1,2013-06-09,2013-11-09,988,3010271,420,33
2335,Каким образом нейросети требуют пересмотра,Daniel Reyes,режиссёр,3,TEDWomen 2013,2013,San Francisco,1,2013-07-01,2013-11-09,563,5008702,2220,37
2662,Зачем мозг меняют всё,Zoe Novak,дизайнер,1,TED2013,2013,Long Beach,1,2013-08-10,2013-11-12,331,2739218,406,42
2693,Зачем семьи держат нас вместе,Ana Reyes,программист,2,TEDWomen 2013,2013,San Francisco,1,2013-10-25,2013-11-13,1316,3861253,461,45
140,Зачем энергия обманывают нас,Samir Novak,предприниматель,1,TEDWomen 2013,2013,San Francisco,1,2013-07-09,2013-11-14,411,689169,105,29
1930,Почему гены работают против нас,Jonas Meyer,,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-10-26,2013-11-14,782,373461,41,21
195,"Отчего космос опаснее, чем принято думать",Jonas Nakamura,психолог,1,TEDWomen 2013,2013,San Francisco,1,2013-08-08,2013-11-16,282,3376283,315,26
2431,Что мы зависят от нас,Liam Bauer,художник,1,TED2013,2013,Long Beach,1,2013-10-21,2013-11-16,470,1942262,246,18
94,Как старение недооценены,David Moreau,экономист,1,TED2013,2013,Long Beach,1,2013-05-24,2013-11-17,1133,6912899,663,38
2046,Каким образом дети зависят от нас,Omar Novak,математик,1,TED2013,2013,Long Beach,1,2013-05-03,2013-11-18,1375,2450145,273,18
654,Почему страх говорят правду,Aisha Kaplan,философ,1,TED Global 2013,2013,Rio de Janeiro,1,2013-07-10,2013-11-26,151,500081,55,17
1510,Зачем время исчезают,Maria Dubois,журналист,1,TED2013,2013,Long Beach,1,2013-06-14,2013-11-29,859,887703,121,29
520,"Как деньги важнее, чем кажется",Omar Silva,эколог,1,TED2013,2013,Long Beach,1,2013-07-25,2013-12-03,554,1653138,181,18
1604,Почему роботы возвращаются,Kira Iversen,нейробиолог,1,TED2013,2013,Long Beach,1,2013-09-19,2013-12-06,735,5741512,1583,32
2500,Зачем врачи определяют будущее,Maria Moreau,антрополог,1,TED2013,2013,Long Beach,1,2013-06-02,2013-12-06,914,426274,66,14
1038,Как леса нуждаются в защите,Zoe Nilsen,астроном,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-09-28,2013-12-10,834,938097,127,12
2102,Что космос молчат,Ana Moreau,художник,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-07-07,2013-12-10,364,2282031,460,13
1322,Отчего доверие работают против нас,Lucia Novak,предприниматель,1,TEDWomen 2013,2013,San Francisco,1,2013-06-07,2013-12-14,659,920677,76,31
1358,Почему космос требуют пересмотра,Ana Nilsen,нейробиолог,2,TEDWomen 2013,2013,San Francisco,1,2013-11-14,2013-12-16,939,2290570,768,25
812,Что эмоции требуют пересмотра,Lucia Reyes,юрист,1,TED2013,2013,Long Beach,1,2013-07-27,2013-12-17,0,2960261,363,33
1158,Что сон молчат,Zoe Almeida,математик,1,TED2013,2013,Long Beach,1,2013-10-13,2013-12-17,205,3163317,341,24
2559,Что мозг возвращаются,Alex Dubois,,1,TED2013,2013,Long Beach,1,2013-11-17,2013-12-17,242,4716225,1677,37
11,Почему архитектура молчат,Tom Kaplan,музыкант,2,TEDWomen 2013,2013,San Francisco,1,2013-10-09,2013-12-19,1174,442746,36,41
34,"Почему привычки опаснее, чем принято думать",Hugo Lindqvist,астроном,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-06-08,2013-12-21,753,7614795,1065,15
311,Зачем океан стали другими,John Castillo,писатель,1,TED2013,2013,Long Beach,1,2013-08-04,2013-12-21,960,322711,71,35
932,Отчего бактерии недооценены,Liam Kaplan,писатель,1,TEDWomen 2013,2013,San Francisco,1,2013-10-13,2013-12-24,688,8664239,903,10
1051,"Почему привычки важнее, чем кажется",Nora Adeyemi,инженер,1,TED2013,2013,Long Beach,1,2013-12-05,2013-12-25,653,2322995,296,44
1190,Почему мы заслуживают внимания,Lena Haugen,дизайнер,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-08-21,2013-12-27,668,2927650,362,26
451,Почему роботы стоят дороже,Elif Castillo,экономист,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-09-05,2014-01-02,892,4455574,488,35
1888,Почему память заслуживают внимания,Emma Ferrari,педагог,1,TED2013,2013,Long Beach,1,2013-10-28,2014-01-02,1152,1442856,156,28
2320,Отчего мы стоят дороже,David Dubois,музыкант,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-12-21,2014-01-02,571,6836253,687,42
2596,Отчего климат говорят правду,Mira Vargas,эколог,1,TED Global 2013,2013,Rio de Janeiro,1,2013-10-18,2014-01-02,1054,7563004,737,43
2574,Каким образом гены говорят правду,Iris Berger,,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-12-08,2014-01-04,383,799323,355,11
1287,Что дети исчезают,Daniel Meyer,предприниматель,1,TED2013,2013,Long Beach,1,2013-09-02,2014-01-06,444,7028917,1197,32
352,Зачем доверие решают за нас,Carlos Almeida,нейробиолог,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-08-28,2014-01-08,962,2280457,462,19
2467,Почему школы возвращаются,Lena Reyes,историк,1,TED Global 2013,2013,Rio de Janeiro,1,2013-12-13,2014-01-08,1199,8736952,816,19
245,Отчего медицина молчат,Zoe Dubois,художник,1,TED2013,2013,Long Beach,1,2013-10-23,2014-01-09,1093,2113040,198,23
493,Каким образом данные решают за нас,Liam Hassan,,1,TED2013,2013,Long Beach,1,2013-12-09,2014-01-09,223,528477,67,27
1428,Почему реки заслуживают внимания,Peter Meyer,биолог,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-07-17,2014-01-09,640,3268722,302,18
1750,Зачем музыка заслуживают внимания,Hugo Kowalski,педагог,1,TED Global 2013,2013,Rio de Janeiro,1,2013-09-26,2014-01-10,432,6160242,2263,44
10,"Каким образом леса сложнее, чем выглядят",Emma Ferrari,художник,1,TEDWomen 2013,2013,San Francisco,1,2013-09-27,2014-01-11,1104,681545,72,20
1805,Почему мозг зависят от нас,Omar Meyer,антрополог,1,TED2013,2013,Long Beach,1,2013-11-01,2014-01-11,315,3002282,445,18
232,Зачем леса недооценены,Elif Haugen,дизайнер,1,TED2013,2013,Long Beach,1,2013-08-10,2014-01-16,999,295195,53,19
997,Как архитектура держат нас вместе,David Hassan,активист,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-12-19,2014-01-18,721,2167614,281,25
1280,Как роботы нуждаются в защите,Ines Nakamura,архитектор,1,TED Global 2013,2013,Rio de Janeiro,1,2013-10-26,2014-01-18,349,2287918,517,38
1457,Каким образом космос держат нас вместе,Daniel Bauer,экономист,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-08-16,2014-01-18,788,2480382,1014,24
1844,Как сон исчезают,Tom Fischer,эколог,1,TED2013,2013,Long Beach,1,2013-09-10,2014-01-19,271,1533937,183,27
2002,Почему память стоят дороже,John Reyes,архитектор,1,TEDWomen 2013,2013,San Francisco,1,2013-09-13,2014-01-20,1212,11007271,974,28
841,Зачем язык исчезают,Carlos Adeyemi,психолог,1,TED2013,2013,Long Beach,1,2013-07-06,2014-01-22,597,569541,171,22
1143,Зачем дети устроены не так,Nora Novak,архитектор,1,TEDWomen 2013,2013,San Francisco,1,2013-09-23,2014-01-23,434,6798067,974,25
1079,Как работа возвращаются,Mira Almeida,физик,1,TED Global 2013,2013,Rio de Janeiro,1,2013-07-14,2014-01-26,1090,596941,55,16
2006,Зачем дети недооценены,Jonas Castillo,активист,1,TED Global 2013,2013,Rio de Janeiro,1,2013-10-11,2014-01-28,430,483201,76,41
448,"Что данные важнее, чем кажется",Tom Iversen,физик,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-11-22,2014-02-04,405,5041959,1363,28
2240,"Что сон важнее, чем кажется",Noah Moreau,активист,1,TED2014,2014,Vancouver,1,2014-01-23,2014-02-04,485,14092117,1890,49
1211,Отчего деньги обманывают нас,Liam Almeida,дизайнер,1,TEDWomen 2013,2013,San Francisco,1,2013-11-17,2014-02-05,455,5636469,474,26
2525,Почему реки решают за нас,Samir Vargas,педагог,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-01-04,2014-02-06,759,1628113,136,22
2747,Что школы меняют всё,Iris Moreau,,1,TED2013,2013,Long Beach,1,2013-08-19,2014-02-06,693,855665,97,22
2455,Что одиночество возвращаются,Aisha Kowalski,эколог,1,TED Global 2013,2013,Rio de Janeiro,1,2013-08-18,2014-02-07,1254,7158904,676,32
423,Отчего дети стали другими,Yuki Nilsen,архитектор,1,TEDWomen 2013,2013,San Francisco,1,2013-11-12,2014-02-08,213,14893218,5053,36
1771,Каким образом почва устроены не так,Lena Lindqvist,музыкант,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-12-24,2014-02-09,585,534421,106,21
356,Почему алгоритмы зависят от нас,Jonas Iversen,экономист,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-12-20,2014-02-11,297,6450040,838,18
1127,Как мы молчат,Lena Kowalski,архитектор,1,TEDWomen 2013,2013,San Francisco,1,2013-10-21,2014-02-11,1004,2882775,613,21
2332,Отчего музыка меняют всё,Emma Vargas,предприниматель,1,TED2014,2014,Vancouver,1,2014-01-05,2014-02-12,365,3325606,300,27
653,Как привычки недооценены,Ana Meyer,инженер,1,TEDWomen 2013,2013,San Francisco,1,2013-09-08,2014-02-13,380,337346,51,31
1321,Почему алгоритмы определяют будущее,Liam Almeida,экономист,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-09-09,2014-02-13,641,4585711,526,27
255,Отчего гены устроены не так,Alex Castillo,активист,1,TED2013,2013,Long Beach,1,2013-10-01,2014-02-15,791,571582,78,28
528,Что школы требуют пересмотра,Nora Nakamura,нейробиолог,2,TEDWomen 2013,2013,San Francisco,1,2013-08-05,2014-02-15,1444,1513075,196,35
1650,Каким образом вирусы молчат,Tom Reyes,музыкант,1,TED2013,2013,Long Beach,1,2013-09-26,2014-02-16,699,5013651,1058,22
910,Каким образом гены устроены не так,David Meyer,астроном,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-08-13,2014-02-17,188,3734556,545,26
1533,Зачем семьи нуждаются в защите,Samir Meyer,антрополог,3,TED2013,2013,Long Beach,1,2013-11-08,2014-02-17,1011,2110695,357,46
2725,Зачем медицина обманывают нас,John Silva,журналист,1,TEDMED 2014,2014,San Francisco,1,2014-01-05,2014-02-18,779,3835501,358,12
293,Каким образом реки работают против нас,Sara Fischer,философ,1,TEDMED 2014,2014,San Francisco,1,2014-01-12,2014-02-20,387,1883623,403,35
176,Почему сон стали другими,Kira Adeyemi,архитектор,1,TED2013,2013,Long Beach,1,2013-12-07,2014-02-21,1315,1464654,159,33
1904,Как старение говорят правду,Alex Petrov,активист,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-09-28,2014-02-21,806,2143111,255,28
928,Отчего язык не работают,Sara Castillo,архитектор,1,TED2014,2014,Vancouver,1,2014-02-06,2014-02-23,630,1707967,154,10
1019,Отчего эмоции нуждаются в защите,Samir Kowalski,врач,1,TEDMED 2014,2014,San Francisco,1,2014-02-04,2014-02-26,316,1024447,152,7
64,Отчего вирусы стали другими,Felix Kowalski,дизайнер,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-12-16,2014-02-28,413,1900146,192,2
888,Каким образом суды решают за нас,Lucia Kowalski,педагог,1,TEDWomen 2013,2013,San Francisco,1,2013-09-11,2014-02-28,1126,2002716,473,24
1172,Почему алгоритмы исчезают,Lena Meyer,биолог,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-01-27,2014-03-04,342,11016567,982,25
1819,Отчего климат зависят от нас,Lucia Reyes,антрополог,1,TED2014,2014,Vancouver,1,2014-02-10,2014-03-05,415,1183865,124,26
225,Что леса заслуживают внимания,Elif Hassan,,1,TEDWomen 2013,2013,San Francisco,1,2013-12-08,2014-03-06,283,1581597,664,44
462,Что музыка зависят от нас,Ines Bauer,писатель,1,TEDWomen 2013,2013,San Francisco,1,2013-12-25,2014-03-06,394,5333890,489,41
2190,Как вирусы меняют всё,Sara Berger,историк,1,TEDWomen 2013,2013,San Francisco,1,2013-10-13,2014-03-07,239,984131,181,32
2299,Почему деньги работают против нас,Aisha Lindqvist,астроном,1,TED2013,2013,Long Beach,1,2013-09-08,2014-03-07,1088,4383043,1205,56
620,Что время решают за нас,Ines Reyes,архитектор,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-09-13,2014-03-08,1251,5927635,795,30
194,Зачем гены требуют пересмотра,Lena Novak,философ,1,TEDWomen 2013,2013,San Francisco,1,2013-09-23,2014-03-10,624,10524664,1261,44
2398,Что дети определяют будущее,Felix Moreau,астроном,1,TED Global 2013,2013,Rio de Janeiro,1,2013-09-23,2014-03-11,415,1728541,176,15
881,"Отчего работа опаснее, чем принято думать",Felix Petrov,предприниматель,1,TED2013,2013,Long Beach,1,2013-09-04,2014-03-12,999,5603767,581,19
134,Зачем музыка решают за нас,Hugo Meyer,врач,1,TEDWomen 2013,2013,San Francisco,1,2013-10-03,2014-03-13,1067,2221306,710,17
2718,"Каким образом роботы сложнее, чем выглядят",Iris Lindqvist,писатель,1,TEDWomen 2013,2013,San Francisco,1,2013-09-28,2014-03-13,644,2538967,222,39
1501,Что леса нуждаются в защите,Nora Vargas,врач,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-09-12,2014-03-16,387,186127,15,32
2253,Зачем память устроены не так,Omar Okafor,нейробиолог,1,TED Global 2013,2013,Rio de Janeiro,1,2013-10-01,2014-03-17,187,8550150,872,36
1205,Зачем вирусы молчат,Iris Fischer,педагог,2,TEDWomen 2013,2013,San Francisco,1,2013-12-11,2014-03-20,907,6290162,1384,29
362,Что эмоции устроены не так,John Haugen,математик,1,TEDWomen 2013,2013,San Francisco,1,2013-12-28,2014-03-21,381,4306417,439,39
1572,Что мозг обманывают нас,Carlos Almeida,педагог,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-01-02,2014-03-21,286,1133151,172,9
1687,Как нейросети стали другими,Emma Okafor,психолог,1,TED2013,2013,Long Beach,1,2013-12-09,2014-03-21,804,3619966,609,21
370,Зачем время говорят правду,Daniel Iversen,журналист,1,TEDMED 2014,2014,San Francisco,1,2014-02-07,2014-03-22,219,629939,64,31
914,Что нейросети работают против нас,Alex Petrov,дизайнер,1,TEDMED 2014,2014,San Francisco,1,2014-02-19,2014-03-23,438,8248069,1584,36
2203,"Отчего семьи важнее, чем кажется",John Kaplan,юрист,1,TED2013,2013,Long Beach,1,2013-12-20,2014-03-23,560,13045756,1204,22
2401,Как школы стали другими,Mira Bauer,архитектор,1,TEDWomen 2013,2013,San Francisco,1,2013-10-17,2014-03-23,1004,12882083,1586,13
948,Зачем время держат нас вместе,Lucia Reyes,педагог,1,TEDMED 2014,2014,San Francisco,1,2014-02-09,2014-03-27,382,2128699,385,19
2122,"Зачем алгоритмы важнее, чем кажется",Mira Silva,физик,2,TEDWomen 2013,2013,San Francisco,1,2013-10-22,2014-03-27,585,127240,16,30
1307,"Как энергия важнее, чем кажется",Hugo Bauer,эколог,1,TED2014,2014,Vancouver,1,2014-02-09,2014-03-28,806,6766588,610,17
1950,Как вирусы держат нас вместе,Sara Iversen,педагог,1,TEDWomen 2013,2013,San Francisco,1,2013-11-16,2014-03-28,408,4236785,1216,22
1227,Как язык обманывают нас,Nora Hassan,писатель,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-10-23,2014-03-29,420,593373,90,39
2074,Каким образом язык определяют будущее,Tom Haugen,дизайнер,1,TED2013,2013,Long Beach,1,2013-12-08,2014-03-31,408,10318181,1075,24
495,Что эмоции возвращаются,Elif Almeida,,1,TEDWomen 2013,2013,San Francisco,1,2013-11-26,2014-04-01,970,701632,240,25
732,Как города исчезают,Hugo Silva,писатель,1,TEDWomen 2013,2013,San Francisco,1,2013-12-18,2014-04-02,324,6989790,1371,34
1007,Как космос нуждаются в защите,Peter Castillo,дизайнер,1,TEDMED 2014,2014,San Francisco,1,2014-02-25,2014-04-03,914,1162045,293,31
2214,Отчего доверие меняют всё,Felix Kowalski,нейробиолог,1,TED Global 2013,2013,Rio de Janeiro,1,2013-09-15,2014-04-03,420,760192,84,27
2304,Отчего города говорят правду,Tom Lindqvist,философ,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-02-11,2014-04-03,648,1110010,323,26
2607,Как работа определяют будущее,Hugo Dubois,архитектор,3,TED2013,2013,Long Beach,1,2013-11-14,2014-04-03,1177,3473414,879,25
1786,"Зачем мы опаснее, чем принято думать",Lucia Reyes,архитектор,1,TED2014,2014,Vancouver,1,2014-02-01,2014-04-04,1143,1338299,186,35
574,Каким образом космос требуют пересмотра,Kira Kowalski,журналист,1,TED2013,2013,Long Beach,1,2013-09-26,2014-04-05,432,3766861,996,28
1625,Что время требуют пересмотра,Lena Bauer,биолог,1,TED2013,2013,Long Beach,1,2013-11-04,2014-04-05,729,5705555,504,17
472,Как вирусы работают против нас,Jonas Nilsen,предприниматель,1,TEDMED 2014,2014,San Francisco,1,2014-01-01,2014-04-07,1059,4502730,486,15
207,Зачем космос работают против нас,Felix Reyes,математик,1,TEDMED 2014,2014,San Francisco,1,2014-03-12,2014-04-09,517,1865917,266,33
613,Почему выборы требуют пересмотра,Noah Kaplan,физик,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-03-11,2014-04-09,837,2808523,262,32
1245,Каким образом города определяют будущее,Lena Adeyemi,психолог,2,TED Global 2013,2013,Rio de Janeiro,1,2013-12-25,2014-04-09,1017,607088,274,42
247,Каким образом нейросети обманывают нас,Hugo Castillo,дизайнер,1,TED2013,2013,Long Beach,1,2013-09-24,2014-04-12,951,10958318,2408,37
1669,Как суды недооценены,Aisha Ferrari,биолог,1,TEDMED 2014,2014,San Francisco,1,2014-01-03,2014-04-13,558,2113871,622,33
2553,"Как время сложнее, чем выглядят",Nora Petrov,архитектор,3,TED2014,2014,Vancouver,1,2014-01-25,2014-04-13,1329,1384508,192,31
348,Зачем вода нуждаются в защите,Daniel Kaplan,режиссёр,1,TED2014,2014,Vancouver,1,2014-03-13,2014-04-14,537,7811509,2054,36
587,"Зачем энергия сложнее, чем выглядят",Tom Petrov,философ,1,TED2013,2013,Long Beach,1,2013-10-09,2014-04-16,991,1953580,276,51
2101,"Что суды сложнее, чем выглядят",David Bauer,эколог,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-10-19,2014-04-19,1213,6462498,2387,26
234,Что климат держат нас вместе,Omar Fischer,педагог,1,TEDWomen 2013,2013,San Francisco,1,2013-10-28,2014-04-22,1067,7782536,893,33
559,"Почему границы важнее, чем кажется",Lucia Silva,врач,1,TED Global 2013,2013,Rio de Janeiro,1,2013-10-12,2014-04-30,374,1494010,218,14
709,Зачем данные устроены не так,Ravi Lindqvist,антрополог,1,TEDWomen 2013,2013,San Francisco,1,2013-12-02,2014-05-02,857,5900033,554,37
1070,Что города решают за нас,Carlos Fischer,режиссёр,1,TEDWomen 2013,2013,San Francisco,1,2013-12-09,2014-05-04,301,3449244,832,23
1413,Отчего роботы обманывают нас,Zoe Fischer,педагог,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-02-09,2014-05-04,1003,618900,69,21
1119,Отчего вирусы возвращаются,Daniel Adeyemi,программист,2,TED2014,2014,Vancouver,1,2014-03-05,2014-05-06,881,2772682,442,39
4,Каким образом данные держат нас вместе,Hugo Kaplan,программист,1,TEDMED 2014,2014,San Francisco,1,2014-02-09,2014-05-07,1075,6684713,585,32
393,Почему нейросети нуждаются в защите,Omar Moreau,архитектор,1,TED Global 2013,2013,Rio de Janeiro,1,2013-12-26,2014-05-07,371,742096,97,38
2713,Отчего океан не работают,Ines Castillo,,1,TEDMED 2014,2014,San Francisco,1,2014-03-21,2014-05-07,847,1878298,206,25
1521,"Как нейросети важнее, чем кажется",Tom Bauer,писатель,2,TED2014,2014,Vancouver,1,2014-04-20,2014-05-09,400,1519210,247,20
1440,Как нейросети не работают,Jonas Meyer,экономист,1,TED2014,2014,Vancouver,1,2014-04-16,2014-05-12,347,4757278,2133,31
2219,"Что музыка важнее, чем кажется",Nora Castillo,физик,1,TED2013,2013,Long Beach,1,2013-11-13,2014-05-14,825,1466261,165,30
503,Зачем мозг исчезают,Daniel Bauer,журналист,1,TED2014,2014,Vancouver,1,2014-02-16,2014-05-16,1030,12420269,3323,38
2377,"Почему города опаснее, чем принято думать",Ines Berger,музыкант,1,TEDGlobal 2013,2013,Rio de Janeiro,1,2013-11-12,2014-05-19,638,733783,186,32
1193,Каким образом почва зависят от нас,Ines Adeyemi,философ,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-03-05,2014-05-20,864,2341842,270,41
2648,Как архитектура зависят от нас,Maria Hassan,архитектор,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-04-25,2014-05-21,1313,2029157,407,16
414,Почему медицина исчезают,Jonas Almeida,художник,1,TEDMED 2014,2014,San Francisco,1,2014-05-10,2014-05-23,391,5897635,1607,33
360,Зачем реки возвращаются,Zoe Lindqvist,активист,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-02-28,2014-05-24,741,323785,46,28
1576,Отчего границы меняют всё,Carlos Vargas,художник,1,TED2014,2014,Vancouver,1,2014-05-12,2014-05-24,643,3180979,311,34
2132,Почему почва недооценены,Felix Lindqvist,художник,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-02-11,2014-05-24,326,4370930,612,35
568,Что суды исчезают,Maria Kowalski,врач,1,TED2014,2014,Vancouver,1,2014-05-07,2014-05-25,1062,4778411,558,36
1047,Как память устроены не так,Felix Almeida,журналист,1,TEDMED 2014,2014,San Francisco,1,2014-04-04,2014-05-25,715,1397243,146,30
2105,Почему врачи возвращаются,Lena Silva,инженер,1,TEDMED 2014,2014,San Francisco,1,2014-01-03,2014-05-25,987,1888695,678,34
85,Каким образом леса держат нас вместе,Iris Vargas,эколог,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-03-03,2014-05-26,710,543244,45,29
1511,Как границы недооценены,Mira Kaplan,биолог,1,TED2014,2014,Vancouver,1,2014-04-07,2014-05-26,418,7522677,1089,17
162,"Зачем реки сложнее, чем выглядят",Noah Vargas,писатель,1,TEDMED 2014,2014,San Francisco,1,2014-05-06,2014-05-28,1291,2057058,258,30
1657,Зачем старение исчезают,Ravi Haugen,философ,1,TEDWomen 2013,2013,San Francisco,1,2013-12-12,2014-05-28,395,1679294,182,41
1173,Как привычки стали другими,Ines Petrov,предприниматель,1,TED2014,2014,Vancouver,1,2014-02-14,2014-05-29,896,5355909,1258,34
2258,Каким образом алгоритмы молчат,Elif Almeida,эколог,1,TED2013,2013,Long Beach,1,2013-11-12,2014-05-30,375,5527304,826,24
443,Отчего одиночество молчат,Nora Dubois,журналист,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-01-24,2014-06-04,438,2361599,1041,8
2161,Отчего вирусы меняют всё,Kira Iversen,врач,1,TEDMED 2014,2014,San Francisco,1,2014-03-22,2014-06-05,300,1915478,169,30
2383,"Зачем медицина важнее, чем кажется",Aisha Vargas,педагог,3,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-02-16,2014-06-05,1087,13258338,1771,48
750,Как космос работают против нас,Noah Okafor,эколог,1,TEDMED 2014,2014,San Francisco,1,2014-05-11,2014-06-06,373,5772583,696,28
1103,Каким образом эмоции нуждаются в защите,Hugo Adeyemi,дизайнер,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-05-20,2014-06-06,694,2850770,560,13
432,"Отчего гены опаснее, чем принято думать",Lena Haugen,врач,1,TEDMED 2014,2014,San Francisco,1,2014-04-04,2014-06-07,1086,2481312,240,35
659,Как вирусы требуют пересмотра,Ana Okafor,врач,1,TEDMED 2014,2014,San Francisco,1,2014-05-14,2014-06-07,419,4289462,670,4
485,Каким образом привычки исчезают,Hugo Meyer,эколог,1,TED2014,2014,Vancouver,1,2014-04-27,2014-06-09,903,2832718,330,14
2100,Что семьи держат нас вместе,Emma Hassan,психолог,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-03-12,2014-06-12,778,1554735,210,14
1575,Каким образом школы решают за нас,Aisha Nilsen,программист,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-03-07,2014-06-14,844,1792306,334,13
1907,Зачем семьи не работают,Lucia Adeyemi,инженер,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-02-18,2014-06-14,1044,1193147,328,47
1492,Каким образом энергия стали другими,Omar Iversen,,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-05-27,2014-06-18,743,1258526,173,39
830,Каким образом деньги определяют будущее,John Iversen,,1,TED2013,2013,Long Beach,1,2013-12-28,2014-06-19,289,547094,138,42
951,Как суды стали другими,Ines Kowalski,программист,1,TED2013,2013,Long Beach,1,2013-12-24,2014-06-19,278,6474492,648,23
1895,Каким образом границы стали другими,Omar Reyes,режиссёр,1,TED2014,2014,Vancouver,1,2014-03-02,2014-06-19,1032,780797,71,31
387,Каким образом эмоции молчат,Lena Moreau,врач,1,TED2013,2013,Long Beach,1,2013-12-07,2014-06-23,1062,773366,171,7
