object_id,name,category,is_chain,district,okrug,seats,avg_bill,rating,reviews_count,hours,lat,lon
2602,Зелёный очаг 2602,кафе,0,Бутырский,СВАО,51,760.0,4.9,82,08:00-22:00,55.901301,37.437054
2603,Городской подвал 2603,кафе,0,Текстильщики,ЮВАО,16,500.0,3.4,11,09:00-23:00,55.574021,37.513766
2604,Шоколадница,кофейня,1,Пресненский,ЦАО,12,530.0,нет данных,82,круглосуточно,55.760357,37.774508
2605,Вечерний дворик 2605,бар,0,Марьино,ЮВАО,24,1610.0,3.7,105,,55.771663,37.78974
2606,Стардог!s,кофейня,1,Бутырский,СВАО,33,630.0,3.9,82,08:00-22:00,55.831648,37.550941
2607,Додо Пицца,фастфуд,1,Люблино,ЮВАО,20,290.0,н/д,13,10:00-02:00,55.722569,37.815577
2608,Теремок,кофейня,1,Отрадное,СВАО,22,360.0,4.0,76,нет данных,55.803145,37.303424
2609,Тёплый переулок 2609,ресторан,0,Тверской,ЦАО,112,нет данных,5.0,29,07:00-21:00,55.810753,37.684434
2610,Красный стол 2610,кафе,0,Сокол,САО,57,730.0,4.2,58,10:00-22:00,55.700744,37.492115
2611,Тихий мост 2611,ресторан,0,Соколиная Гора,ВАО,105,2470.0,4.7,77,07:00-21:00,55.82836,37.64984
2612,Уютный дворик 2612,кафе,0,Донской,ЮАО,65,590.0,4.8,287,08:00-22:00,55.714684,37.795406
2613,Красный фонарь 2613,кофейня,0,Тёплый Стан,ЮЗАО,нет данных,470.0,,16,10:00-22:00,55.863478,37.575397
2614,Ореховый фонарь 2614,фастфуд,0,Отрадное,СВАО,4,440.0,4.0,23,08:00-22:00,55.898705,37.878028
2615,Синий терраса 2615,кафе,0,Тверской,ЦАО,51,нет данных,4.9,10,10:00-02:00,55.836498,37.538836
2616,Медный чайник 2616,булочная,0,Кузьминки,ЮВАО,17,220.0,4.4,175,н/д,55.732761,37.602079
2617,Старый стол 2617,бар,0,Строгино,СЗАО,н/д,550.0,3.9,23,,55.680143,37.651728
2618,Красный уголок 2618,КАФЕ,0,Даниловский,ЮАО,44,1100.0,4.5,128,10:00-22:00,55.691597,37.737705
2619,Тёплый базар 2619,фастфуд,0,Арбат,ЦАО,18,н/д,4.5,59,10:00-22:00,55.738243,37.532846
2620,Шоколадница,кафе,1,Ховрино,САО,74,1030.0,3.7,57,,55.668811,37.614896
2621,Ореховый сад 2621,кафе,0,Пресненский,ЦАО,50,нет данных,4.5,27,12:00-00:00,55.820149,37.720418
2622,Дымный поднос 2622,КАФЕ,0,Басманный,ЦАО,48,2530.0,4.2,35,09:00-23:00,55.805502,37.920587
2623,Теремок,пиццерия,1,Гагаринский,ЮЗАО,4,740.0,3.1,14,07:00-21:00,55.813186,37.862468
2624,Тёплый подвал 2624,бар,0,Мещанский,ЦАО,50,2590.0,4.6,75,08:00-22:00,55.660326,37.670502
2625,Красный балкон 2625,фастфуд,0,Отрадное,СВАО,41,,4.7,49,круглосуточно,55.76794,37.546959
2626,Красный поднос 2626,кофейня,0,Тёплый Стан,ЮЗАО,25,330.0,4.9,43,08:00-22:00,55.812527,37.585392
2627,Зелёный подвал 2627,кафе,0,Марьино,ЮВАО,59,640.0,4.0,29,нет данных,55.635616,37.649412
2628,Первый квартал 2628,пиццерия,0,Бирюлёво Западное,ЮАО,35,560.0,4.2,8,07:00-21:00,55.860718,37.629141
2629,Старый фонарь 2629,бар,0,Перово,ВАО,34,800.0,3.9,15,09:00-23:00,55.692139,37.6012
2630,Хлебный подвал 2630,ресторан,0,Северное Тушино,СЗАО,,4100.0,,75,08:00-22:00,55.743997,37.742898
2631,Старый терраса 2631,бар,0,Строгино,СЗАО,56,,4.5,226,10:00-02:00,55.880385,37.510316
2632,Стардог!s,фастфуд,1,Царицыно,ЮАО,19,550.0,3.6,68,08:00-22:00,55.673495,37.679197
2633,Летний очаг 2633,булочная,0,Академический,ЮЗАО,4,500.0,3.9,11,н/д,55.67146,37.555585
2634,Дымный очаг 2634,фастфуд,0,Бабушкинский,СВАО,18,300.0,4.2,381,09:00-23:00,55.638227,37.59609
2635,Тёплый дом 2635,кафе,0,Замоскворечье,ЦАО,47,1320.0,4.7,122,12:00-00:00,56.001291,37.747021
2636,Уютный причал 2636,кафе,0,Пресненский,ЦАО,49,1480.0,5.0,68,07:00-21:00,55.702489,37.801544
2637,Крошка Картошка,кофейня,1,Хамовники,ЦАО,15,нет данных,3.7,87,10:00-22:00,55.814073,37.474475
2638,Домашний колодец 2638,ресторан,0,Северное Тушино,СЗАО,68,3260.0,4.0,135,08:00-22:00,55.85001,37.326155
2639,Летний колодец 2639,кофейня,0,Бабушкинский,СВАО,18,н/д,3.7,43,10:00-02:00,55.793495,37.434702
2640,Уютный навес 2640,кафе,0,Кузьминки,ЮВАО,23,470.0,3.9,140,09:00-23:00,55.656155,37.575468
2641,Белый уголок 2641,булочная,0,Таганский,ЦАО,11,460.0,4.0,31,,55.651411,37.821029
2642,Домашний очаг 2642,фастфуд,0,Таганский,ЦАО,8,600.0,3.8,77,н/д,55.663486,37.584104
2643,Красный причал 2643,кофейня,0,Басманный,ЦАО,н/д,960.0,4.5,29,10:00-22:00,55.811563,37.691694
2644,Уютный очаг 2644,РЕСТОРАН,0,Хорошево-Мневники,СЗАО,39,2280.0,5.0,372,12:00-00:00,55.775181,37.473372
2645,Тихий сад 2645,кофейня,0,Митино,СЗАО,18,550.0,4.5,38,09:00-23:00,55.863193,37.378937
2646,Стардог!s,КАФЕ,1,Кузьминки,ЮВАО,45,870.0,4.0,125,08:00-22:00,55.782367,37.592359
2647,Северный мост 2647,бар,0,Соколиная Гора,ВАО,82,1320.0,4.4,22,09:00-23:00,55.751124,37.517926
2648,Тёплый склон 2648,булочная,0,Мещанский,ЦАО,9,510.0,4.2,3,09:00-23:00,55.792764,37.499494
2649,Тёплый подвал 2649,ресторан,0,Мещанский,ЦАО,,3490.0,4.4,42,09:00-23:00,55.698382,37.699751
2650,Кофе Хауз,пиццерия,1,Люблино,ЮВАО,21,640.0,4.1,72,07:00-21:00,55.790449,37.639907
2651,Городской стол 2651,ресторан,0,Таганский,ЦАО,85,3250.0,4.0,88,11:00-23:00,55.888124,37.873153
2652,Северный фонарь 2652,кафе,0,Ясенево,ЮЗАО,59,550.0,4.3,20,11:00-23:00,55.757562,37.66071
2653,Хлебный подвал 2653,фастфуд,0,Гагаринский,ЮЗАО,н/д,610.0,3.5,101,09:00-23:00,55.613172,37.531262
2654,Тёплый мост 2654,столовая,0,Дорогомилово,ЗАО,72,360.0,н/д,9,10:00-02:00,55.644851,37.835817
2655,Тёплый дворик 2655,фастфуд,0,Северное Тушино,СЗАО,н/д,430.0,4.3,73,круглосуточно,55.678213,37.396391
2656,Белый квартал 2656,кафе,0,Тёплый Стан,ЮЗАО,72,1070.0,4.6,10,10:00-02:00,55.659127,37.362643
2657,Стардог!s,фастфуд,1,Отрадное,СВАО,24,350.0,4.6,25,н/д,55.741663,37.575857
2658,Летний мост 2658,ресторан,0,Академический,ЮЗАО,109,1980.0,5.0,320,10:00-02:00,55.794981,37.72318
2659,Тихий квартал 2659,кафе,0,Тверской,ЦАО,64,1400.0,4.5,147,,55.650859,37.632935
2660,Кофе Хауз,пиццерия,1,Щукино,СЗАО,47,790.0,4.0,22,10:00-22:00,55.736576,37.659137
2661,Синий дом 2661,ресторан,0,Щукино,СЗАО,58,2290.0,4.5,13,08:00-22:00,55.877603,37.499678
2662,Круглый балкон 2662,бар,0,Чертаново Южное,ЮАО,33,880.0,4.5,2,круглосуточно,55.814885,37.363277
2663,Белый квартал 2663,кофейня,0,Митино,СЗАО,17,,4.5,6,10:00-02:00,55.724192,37.531332
2664,Уютный дом 2664,столовая,0,Отрадное,СВАО,33,390.0,н/д,15,н/д,55.651611,37.841882
2665,Вилка-Ложка,ресторан,1,Ховрино,САО,119,1820.0,4.2,142,,55.840952,37.690427
2666,Старый причал 2666,БАР,0,Митино,СЗАО,60,980.0,4.5,15,09:00-23:00,55.738572,37.620647
2667,Тёплый стол 2667,кофейня,0,Соколиная Гора,ВАО,38,610.0,3.9,73,08:00-22:00,55.793061,37.819093
2668,Вечерний уголок 2668,бар,0,Дорогомилово,ЗАО,41,3800.0,4.6,59,10:00-22:00,55.721689,37.525511
2669,Теремок,фастфуд,1,Донской,ЮАО,18,440.0,4.5,80,11:00-23:00,55.859793,37.692883
2670,Белый стол 2670,кафе,0,Царицыно,ЮАО,25,760.0,4.9,49,07:00-21:00,55.807848,37.469084
2671,Крошка Картошка,кафе,1,Северное Тушино,СЗАО,22,800.0,3.3,38,08:00-22:00,55.784022,37.59147
2672,Тихий балкон 2672,столовая,0,Гагаринский,ЮЗАО,99,440.0,3.5,23,09:00-23:00,55.737316,37.601659
2673,Шоколадница,фастфуд,1,Замоскворечье,ЦАО,20,530.0,4.1,43,10:00-22:00,55.782763,37.627074
2674,Дымный базар 2674,столовая,0,Измайлово,ВАО,,190.0,н/д,14,круглосуточно,55.717088,37.89724
2675,Хлебный базар 2675,кафе,0,Таганский,ЦАО,,1010.0,3.9,27,08:00-22:00,55.729054,37.709159
2676,Северный поднос 2676,кафе,0,Строгино,СЗАО,41,880.0,4.6,26,круглосуточно,55.800785,37.724434
2677,Дымный квартал 2677,фастфуд,0,Хамовники,ЦАО,20,700.0,4.1,54,круглосуточно,55.837306,37.594274
2678,Стардог!s,фастфуд,1,Соколиная Гора,ВАО,43,230.0,4.6,164,круглосуточно,55.724139,37.498192
2679,Красный терраса 2679,фастфуд,0,Хамовники,ЦАО,24,630.0,3.4,5,10:00-02:00,55.771387,37.360386
2680,Старый уголок 2680,фастфуд,0,Басманный,ЦАО,17,780.0,4.2,2,07:00-21:00,55.758511,37.467294
2681,Додо Пицца,фастфуд,1,Отрадное,СВАО,27,290.0,3.8,33,,55.781443,37.611007
2682,Вилка-Ложка,КАФЕ,1,Хорошево-Мневники,СЗАО,46,440.0,4.2,82,11:00-23:00,55.728852,37.651405
2683,Летний очаг 2683,кафе,0,Замоскворечье,ЦАО,21,1690.0,4.2,16,11:00-23:00,55.84137,37.496228
2684,Тёплый мост 2684,КАФЕ,0,Соколиная Гора,ВАО,33,440.0,4.2,37,08:00-22:00,55.838665,37.85503
2685,Липовый базар 2685,кафе,0,Тёплый Стан,ЮЗАО,64,460.0,3.8,149,08:00-22:00,55.716447,37.531279
2686,Северный очаг 2686,столовая,0,Хорошёво-Мнёвники,СЗАО,46,290.0,4.3,25,08:00-22:00,55.814054,37.574985
2687,Северный чайник 2687,кофейня,0,Ясенево,ЮЗАО,21,470.0,4.5,24,11:00-23:00,55.684893,37.652886
2688,Красный базар 2688,кафе,0,Пресненский,ЦАО,30,1750.0,4.2,6,08:00-22:00,55.633675,37.586205
2689,Белый колодец 2689,кафе,0,Тёплый Стан,ЮЗАО,75,720.0,3.6,41,нет данных,55.682964,37.537907
2690,Тёплый навес 2690,ресторан,0,Раменки,ЗАО,56,2130.0,4.1,9,10:00-02:00,55.72767,37.489459
2691,Городской стол 2691,фастфуд,0,Люблино,ЮВАО,22,,4.0,24,08:00-22:00,55.577934,37.488076
2692,Старый причал 2692,кофейня,0,Люблино,ЮВАО,,300.0,4.4,23,10:00-22:00,55.755306,37.886659
2693,Додо Пицца,фастфуд,1,Хамовники,ЦАО,23,680.0,3.6,306,10:00-02:00,55.765856,37.765909
2694,Северный дворик 2694,кафе,0,Тверской,ЦАО,51,2810.0,5.0,73,09:00-23:00,55.765315,37.497018
2695,Синий сад 2695,ресторан,0,Дорогомилово,ЗАО,95,2220.0,4.8,42,,55.785401,37.659827
2696,Вилка-Ложка,кофейня,1,Митино,СЗАО,12,370.0,3.6,20,07:00-21:00,55.768111,37.793452
2697,One Price Coffee,ФАСТФУД,1,Академический,ЮЗАО,27,,3.4,39,круглосуточно,55.862877,37.579967
2698,Северный мост 2698,фастфуд,0,Пресненский,ЦАО,,760.0,3.7,39,12:00-00:00,55.704165,37.676589
2699,Дымный фонарь 2699,бар,0,Аэропорт,САО,67,1360.0,4.2,460,08:00-22:00,55.792242,37.876627
2700,Вечерний причал 2700,фастфуд,0,Дорогомилово,ЗАО,9,410.0,3.8,27,10:00-02:00,55.754709,37.574316
2701,Стардог!s,кафе,1,Строгино,СЗАО,,710.0,н/д,492,07:00-21:00,55.72515,37.423128
2702,Белый сад 2702,фастфуд,0,Таганский,ЦАО,8,910.0,4.0,25,07:00-21:00,55.801422,37.475117
2703,Ореховый причал 2703,кофейня,0,Теплый Стан,ЮЗАО,19,210.0,5.0,35,09:00-23:00,55.889492,37.451187
2704,Вилка-Ложка,пиццерия,1,Мещанский,ЦАО,35,1250.0,4.1,62,12:00-00:00,55.771033,37.453202
2705,Вечерний терраса 2705,фастфуд,0,Перово,ВАО,нет данных,660.0,4.1,6,10:00-22:00,55.720902,37.598283
2706,Летний стол 2706,кафе,0,Тверской,ЦАО,64,1310.0,нет данных,61,круглосуточно,55.738168,37.472496
2707,Вечерний чайник 2707,кафе,0,Щукино,СЗАО,70,1180.0,4.7,33,12:00-00:00,55.640951,37.784534
2708,Кофе Хауз,кафе,1,Марьино,ЮВАО,68,920.0,3.7,315,круглосуточно,55.815286,37.744029
2709,Додо Пицца,фастфуд,1,Таганский,ЦАО,34,640.0,4.0,37,11:00-23:00,55.690822,37.528426
2710,Уютный переулок 2710,ресторан,0,Текстильщики,ЮВАО,125,1620.0,3.8,44,н/д,55.683559,37.589433
2711,Уютный склон 2711,ресторан,0,Строгино,СЗАО,нет данных,1270.0,5.0,92,09:00-23:00,55.647971,37.75897
2712,Кофе Хауз,кафе,1,Перово,ВАО,24,710.0,н/д,446,07:00-21:00,55.780953,37.746266
2713,Дымный склон 2713,КАФЕ,0,Басманный,ЦАО,40,760.0,4.5,48,,55.610386,37.852405
2714,Крошка Картошка,ресторан,1,Северное Тушино,СЗАО,74,1490.0,4.0,222,,55.942121,37.706098
2715,Летний навес 2715,бар,0,Чертаново Южное,ЮАО,74,1490.0,,75,11:00-23:00,55.620354,37.783772
2716,Вилка-Ложка,фастфуд,1,Мещанский,ЦАО,18,450.0,3.6,215,12:00-00:00,55.639307,37.784823
2717,Кофе Хауз,кофейня,1,Люблино,ЮВАО,19,280.0,3.3,380,11:00-23:00,55.827325,37.557967
2718,Ореховый базар 2718,бар,0,Раменки,ЗАО,43,1890.0,4.9,89,10:00-02:00,55.675927,37.69387
2719,Тёплый дом 2719,КАФЕ,0,Отрадное,СВАО,56,600.0,,5,11:00-23:00,55.821426,37.730062
2720,Вечерний навес 2720,ресторан,0,Бутырский,СВАО,37,4850.0,4.4,23,10:00-02:00,55.760991,37.425457
2721,Липовый навес 2721,столовая,0,Таганский,ЦАО,80,420.0,3.4,27,08:00-22:00,55.874158,37.576508
2722,Вилка-Ложка,фастфуд,1,Дорогомилово,ЗАО,25,450.0,4.2,28,08:00-22:00,55.779546,37.564026
2723,Кулинарная лавка,фастфуд,1,Дорогомилово,ЗАО,31,1110.0,3.4,292,10:00-02:00,55.611296,37.594868
2724,Белый стол 2724,кафе,0,Дорогомилово,ЗАО,29,2240.0,3.4,33,круглосуточно,55.9582,37.761703
2725,Кулинарная лавка,кофейня,1,Тверской,ЦАО,26,880.0,4.4,29,11:00-23:00,55.682668,37.510516
2726,Додо Пицца,фастфуд,1,Тверской,ЦАО,18,1090.0,4.7,236,12:00-00:00,55.742462,37.410104
2727,Уютный стол 2727,кафе,0,Бабушкинский,СВАО,36,1080.0,4.4,1646,07:00-21:00,55.693697,37.395929
2728,Круглый терраса 2728,кофейня,0,Раменки,ЗАО,нет данных,740.0,3.8,235,07:00-21:00,55.765993,37.680066
2729,Крошка Картошка,пиццерия,1,Хорошево-Мневники,СЗАО,28,1060.0,4.8,287,10:00-02:00,55.642742,37.463234
2730,Уютный колодец 2730,булочная,0,Царицыно,ЮАО,9,370.0,3.8,83,10:00-22:00,55.816964,37.728378
2731,Теремок,кофейня,1,Кузьминки,ЮВАО,17,470.0,4.5,25,11:00-23:00,55.673836,37.735817
2732,Теремок,фастфуд,1,Аэропорт,САО,4,330.0,4.3,38,11:00-23:00,55.797876,37.687493
2733,Белый балкон 2733,кафе,0,Тверской,ЦАО,48,1230.0,3.9,26,11:00-23:00,55.861212,37.589219
2734,Тихий дворик 2734,ФАСТФУД,0,Отрадное,СВАО,,210.0,4.9,235,10:00-22:00,55.66007,37.585299
2735,Северный поднос 2735,пиццерия,0,Хамовники,ЦАО,,2020.0,4.6,87,11:00-23:00,55.587063,37.536379
2736,Додо Пицца,ресторан,1,Люблино,ЮВАО,88,1650.0,4.2,28,07:00-21:00,55.814593,37.737753
2737,Дымный очаг 2737,БУЛОЧНАЯ,0,Сокол,САО,19,380.0,4.6,105,09:00-23:00,55.940013,37.546423
2738,Летний навес 2738,булочная,0,Измайлово,ВАО,17,370.0,4.2,46,10:00-22:00,55.678643,37.781093
2739,Красный дворик 2739,кафе,0,Бутырский,СВАО,59,590.0,н/д,17,10:00-02:00,55.737708,37.45267
2740,Синий терраса 2740,кафе,0,Донской,ЮАО,96,680.0,4.3,82,11:00-23:00,55.665285,37.827995
2741,Вечерний склон 2741,фастфуд,0,Замоскворечье,ЦАО,13,,н/д,75,10:00-02:00,55.671921,37.68192
2742,Первый квартал 2742,кафе,0,Северное Тушино,СЗАО,54,1130.0,3.8,21,круглосуточно,55.714223,37.563511
2743,Зелёный фонарь 2743,булочная,0,Отрадное,СВАО,19,240.0,3.5,34,круглосуточно,55.844867,37.708239
2744,Вечерний чайник 2744,кафе,0,Бабушкинский,СВАО,62,460.0,4.5,17,07:00-21:00,55.764785,37.551022
2745,Синий стол 2745,СТОЛОВАЯ,0,Люблино,ЮВАО,86,320.0,4.1,9,н/д,55.774579,37.708036
2746,Белый поднос 2746,кафе,0,Перово,ВАО,33,950.0,,42,н/д,55.709615,37.801218
2747,Первый очаг 2747,фастфуд,0,Хамовники,ЦАО,19,,3.1,160,07:00-21:00,55.706198,37.78554
2748,Прайм,фастфуд,1,Отрадное,СВАО,н/д,320.0,4.3,24,10:00-22:00,55.861848,37.615483
2749,Медный балкон 2749,бар,0,Басманный,ЦАО,30,2120.0,3.8,34,н/д,55.898385,37.484681
2750,Липовый поднос 2750,ресторан,0,Измайлово,ВАО,67,2280.0,3.8,51,11:00-23:00,55.90289,37.760272
2751,Прайм,фастфуд,1,Люблино,ЮВАО,23,320.0,4.1,552,12:00-00:00,55.870871,37.63684
2752,Вечерний поднос 2752,ресторан,0,Щукино,СЗАО,69,2400.0,4.1,128,07:00-21:00,55.716278,37.659576
2753,Тёплый переулок 2753,кафе,0,Басманный,ЦАО,19,1010.0,3.7,75,12:00-00:00,55.751334,37.708067
2754,Медный чайник 2754,булочная,0,Аэропорт,САО,,250.0,4.1,44,10:00-22:00,55.736483,37.701672
2755,Первый склон 2755,ресторан,0,Басманный,ЦАО,58,8690.0,4.7,13,круглосуточно,55.689886,37.710495
2756,One Price Coffee,пиццерия,1,Сокол,САО,12,1590.0,4.5,452,12:00-00:00,55.76388,37.524184
2757,Хлебный стол 2757,кафе,0,Замоскворечье,ЦАО,82,1730.0,4.3,186,09:00-23:00,55.646975,37.497959
2758,Тихий квартал 2758,бар,0,Теплый Стан,ЮЗАО,31,1740.0,4.0,126,круглосуточно,55.832289,37.76465
2759,Белый подвал 2759,кофейня,0,Чертаново Южное,ЮАО,16,510.0,4.4,102,07:00-21:00,55.749422,37.779886
2760,Шоколадница,булочная,1,Измайлово,ВАО,9,310.0,3.9,260,10:00-22:00,55.813276,37.692387
2761,Шоколадница,пиццерия,1,Митино,СЗАО,,610.0,3.9,207,10:00-22:00,55.702325,37.798796
2762,Крошка Картошка,фастфуд,1,Хамовники,ЦАО,23,1470.0,4.2,46,07:00-21:00,55.784884,37.63971
2763,Вилка-Ложка,фастфуд,1,Мещанский,ЦАО,43,н/д,4.3,115,08:00-22:00,55.763362,37.504388
2764,Дымный поднос 2764,кафе,0,Соколиная Гора,ВАО,34,750.0,4.7,9,,55.623136,37.689969
2765,Теремок,фастфуд,1,Марьино,ЮВАО,58,530.0,нет данных,112,н/д,55.639345,37.629938
2766,Уютный чайник 2766,кофейня,0,Хорошёво-Мнёвники,СЗАО,30,630.0,нет данных,28,10:00-02:00,55.801552,37.555454
2767,Тихий базар 2767,фастфуд,0,Тверской,ЦАО,32,790.0,3.7,99,10:00-22:00,55.725754,37.495903
2768,Тёплый склон 2768,фастфуд,0,Замоскворечье,ЦАО,33,нет данных,,229,09:00-23:00,55.782305,37.717219
2769,Летний колодец 2769,столовая,0,Бабушкинский,СВАО,118,нет данных,4.4,41,11:00-23:00,55.763554,37.533929
2770,Синий чайник 2770,булочная,0,Отрадное,СВАО,11,410.0,4.7,19,10:00-22:00,55.74987,37.504452
2771,Медный дом 2771,кофейня,0,Арбат,ЦАО,26,1180.0,3.7,29,10:00-02:00,55.907256,37.601788
2772,Медный мост 2772,ресторан,0,Северное Тушино,СЗАО,114,1820.0,4.2,57,12:00-00:00,55.614115,37.619064
2773,Вилка-Ложка,кафе,1,Бабушкинский,СВАО,34,340.0,4.6,217,круглосуточно,55.7364,37.432294
2774,Зелёный базар 2774,кофейня,0,Текстильщики,ЮВАО,нет данных,450.0,3.4,166,12:00-00:00,55.796421,37.838407
2775,Липовый колодец 2775,столовая,0,Раменки,ЗАО,39,310.0,4.3,297,10:00-22:00,55.613997,37.47151
2776,Хлебный поднос 2776,ресторан,0,Щукино,СЗАО,50,2310.0,3.8,35,круглосуточно,55.854711,37.596129
2777,Хлебный фонарь 2777,бар,0,Тверской,ЦАО,29,2450.0,3.8,13,07:00-21:00,55.771793,37.597566
2778,Летний дворик 2778,бар,0,Аэропорт,САО,39,1030.0,3.8,45,12:00-00:00,55.740539,37.342953
2779,Синий чайник 2779,фастфуд,0,Марьино,ЮВАО,32,270.0,3.4,13,10:00-22:00,55.70035,37.5289
2780,Домашний очаг 2780,столовая,0,Академический,ЮЗАО,100,,4.2,24,08:00-22:00,55.938873,37.596196
2781,Белый дом 2781,кафе,0,Таганский,ЦАО,9,нет данных,4.6,41,11:00-23:00,55.65947,37.774082
2782,Стардог!s,фастфуд,1,Митино,СЗАО,,420.0,3.5,42,круглосуточно,55.783109,37.442114
2783,Хлебный чайник 2783,бар,0,Хамовники,ЦАО,60,1700.0,4.0,17,09:00-23:00,55.683004,37.569505
2784,Домашний колодец 2784,ресторан,0,Дорогомилово,ЗАО,120,2210.0,4.3,163,12:00-00:00,55.827999,37.496748
2785,Ореховый фонарь 2785,кафе,0,Дорогомилово,ЗАО,,1050.0,3.2,49,н/д,55.755076,37.563451
2786,Летний уголок 2786,ресторан,0,Таганский,ЦАО,63,2470.0,4.8,212,н/д,55.747637,37.7429
2787,Старый балкон 2787,фастфуд,0,Арбат,ЦАО,нет данных,500.0,н/д,10,12:00-00:00,55.848912,37.457095
2788,Ореховый поднос 2788,кафе,0,Академический,ЮЗАО,н/д,1180.0,3.9,12,08:00-22:00,55.781087,37.457144
2789,Шоколадница,фастфуд,1,Даниловский,ЮАО,21,нет данных,3.9,110,09:00-23:00,55.9577,37.876263
2790,Хлебный причал 2790,фастфуд,0,Кузьминки,ЮВАО,37,нет данных,4.2,13,10:00-02:00,55.634316,37.563208
2791,Хлебный уголок 2791,КАФЕ,0,Басманный,ЦАО,48,1830.0,4.2,21,12:00-00:00,55.588888,37.632604
2792,Прайм,пиццерия,1,Тёплый Стан,ЮЗАО,5,840.0,3.8,637,12:00-00:00,55.632001,37.646123
2793,Ореховый поднос 2793,столовая,0,Басманный,ЦАО,33,470.0,5.0,22,09:00-23:00,55.79791,37.404785
2794,Хлебный поднос 2794,кафе,0,Таганский,ЦАО,34,1120.0,4.2,40,круглосуточно,55.867438,37.539163
2795,Зелёный чайник 2795,кафе,0,Таганский,ЦАО,,2470.0,0,15,08:00-22:00,55.639259,37.687566
2796,Красный причал 2796,столовая,0,Донской,ЮАО,4,280.0,4.2,22,09:00-23:00,55.849859,37.840617
2797,Стардог!s,пиццерия,1,Хамовники,ЦАО,4,980.0,4.1,192,10:00-22:00,55.816155,37.667293
2798,Первый дворик 2798,столовая,0,Бирюлёво Западное,ЮАО,96,210.0,,13,10:00-22:00,55.727258,37.630013
2799,Северный очаг 2799,ресторан,0,Тверской,ЦАО,79,нет данных,4.2,127,12:00-00:00,55.645649,37.604836
2800,Домашний подвал 2800,кафе,0,Ясенево,ЮЗАО,69,740.0,5.0,62,нет данных,55.794835,37.208924
2801,Зелёный подвал 2801,ресторан,0,Тверской,ЦАО,,12020.0,5.0,25,10:00-22:00,55.736366,37.574189
2802,Тёплый переулок 2802,кафе,0,Чертаново Южное,ЮАО,62,450.0,3.7,105,12:00-00:00,55.735728,37.818514
2803,Крошка Картошка,кофейня,1,Арбат,ЦАО,н/д,1320.0,4.7,410,10:00-02:00,55.849672,37.67307
2804,Домашний фонарь 2804,кафе,0,Гагаринский,ЮЗАО,н/д,1440.0,4.4,62,нет данных,55.80573,37.516556
2805,Хлебный чайник 2805,кофейня,0,Хорошёво-Мнёвники,СЗАО,25,380.0,5.0,2,07:00-21:00,55.621056,37.808977
2806,Красный уголок 2806,кофейня,0,Басманный,ЦАО,28,820.0,3.9,16,12:00-00:00,55.682066,37.591233
2807,Шоколадница,фастфуд,1,Гагаринский,ЮЗАО,51,510.0,3.4,21,круглосуточно,55.816018,37.495252
2808,Зелёный причал 2808,кафе,0,Соколиная Гора,ВАО,29,нет данных,3.5,43,09:00-23:00,55.786221,37.430167
2809,Белый сад 2809,столовая,0,Соколиная Гора,ВАО,68,250.0,5.0,126,09:00-23:00,55.771255,37.782291
2810,Синий уголок 2810,кофейня,0,Таганский,ЦАО,12,730.0,4.5,22,11:00-23:00,55.88977,38.00879
2811,Вечерний сад 2811,бар,0,Басманный,ЦАО,,2120.0,4.5,21,11:00-23:00,55.653538,37.517978
2812,Зелёный навес 2812,РЕСТОРАН,0,Хамовники,ЦАО,34,нет данных,4.6,52,10:00-22:00,55.74741,37.575079
2813,Первый базар 2813,кафе,0,Тверской,ЦАО,31,1840.0,4.6,8,,55.822,37.66041
2814,Прайм,булочная,1,Раменки,ЗАО,,,4.1,54,10:00-22:00,55.743596,37.504034
2815,Круглый базар 2815,ресторан,0,Отрадное,СВАО,123,2670.0,4.0,81,круглосуточно,55.717251,37.609638
2816,Северный мост 2816,бар,0,Соколиная Гора,ВАО,,1350.0,3.8,14,12:00-00:00,55.682714,37.663396
2817,Липовый дворик 2817,кафе,0,Раменки,ЗАО,28,1750.0,4.4,48,09:00-23:00,55.745745,37.531525
2818,Теремок,булочная,1,Отрадное,СВАО,5,310.0,3.6,17,08:00-22:00,55.82972,37.889978
2819,Кулинарная лавка,ресторан,1,Пресненский,ЦАО,106,2900.0,4.4,360,09:00-23:00,55.859512,37.497899
2820,Дымный очаг 2820,кафе,0,Басманный,ЦАО,44,1610.0,4.6,331,12:00-00:00,55.652106,37.508986
2821,Дымный уголок 2821,кофейня,0,Пресненский,ЦАО,9,860.0,3.8,10,круглосуточно,55.574121,37.812102
2822,Белый колодец 2822,кофейня,0,Ясенево,ЮЗАО,14,510.0,4.1,31,07:00-21:00,55.728806,37.706006
2823,Тихий колодец 2823,бар,0,Замоскворечье,ЦАО,51,3080.0,4.1,58,12:00-00:00,55.735902,37.872705
2824,Кофе Хауз,ресторан,1,Перово,ВАО,49,2050.0,4.7,230,10:00-02:00,55.773777,37.226598
2825,Вечерний причал 2825,фастфуд,0,Даниловский,ЮАО,46,250.0,4.2,209,12:00-00:00,55.79064,37.550012
2826,Синий склон 2826,фастфуд,0,Бабушкинский,СВАО,40,210.0,4.5,16,10:00-22:00,55.613351,37.796286
2827,Красный мост 2827,ресторан,0,Донской,ЮАО,99,3170.0,4.0,4,н/д,55.678707,37.608707
